ID,Category,Subcategory,Size,Color,Material,Brand,Price Range,Rating,In Stock,Shipping Weight,Age Group
319,Home,Kitchen,Small,Purple,Plastic,Gamma,Mid-range,2,true,15.36,Seniors
320,Electronics,Phones,Small,White,Leather,Alpha,Luxury,4,true,5.58,Teens
321,Electronics,Laptops,Small,Red,Leather,Alpha,Premium,5,false,11.00,Children
322,Clothing,Pants,Small,White,Glass,Alpha,Mid-range,3,true,15.84,Adults
323,Sports,Nutrition,Medium,Blue,Leather,Alpha,Premium,3,false,11.20,Children
324,Sports,Apparel,Medium,Blue,Wood,Alpha,Luxury,4,true,5.35,Teens
325,Sports,Nutrition,Medium,Purple,Cotton,Epsilon,Premium,3,true,12.70,Seniors
326,Food,Snacks,Large,Red,Plastic,Delta,Budget,5,true,18.06,Children
327,Clothing,Dresses,Large,White,Plastic,Alpha,Mid-range,2,true,6.21,Children
328,Home,Bath,Large,Yellow,Glass,Gamma,Budget,3,true,12.64,Children
329,Clothing,Dresses,Small,Purple,Leather,Gamma,Luxury,1,false,2.61,Teens
330,Clothing,Pants,Medium,White,Glass,Alpha,Luxury,5,false,9.95,Seniors
331,Home,Furniture,Medium,Yellow,Cotton,Alpha,Budget,1,true,5.46,Children
332,Home,Kitchen,Medium,Yellow,Wood,Beta,Budget,4,true,7.82,Adults
333,Food,Beverages,Large,Yellow,Metal,Gamma,Budget,1,true,4.79,Teens
334,Sports,Apparel,Large,Black,Cotton,Alpha,Premium,5,false,19.93,Adults
335,Sports,Accessories,Medium,Blue,Wood,Delta,Premium,5,true,2.93,Adults
336,Electronics,Tablets,Large,Black,Leather,Beta,Luxury,1,true,13.20,Adults
337,Sports,Equipment,Medium,Blue,Cotton,Beta,Budget,3,true,2.89,Seniors
338,Electronics,Laptops,Large,Yellow,Cotton,Beta,Luxury,3,false,11.62,Children
339,Clothing,Shirts,Medium,Purple,Cotton,Delta,Premium,2,true,19.65,Seniors
340,Electronics,Phones,Small,Green,Wood,Gamma,Budget,2,false,15.05,Adults
341,Electronics,Laptops,Medium,Red,Cotton,Alpha,Premium,5,true,7.40,Children
342,Sports,Apparel,Large,Red,Leather,Delta,Mid-range,5,true,17.79,Teens
343,Home,Bath,Medium,Purple,Glass,Epsilon,Budget,2,true,12.21,Children
344,Sports,Nutrition,Large,Yellow,Wood,Delta,Luxury,4,false,10.85,Seniors
345,Clothing,Shoes,Medium,Green,Plastic,Delta,Premium,2,true,14.60,Seniors
346,Food,Frozen,Medium,Yellow,Wood,Delta,Budget,4,true,7.85,Teens
347,Electronics,Phones,Large,Blue,Glass,Gamma,Luxury,1,true,12.54,Children
348,Electronics,Accessories,Medium,Blue,Plastic,Alpha,Mid-range,1,true,4.78,Children
349,Electronics,Tablets,Large,Yellow,Glass,Delta,Luxury,4,false,16.75,Teens
350,Home,Decor,Large,Green,Metal,Alpha,Premium,5,true,4.26,Children
351,Electronics,Accessories,Medium,Blue,Wood,Beta,Budget,1,false,19.14,Children
352,Clothing,Dresses,Large,Purple,Leather,Epsilon,Luxury,4,false,3.96,Children
353,Sports,Equipment,Medium,Black,Metal,Epsilon,Mid-range,4,true,1.95,Seniors
354,Electronics,Laptops,Large,Green,Wood,Alpha,Premium,4,true,12.05,Teens
355,Clothing,Dresses,Large,Red,Leather,Gamma,Mid-range,2,true,10.23,Children
356,Electronics,Tablets,Large,White,Cotton,Gamma,Mid-range,1,true,8.08,Seniors
357,Clothing,Shoes,Medium,Green,Glass,Gamma,Budget,4,true,3.07,Adults
358,Food,Beverages,Large,Yellow,Plastic,Epsilon,Budget,2,false,18.02,Seniors
359,Food,Frozen,Large,Blue,Plastic,Beta,Budget,4,true,0.94,Children
360,Clothing,Dresses,Medium,White,Cotton,Gamma,Budget,5,true,18.94,Teens
361,Home,Decor,Medium,Blue,Metal,Epsilon,Luxury,5,false,6.80,Children
362,Clothing,Dresses,Large,White,Glass,Gamma,Budget,5,true,15.77,Children
363,Clothing,Dresses,Medium,Black,Cotton,Alpha,Mid-range,2,false,4.55,Teens
364,Home,Decor,Medium,Red,Wood,Epsilon,Luxury,1,true,12.49,Adults
365,Food,Beverages,Medium,White,Wood,Epsilon,Premium,3,false,7.72,Adults
366,Food,Snacks,Small,Purple,Plastic,Epsilon,Mid-range,2,true,2.42,Children
367,Sports,Nutrition,Medium,Blue,Leather,Alpha,Premium,2,true,14.18,Children
368,Food,Frozen,Medium,White,Metal,Alpha,Budget,2,true,1.00,Teens
369,Home,Furniture,Small,Red,Cotton,Delta,Luxury,3,true,11.77,Teens
370,Food,Beverages,Large,Blue,Glass,Epsilon,Budget,3,false,18.87,Seniors
371,Home,Furniture,Medium,Red,Glass,Gamma,Mid-range,1,true,10.75,Seniors
372,Clothing,Pants,Medium,Red,Wood,Gamma,Budget,4,true,9.70,Teens
373,Food,Snacks,Small,Red,Glass,Epsilon,Luxury,2,false,9.87,Seniors
374,Sports,Nutrition,Medium,White,Cotton,Beta,Budget,3,true,16.22,Seniors
375,Sports,Equipment,Large,Blue,Cotton,Alpha,Premium,2,true,16.23,Children
376,Food,Beverages,Medium,Green,Wood,Beta,Luxury,3,true,8.81,Adults
377,Electronics,Tablets,Medium,Black,Wood,Alpha,Budget,5,true,9.28,Seniors
378,Food,Fresh,Medium,Black,Glass,Alpha,Premium,2,true,11.61,Teens
379,Sports,Equipment,Medium,Blue,Metal,Epsilon,Mid-range,2,true,9.85,Seniors
380,Clothing,Shirts,Large,Purple,Cotton,Epsilon,Premium,4,true,1.80,Teens
381,Electronics,Tablets,Small,Green,Plastic,Beta,Budget,1,true,7.30,Seniors
382,Sports,Accessories,Large,Yellow,Wood,Gamma,Mid-range,5,false,16.65,Teens
383,Sports,Nutrition,Large,White,Plastic,Beta,Budget,5,false,11.94,Teens
384,Electronics,Laptops,Small,Blue,Metal,Alpha,Premium,1,false,2.90,Teens
385,Electronics,Phones,Medium,Green,Cotton,Delta,Budget,3,false,8.52,Children
386,Clothing,Dresses,Medium,Purple,Cotton,Delta,Budget,1,false,4.10,Adults
387,Clothing,Dresses,Medium,Black,Cotton,Gamma,Luxury,2,true,15.34,Children
388,Electronics,Accessories,Small,Purple,Glass,Epsilon,Luxury,2,true,17.87,Seniors
389,Sports,Apparel,Medium,Red,Glass,Alpha,Mid-range,5,false,10.27,Teens
390,Clothing,Shirts,Large,Blue,Metal,Delta,Luxury,2,true,16.50,Teens
391,Electronics,Phones,Large,Blue,Cotton,Delta,Budget,5,true,16.27,Children
392,Electronics,Laptops,Small,Green,Plastic,Epsilon,Budget,4,true,12.98,Seniors
393,Electronics,Tablets,Large,Green,Leather,Epsilon,Luxury,4,true,19.34,Children
394,Home,Decor,Medium,Green,Metal,Epsilon,Budget,1,false,13.75,Seniors
395,Sports,Accessories,Large,Purple,Wood,Gamma,Mid-range,3,false,12.31,Seniors
396,Food,Beverages,Medium,Purple,Wood,Alpha,Premium,3,true,14.57,Teens
397,Food,Snacks,Small,Green,Plastic,Delta,Mid-range,5,true,5.30,Seniors
398,Electronics,Tablets,Small,Green,Plastic,Delta,Budget,3,true,5.72,Adults
399,Clothing,Dresses,Large,Red,Wood,Delta,Budget,5,true,7.74,Teens
400,Clothing,Shoes,Large,Yellow,Glass,Delta,Mid-range,1,true,17.06,Seniors
401,Home,Bath,Large,Black,Metal,Alpha,Premium,2,false,16.76,Adults
402,Sports,Apparel,Medium,Black,Plastic,Epsilon,Budget,1,true,18.48,Adults
403,Home,Furniture,Medium,Black,Leather,Gamma,Mid-range,2,false,16.22,Adults
404,Sports,Apparel,Small,White,Metal,Epsilon,Mid-range,5,false,16.50,Adults
405,Sports,Apparel,Medium,Red,Wood,Alpha,Budget,5,false,17.96,Teens
406,Food,Beverages,Small,Black,Cotton,Alpha,Budget,4,true,6.39,Teens
407,Food,Frozen,Large,Yellow,Glass,Epsilon,Budget,1,false,10.14,Children
408,Home,Kitchen,Medium,Purple,Wood,Beta,Mid-range,5,false,16.13,Seniors
409,Electronics,Accessories,Large,Green,Glass,Delta,Budget,5,false,18.98,Teens
410,Sports,Nutrition,Medium,Blue,Cotton,Gamma,Budget,5,true,19.41,Teens
411,Electronics,Laptops,Small,Green,Wood,Beta,Budget,2,true,12.29,Adults
412,Sports,Equipment,Large,Blue,Plastic,Alpha,Budget,2,true,17.76,Teens
413,Food,Fresh,Large,White,Metal,Alpha,Budget,5,true,5.40,Teens
414,Home,Kitchen,Large,White,Plastic,Gamma,Mid-range,2,true,10.39,Children
415,Food,Snacks,Large,Red,Plastic,Alpha,Luxury,2,true,9.32,Children
416,Home,Bath,Small,Green,Cotton,Gamma,Premium,3,true,3.62,Children
417,Electronics,Accessories,Small,Green,Glass,Alpha,Premium,4,false,16.54,Children
418,Home,Decor,Medium,Red,Metal,Delta,Budget,2,true,17.91,Adults
419,Sports,Equipment,Medium,Green,Cotton,Beta,Budget,3,true,16.91,Children
420,Electronics,Phones,Small,Black,Metal,Alpha,Mid-range,1,true,9.98,Seniors
421,Sports,Nutrition,Large,Purple,Plastic,Delta,Mid-range,1,true,8.92,Children
422,Sports,Apparel,Medium,Yellow,Leather,Epsilon,Mid-range,3,true,15.07,Adults
423,Food,Frozen,Large,Purple,Plastic,Epsilon,Luxury,4,true,6.52,Adults
424,Sports,Equipment,Medium,Purple,Glass,Beta,Premium,5,true,14.94,Teens
425,Electronics,Phones,Large,Black,Metal,Beta,Luxury,5,false,11.12,Seniors
426,Clothing,Shoes,Large,Purple,Cotton,Beta,Luxury,2,true,0.93,Teens
427,Electronics,Phones,Large,Blue,Metal,Gamma,Budget,3,true,2.86,Teens
428,Sports,Equipment,Large,Yellow,Cotton,Gamma,Premium,2,false,14.39,Adults
429,Sports,Apparel,Medium,White,Glass,Epsilon,Luxury,5,true,6.50,Children
430,Home,Decor,Small,Yellow,Leather,Gamma,Budget,2,true,7.15,Adults
431,Sports,Accessories,Large,Black,Wood,Gamma,Mid-range,4,false,7.84,Teens
432,Electronics,Laptops,Medium,Black,Cotton,Epsilon,Luxury,1,true,14.35,Seniors
433,Sports,Apparel,Small,Black,Glass,Epsilon,Mid-range,2,false,10.26,Adults
434,Clothing,Shoes,Medium,White,Glass,Beta,Luxury,4,true,7.07,Children
435,Home,Decor,Medium,Black,Wood,Gamma,Premium,4,true,3.09,Seniors
436,Food,Fresh,Large,Green,Leather,Gamma,Mid-range,2,false,4.54,Children
437,Home,Kitchen,Medium,White,Cotton,Delta,Budget,5,false,15.12,Adults
438,Clothing,Shoes,Medium,Purple,Metal,Beta,Mid-range,5,true,0.18,Seniors
439,Sports,Nutrition,Large,Purple,Leather,Epsilon,Luxury,5,true,18.57,Seniors
440,Sports,Accessories,Large,Yellow,Glass,Gamma,Luxury,5,false,0.53,Seniors
441,Home,Furniture,Large,Black,Cotton,Alpha,Mid-range,4,true,14.85,Seniors
442,Food,Beverages,Medium,Purple,Wood,Alpha,Budget,1,true,4.79,Teens
443,Home,Decor,Medium,Red,Leather,Alpha,Luxury,5,true,14.03,Adults
444,Home,Furniture,Large,Black,Plastic,Beta,Mid-range,1,true,3.90,Teens
445,Clothing,Shoes,Large,Black,Cotton,Delta,Luxury,3,true,16.34,Children
446,Home,Kitchen,Medium,Green,Metal,Delta,Budget,3,true,16.86,Teens
447,Clothing,Pants,Small,Green,Leather,Beta,Budget,4,true,16.76,Seniors
448,Electronics,Accessories,Large,Blue,Wood,Delta,Premium,3,true,19.44,Children
449,Clothing,Pants,Small,Blue,Wood,Alpha,Premium,3,true,19.90,Children
450,Home,Furniture,Large,Black,Wood,Beta,Luxury,3,false,18.00,Teens
451,Food,Snacks,Large,White,Wood,Alpha,Budget,5,false,6.51,Teens
452,Electronics,Laptops,Large,Black,Plastic,Epsilon,Mid-range,3,true,14.79,Teens
453,Home,Bath,Medium,Black,Leather,Gamma,Mid-range,3,false,1.58,Seniors
454,Electronics,Accessories,Large,Yellow,Metal,Gamma,Luxury,3,false,14.09,Children
455,Sports,Accessories,Large,Yellow,Metal,Epsilon,Mid-range,3,false,15.28,Adults
456,Food,Beverages,Large,Red,Wood,Epsilon,Mid-range,2,true,1.61,Children
457,Clothing,Shoes,Medium,White,Cotton,Gamma,Mid-range,1,true,3.43,Seniors
458,Electronics,Accessories,Medium,Purple,Cotton,Epsilon,Premium,3,true,1.91,Adults
459,Clothing,Shirts,Small,White,Plastic,Alpha,Premium,2,true,18.33,Children
460,Home,Kitchen,Medium,Blue,Cotton,Alpha,Premium,4,false,11.35,Children
461,Clothing,Pants,Medium,White,Metal,Alpha,Luxury,3,true,12.59,Seniors
462,Electronics,Phones,Large,Blue,Metal,Alpha,Premium,2,false,19.45,Children
463,Electronics,Accessories,Small,Blue,Glass,Delta,Premium,3,true,10.96,Adults
464,Clothing,Shoes,Medium,Black,Glass,Epsilon,Budget,3,true,4.62,Teens
465,Home,Decor,Medium,White,Glass,Epsilon,Mid-range,2,true,2.92,Teens
466,Electronics,Accessories,Small,Yellow,Metal,Epsilon,Budget,5,false,15.87,Children
467,Clothing,Shoes,Medium,Green,Wood,Beta,Budget,2,true,12.97,Children
468,Sports,Nutrition,Small,Green,Glass,Epsilon,Luxury,3,true,4.93,Children
469,Electronics,Tablets,Small,Purple,Glass,Gamma,Mid-range,5,true,4.04,Adults
470,Electronics,Phones,Small,Purple,Cotton,Beta,Budget,5,true,13.90,Children
471,Sports,Apparel,Large,Yellow,Cotton,Alpha,Mid-range,2,true,11.01,Teens
472,Electronics,Accessories,Small,Red,Leather,Alpha,Budget,5,true,19.50,Adults
473,Home,Kitchen,Large,Yellow,Wood,Beta,Premium,1,false,0.55,Teens
474,Food,Fresh,Small,Green,Metal,Delta,Luxury,1,true,15.62,Children
475,Clothing,Dresses,Large,Red,Plastic,Alpha,Mid-range,3,true,4.70,Seniors
476,Clothing,Dresses,Small,White,Wood,Epsilon,Mid-range,5,true,14.89,Seniors
477,Sports,Accessories,Large,Black,Cotton,Beta,Premium,5,false,3.36,Teens
478,Food,Fresh,Small,Purple,Leather,Beta,Budget,3,true,16.48,Children
479,Sports,Apparel,Medium,White,Metal,Alpha,Mid-range,3,true,1.75,Adults
480,Home,Furniture,Medium,Green,Metal,Alpha,Budget,3,false,0.69,Teens
481,Food,Frozen,Small,Black,Wood,Gamma,Luxury,2,false,3.94,Seniors
482,Electronics,Accessories,Large,Purple,Metal,Delta,Mid-range,1,true,14.23,Teens
483,Home,Furniture,Small,Red,Plastic,Gamma,Mid-range,5,false,17.95,Teens
484,Electronics,Accessories,Small,Blue,Glass,Beta,Budget,5,true,12.91,Seniors
485,Clothing,Shirts,Small,Green,Metal,Alpha,Mid-range,4,true,4.02,Teens
486,Food,Frozen,Medium,Yellow,Cotton,Gamma,Budget,2,true,1.88,Children
487,Sports,Equipment,Small,Purple,Metal,Gamma,Mid-range,4,true,3.29,Seniors
488,Food,Fresh,Large,Yellow,Cotton,Delta,Premium,2,true,15.91,Teens
489,Electronics,Accessories,Large,Purple,Glass,Delta,Budget,5,false,13.35,Adults
490,Electronics,Accessories,Medium,Blue,Cotton,Epsilon,Mid-range,4,true,18.00,Teens
491,Food,Beverages,Small,Yellow,Metal,Epsilon,Premium,3,true,18.23,Teens
492,Food,Snacks,Large,Green,Leather,Delta,Budget,4,true,16.73,Children
493,Sports,Equipment,Large,Red,Plastic,Beta,Luxury,2,true,9.05,Adults
494,Food,Fresh,Medium,Blue,Metal,Epsilon,Mid-range,2,true,6.94,Seniors
495,Electronics,Phones,Small,White,Cotton,Beta,Mid-range,4,true,19.72,Children
496,Sports,Nutrition,Medium,Red,Cotton,Gamma,Premium,2,false,14.37,Seniors
497,Electronics,Phones,Small,Green,Glass,Delta,Budget,2,true,19.87,Adults
498,Home,Kitchen,Medium,White,Cotton,Alpha,Budget,5,true,9.75,Children
499,Food,Frozen,Large,Black,Wood,Gamma,Budget,4,false,6.89,Seniors
500,Food,Frozen,Medium,Green,Wood,Delta,Budget,4,false,6.13,Adults
501,Electronics,Tablets,Large,White,Leather,Delta,Premium,4,false,7.59,Seniors
502,Food,Beverages,Medium,Blue,Metal,Gamma,Premium,2,true,13.01,Adults
503,Sports,Nutrition,Large,Green,Glass,Beta,Premium,3,true,8.03,Adults
504,Food,Beverages,Small,White,Glass,Alpha,Mid-range,3,true,10.88,Children
505,Food,Snacks,Small,Red,Metal,Epsilon,Mid-range,4,true,11.37,Teens
506,Sports,Equipment,Medium,Green,Metal,Alpha,Premium,1,true,7.41,Teens
507,Clothing,Shoes,Small,Red,Plastic,Alpha,Mid-range,4,false,7.24,Seniors
508,Clothing,Shoes,Large,Green,Glass,Gamma,Budget,2,true,19.44,Teens
509,Clothing,Shoes,Small,White,Wood,Gamma,Mid-range,5,true,10.04,Seniors
510,Home,Kitchen,Large,Yellow,Glass,Delta,Mid-range,1,false,16.41,Seniors
511,Food,Frozen,Medium,Yellow,Cotton,Alpha,Mid-range,2,true,9.55,Teens
512,Clothing,Pants,Medium,Purple,Wood,Gamma,Luxury,5,false,2.53,Seniors
513,Electronics,Laptops,Small,Black,Glass,Alpha,Budget,5,false,8.05,Teens
514,Electronics,Tablets,Medium,White,Cotton,Epsilon,Budget,1,false,10.20,Adults
515,Sports,Accessories,Medium,Blue,Wood,Delta,Premium,4,false,13.70,Teens
516,Clothing,Pants,Large,Green,Cotton,Epsilon,Budget,2,true,4.78,Teens
517,Electronics,Accessories,Large,Blue,Metal,Epsilon,Premium,2,true,7.25,Adults
518,Food,Fresh,Small,Black,Glass,Alpha,Mid-range,4,false,16.97,Teens
519,Clothing,Shoes,Large,Purple,Wood,Alpha,Budget,3,true,4.69,Adults
520,Home,Decor,Medium,Red,Wood,Beta,Premium,1,true,17.99,Teens
521,Sports,Accessories,Medium,Yellow,Metal,Gamma,Premium,5,false,6.90,Seniors
522,Food,Fresh,Large,Blue,Cotton,Gamma,Budget,1,true,7.22,Children
523,Electronics,Accessories,Large,Yellow,Cotton,Delta,Mid-range,2,true,12.42,Adults
524,Home,Furniture,Large,Yellow,Wood,Gamma,Mid-range,3,false,19.72,Children
525,Electronics,Laptops,Small,White,Metal,Alpha,Premium,2,true,5.80,Teens
526,Food,Beverages,Medium,Red,Glass,Beta,Luxury,2,true,13.02,Seniors
527,Home,Kitchen,Small,Black,Glass,Alpha,Mid-range,1,true,4.73,Seniors
528,Food,Fresh,Medium,Purple,Metal,Beta,Premium,4,false,4.10,Seniors
529,Sports,Apparel,Large,White,Metal,Delta,Budget,1,false,5.96,Seniors
530,Sports,Accessories,Small,White,Glass,Beta,Premium,4,true,18.98,Adults
531,Sports,Equipment,Large,Yellow,Cotton,Epsilon,Luxury,5,false,13.48,Teens
532,Electronics,Tablets,Small,Black,Metal,Beta,Premium,3,true,17.18,Teens
533,Sports,Equipment,Small,Purple,Leather,Beta,Mid-range,3,true,9.42,Seniors
534,Sports,Accessories,Small,Yellow,Cotton,Alpha,Premium,3,false,15.79,Children
535,Electronics,Laptops,Medium,Red,Metal,Epsilon,Premium,1,true,2.31,Seniors
536,Electronics,Phones,Medium,White,Metal,Delta,Mid-range,2,true,0.45,Teens
537,Sports,Nutrition,Small,Purple,Leather,Alpha,Mid-range,1,false,14.76,Children
538,Home,Kitchen,Small,Yellow,Wood,Gamma,Premium,5,true,14.44,Seniors
539,Sports,Apparel,Small,Purple,Cotton,Gamma,Premium,2,true,13.62,Adults
540,Electronics,Tablets,Medium,Yellow,Wood,Beta,Premium,5,true,3.22,Seniors
541,Clothing,Shoes,Large,Red,Leather,Beta,Mid-range,5,true,4.58,Children
542,Electronics,Phones,Small,Purple,Glass,Alpha,Budget,4,true,12.60,Seniors
543,Sports,Nutrition,Small,Purple,Glass,Delta,Budget,4,false,3.17,Seniors
544,Sports,Equipment,Medium,Purple,Cotton,Delta,Premium,4,true,16.17,Teens
545,Clothing,Pants,Medium,Green,Metal,Beta,Budget,5,false,19.27,Children
546,Electronics,Laptops,Large,Yellow,Leather,Epsilon,Budget,4,true,12.04,Seniors
547,Clothing,Shoes,Medium,White,Plastic,Epsilon,Luxury,1,true,12.35,Adults
548,Electronics,Phones,Medium,White,Glass,Alpha,Mid-range,3,true,17.46,Seniors
549,Home,Bath,Small,Purple,Plastic,Alpha,Premium,3,true,12.79,Adults
550,Food,Fresh,Medium,Blue,Leather,Beta,Premium,1,true,16.31,Seniors
551,Electronics,Phones,Medium,White,Glass,Beta,Mid-range,3,true,15.62,Adults
552,Sports,Equipment,Large,Black,Leather,Epsilon,Mid-range,1,false,18.08,Seniors
553,Home,Bath,Small,Black,Metal,Beta,Luxury,3,true,9.79,Teens
554,Food,Beverages,Medium,White,Leather,Beta,Premium,3,false,8.16,Seniors
555,Sports,Apparel,Large,Red,Plastic,Epsilon,Premium,1,false,19.10,Adults
556,Home,Bath,Medium,Red,Glass,Delta,Mid-range,3,true,3.55,Seniors
557,Clothing,Shirts,Small,Green,Leather,Epsilon,Premium,2,true,4.24,Seniors
558,Home,Kitchen,Medium,Black,Cotton,Delta,Luxury,5,true,11.25,Adults
559,Clothing,Shirts,Medium,White,Cotton,Beta,Budget,2,true,12.59,Seniors
560,Food,Beverages,Large,Green,Plastic,Alpha,Budget,5,false,10.19,Children
561,Sports,Nutrition,Large,Red,Wood,Delta,Budget,1,true,12.26,Children
562,Electronics,Phones,Medium,Green,Leather,Delta,Luxury,4,true,16.80,Seniors
563,Electronics,Laptops,Small,White,Wood,Beta,Budget,1,true,14.28,Adults
564,Electronics,Tablets,Large,Blue,Leather,Epsilon,Mid-range,4,true,15.05,Children
565,Sports,Apparel,Medium,Purple,Metal,Gamma,Premium,4,false,7.59,Seniors
566,Clothing,Shoes,Small,Purple,Cotton,Alpha,Mid-range,4,false,7.57,Seniors
567,Clothing,Pants,Small,Black,Plastic,Gamma,Mid-range,2,true,8.12,Seniors
568,Food,Fresh,Large,Yellow,Glass,Epsilon,Premium,4,true,15.45,Adults
569,Home,Furniture,Large,Black,Glass,Alpha,Mid-range,2,false,18.39,Seniors
570,Food,Fresh,Medium,Blue,Plastic,Epsilon,Luxury,3,false,12.85,Children
571,Electronics,Phones,Medium,Purple,Metal,Gamma,Premium,4,true,12.34,Adults
572,Home,Bath,Large,Purple,Cotton,Alpha,Budget,2,true,0.22,Seniors
573,Home,Bath,Medium,White,Glass,Gamma,Mid-range,1,false,4.65,Children
574,Food,Fresh,Large,Red,Metal,Epsilon,Premium,1,true,8.09,Seniors
575,Home,Furniture,Medium,Blue,Wood,Alpha,Premium,1,true,9.02,Adults
576,Home,Kitchen,Medium,White,Glass,Gamma,Luxury,5,true,16.43,Adults
577,Home,Furniture,Medium,Black,Leather,Beta,Luxury,4,true,10.48,Children
578,Sports,Apparel,Medium,Red,Metal,Alpha,Luxury,3,false,9.43,Teens
579,Food,Frozen,Large,Red,Metal,Epsilon,Budget,1,true,7.34,Adults
580,Sports,Nutrition,Large,Purple,Plastic,Gamma,Budget,4,true,17.15,Adults
581,Clothing,Dresses,Small,Blue,Plastic,Delta,Mid-range,3,false,8.84,Adults
582,Electronics,Tablets,Medium,Purple,Wood,Alpha,Budget,1,true,10.48,Seniors
583,Home,Bath,Large,Purple,Wood,Alpha,Budget,1,false,18.14,Children
584,Home,Bath,Medium,Black,Wood,Gamma,Luxury,1,true,0.81,Teens
585,Clothing,Shoes,Medium,Purple,Wood,Alpha,Mid-range,1,true,5.23,Teens
586,Sports,Apparel,Medium,Yellow,Metal,Alpha,Premium,2,false,5.86,Adults
587,Food,Snacks,Small,Red,Leather,Delta,Luxury,4,false,14.19,Teens
588,Sports,Equipment,Small,Yellow,Wood,Epsilon,Budget,1,true,4.23,Adults
589,Sports,Accessories,Large,Yellow,Wood,Epsilon,Mid-range,5,true,11.25,Adults
590,Sports,Apparel,Medium,Yellow,Metal,Delta,Luxury,2,true,6.43,Teens
591,Food,Fresh,Medium,White,Glass,Epsilon,Luxury,5,false,1.17,Teens
592,Sports,Equipment,Small,Yellow,Metal,Alpha,Premium,4,true,1.48,Children
593,Food,Snacks,Small,Red,Leather,Alpha,Luxury,3,false,8.40,Adults
594,Electronics,Tablets,Small,White,Metal,Delta,Luxury,2,true,1.58,Teens
595,Electronics,Tablets,Medium,Black,Glass,Epsilon,Luxury,3,true,17.40,Teens
596,Clothing,Dresses,Medium,Green,Leather,Alpha,Premium,4,false,17.23,Adults
597,Home,Decor,Medium,Yellow,Metal,Alpha,Premium,5,true,17.57,Seniors
598,Food,Fresh,Small,White,Metal,Epsilon,Budget,3,true,14.43,Adults
599,Home,Furniture,Medium,Purple,Leather,Beta,Premium,3,true,2.74,Seniors
600,Electronics,Tablets,Large,Black,Metal,Alpha,Budget,2,true,14.22,Teens
601,Sports,Nutrition,Large,Purple,Leather,Gamma,Budget,5,true,15.03,Teens
602,Electronics,Laptops,Large,Blue,Plastic,Gamma,Budget,5,true,12.98,Teens
603,Clothing,Pants,Small,Purple,Glass,Alpha,Budget,3,false,10.14,Children
604,Clothing,Pants,Small,Yellow,Metal,Alpha,Mid-range,5,false,7.50,Teens
605,Food,Snacks,Small,Yellow,Leather,Beta,Mid-range,5,true,8.77,Adults
606,Food,Fresh,Large,Yellow,Wood,Gamma,Premium,5,false,1.97,Children
607,Electronics,Phones,Small,Yellow,Plastic,Delta,Budget,4,true,0.62,Teens
608,Sports,Apparel,Medium,Red,Cotton,Beta,Luxury,2,true,6.84,Seniors
609,Electronics,Accessories,Small,White,Cotton,Delta,Budget,1,true,16.86,Seniors
610,Electronics,Phones,Large,Green,Wood,Delta,Premium,5,true,7.93,Seniors
611,Food,Frozen,Medium,Yellow,Glass,Delta,Budget,2,true,3.14,Teens
612,Home,Bath,Medium,Yellow,Glass,Epsilon,Budget,3,true,12.99,Seniors
613,Home,Decor,Large,Purple,Metal,Alpha,Luxury,3,false,5.07,Seniors
614,Clothing,Pants,Large,Blue,Wood,Epsilon,Premium,1,true,11.84,Adults
615,Electronics,Phones,Large,Red,Wood,Epsilon,Mid-range,1,false,0.21,Adults
616,Clothing,Pants,Large,Red,Leather,Beta,Budget,4,true,18.79,Seniors
617,Clothing,Pants,Medium,White,Wood,Gamma,Premium,5,true,11.44,Seniors
618,Food,Beverages,Large,Black,Glass,Alpha,Budget,4,false,1.41,Adults
619,Sports,Nutrition,Small,Yellow,Cotton,Delta,Luxury,2,true,1.97,Adults
620,Electronics,Phones,Large,Purple,Glass,Beta,Premium,2,true,3.99,Children
621,Food,Beverages,Medium,Blue,Plastic,Gamma,Luxury,1,true,14.05,Adults
622,Electronics,Phones,Small,Green,Leather,Beta,Budget,5,true,1.67,Children
623,Clothing,Pants,Large,Red,Metal,Epsilon,Premium,4,true,13.82,Adults
624,Sports,Apparel,Medium,Black,Leather,Beta,Mid-range,4,true,9.24,Teens
625,Sports,Equipment,Large,Black,Cotton,Delta,Luxury,2,false,11.27,Seniors
626,Home,Bath,Large,White,Glass,Epsilon,Luxury,4,true,17.50,Children
627,Food,Beverages,Large,Blue,Cotton,Alpha,Premium,1,false,12.30,Children
628,Clothing,Shoes,Small,Black,Leather,Beta,Premium,2,true,15.73,Children
629,Home,Decor,Medium,Yellow,Cotton,Delta,Premium,1,false,15.73,Adults
630,Clothing,Shoes,Large,Red,Cotton,Epsilon,Budget,1,false,11.57,Adults
631,Sports,Equipment,Large,Red,Metal,Delta,Premium,1,true,4.28,Seniors
632,Food,Beverages,Small,Black,Leather,Beta,Budget,4,true,19.92,Children
633,Clothing,Shoes,Medium,Purple,Metal,Epsilon,Luxury,3,false,5.76,Teens
634,Food,Snacks,Small,Red,Metal,Epsilon,Mid-range,1,true,1.19,Children
635,Clothing,Dresses,Medium,Purple,Cotton,Beta,Mid-range,1,false,4.66,Adults
636,Sports,Accessories,Large,Black,Metal,Epsilon,Mid-range,4,true,9.09,Teens
637,Food,Snacks,Medium,Black,Cotton,Gamma,Mid-range,2,false,9.99,Adults
