ID,Value,Squared,Cubed,Square Root,Natural Log,Sine,Cosine,Is Even
2120,72,4494400,9528128000,46.043,7.659,0.544,-0.839,true
2121,93,4498641,9541617561,46.054,7.660,-0.412,-0.911,false
2122,12,4502884,9555119848,46.065,7.660,-0.989,-0.145,true
2123,46,4507129,9568634867,46.076,7.661,-0.657,0.754,false
2124,67,4511376,9582162624,46.087,7.661,0.280,0.960,true
2125,67,4515625,9595703125,46.098,7.662,0.959,0.283,false
2126,96,4519876,9609256376,46.109,7.662,0.757,-0.654,true
2127,53,4524129,9622822383,46.119,7.662,-0.141,-0.990,false
2128,59,4528384,9636401152,46.130,7.663,-0.909,-0.416,true
2129,79,4532641,9649992689,46.141,7.663,-0.841,0.540,false
2130,91,4536900,9663597000,46.152,7.664,0.000,1.000,true
2131,11,4541161,9677214091,46.163,7.664,0.842,0.540,false
2132,84,4545424,9690843968,46.174,7.665,0.909,-0.416,true
2133,25,4549689,9704486637,46.184,7.665,0.141,-0.990,false
2134,2,4553956,9718142104,46.195,7.666,-0.757,-0.654,true
2135,99,4558225,9731810375,46.206,7.666,-0.959,0.284,false
2136,42,4562496,9745491456,46.217,7.667,-0.279,0.960,true
2137,81,4566769,9759185353,46.228,7.667,0.657,0.754,false
2138,37,4571044,9772892072,46.239,7.668,0.989,-0.146,true
2139,62,4575321,9786611619,46.249,7.668,0.412,-0.911,false
2140,79,4579600,9800344000,46.260,7.669,-0.544,-0.839,true
2141,85,4583881,9814089221,46.271,7.669,-1.000,0.005,false
2142,73,4588164,9827847288,46.282,7.669,-0.536,0.844,true
2143,58,4592449,9841618207,46.293,7.670,0.420,0.907,false
2144,70,4596736,9855401984,46.303,7.670,0.991,0.137,true
2145,75,4601025,9869198625,46.314,7.671,0.650,-0.760,false
2146,73,4605316,9883008136,46.325,7.671,-0.288,-0.958,true
2147,55,4609609,9896830523,46.336,7.672,-0.961,-0.275,false
2148,18,4613904,9910665792,46.347,7.672,-0.751,0.660,true
2149,66,4618201,9924513949,46.357,7.673,0.150,0.989,false
2150,33,4622500,9938375000,46.368,7.673,0.913,0.408,true
2151,78,4626801,9952248951,46.379,7.674,0.837,-0.548,false
2152,26,4631104,9966135808,46.390,7.674,-0.009,-1.000,true
2153,84,4635409,9980035577,46.400,7.675,-0.846,-0.533,false
2154,29,4639716,9993948264,46.411,7.675,-0.906,0.424,true
2155,3,4644025,10007873875,46.422,7.676,-0.132,0.991,false
2156,97,4648336,10021812416,46.433,7.676,0.763,0.647,true
2157,36,4652649,10035763893,46.444,7.676,0.956,-0.292,false
2158,1,4656964,10049728312,46.454,7.677,0.271,-0.963,true
2159,42,4661281,10063705679,46.465,7.677,-0.664,-0.748,false
2160,5,4665600,10077696000,46.476,7.678,-0.988,0.154,true
2161,96,4669921,10091699281,46.487,7.678,-0.404,0.915,false
2162,47,4674244,10105715528,46.497,7.679,0.552,0.834,true
2163,38,4678569,10119744747,46.508,7.679,1.000,-0.013,false
2164,30,4682896,10133786944,46.519,7.680,0.529,-0.849,true
2165,60,4687225,10147842125,46.530,7.680,-0.428,-0.904,false
2166,26,4691556,10161910296,46.540,7.681,-0.992,-0.128,true
2167,6,4695889,10175991463,46.551,7.681,-0.643,0.766,false
2168,100,4700224,10190085632,46.562,7.682,0.297,0.955,true
2169,10,4704561,10204192809,46.573,7.682,0.964,0.266,false
2170,30,4708900,10218313000,46.583,7.682,0.745,-0.667,true
2171,25,4713241,10232446211,46.594,7.683,-0.159,-0.987,false
2172,29,4717584,10246592448,46.605,7.683,-0.917,-0.400,true
2173,71,4721929,10260751717,46.615,7.684,-0.832,0.555,false
2174,85,4726276,10274924024,46.626,7.684,0.018,1.000,true
2175,73,4730625,10289109375,46.637,7.685,0.851,0.525,false
2176,13,4734976,10303307776,46.648,7.685,0.902,-0.432,true
2177,36,4739329,10317519233,46.658,7.686,0.123,-0.992,false
2178,3,4743684,10331743752,46.669,7.686,-0.768,-0.640,true
2179,24,4748041,10345981339,46.680,7.687,-0.954,0.301,false
2180,95,4752400,10360232000,46.690,7.687,-0.262,0.965,true
2181,8,4756761,10374495741,46.701,7.688,0.670,0.742,false
2182,79,4761124,10388772568,46.712,7.688,0.987,-0.163,true
2183,13,4765489,10403062487,46.723,7.688,0.396,-0.918,false
2184,32,4769856,10417365504,46.733,7.689,-0.559,-0.829,true
2185,31,4774225,10431681625,46.744,7.689,-1.000,0.022,false
2186,11,4778596,10446010856,46.755,7.690,-0.521,0.853,true
2187,72,4782969,10460353203,46.765,7.690,0.436,0.900,false
2188,50,4787344,10474708672,46.776,7.691,0.993,0.119,true
2189,19,4791721,10489077269,46.787,7.691,0.637,-0.771,false
2190,28,4796100,10503459000,46.797,7.692,-0.305,-0.952,true
2191,86,4800481,10517853871,46.808,7.692,-0.966,-0.258,false
2192,16,4804864,10532261888,46.819,7.693,-0.739,0.674,true
2193,67,4809249,10546683057,46.829,7.693,0.168,0.986,false
2194,95,4813636,10561117384,46.840,7.693,0.920,0.392,true
2195,60,4818025,10575564875,46.851,7.694,0.827,-0.563,false
2196,38,4822416,10590025536,46.861,7.694,-0.027,-1.000,true
2197,57,4826809,10604499373,46.872,7.695,-0.856,-0.518,false
2198,10,4831204,10618986392,46.883,7.695,-0.898,0.440,true
2199,53,4835601,10633486599,46.893,7.696,-0.115,0.993,false
2200,99,4840000,10648000000,46.904,7.696,0.774,0.633,true
2201,40,4844401,10662526601,46.915,7.697,0.951,-0.309,false
2202,64,4848804,10677066408,46.925,7.697,0.254,-0.967,true
2203,85,4853209,10691619427,46.936,7.698,-0.677,-0.736,false
2204,6,4857616,10706185664,46.947,7.698,-0.985,0.172,true
2205,2,4862025,10720765125,46.957,7.698,-0.388,0.922,false
2206,69,4866436,10735357816,46.968,7.699,0.566,0.824,true
2207,57,4870849,10749963743,46.979,7.699,1.000,-0.031,false
2208,3,4875264,10764582912,46.989,7.700,0.514,-0.858,true
2209,38,4879681,10779215329,47.000,7.700,-0.444,-0.896,false
2210,55,4884100,10793861000,47.011,7.701,-0.994,-0.110,true
2211,89,4888521,10808519931,47.021,7.701,-0.630,0.777,false
2212,27,4892944,10823192128,47.032,7.702,0.313,0.950,true
2213,44,4897369,10837877597,47.043,7.702,0.968,0.249,false
2214,75,4901796,10852576344,47.053,7.703,0.733,-0.680,true
2215,23,4906225,10867288375,47.064,7.703,-0.176,-0.984,false
2216,60,4910656,10882013696,47.074,7.703,-0.924,-0.384,true
2217,17,4915089,10896752313,47.085,7.704,-0.822,0.570,false
2218,76,4919524,10911504232,47.096,7.704,0.036,0.999,true
2219,64,4923961,10926269459,47.106,7.705,0.860,0.510,false
2220,57,4928400,10941048000,47.117,7.705,0.894,-0.448,true
2221,44,4932841,10955839861,47.127,7.706,0.106,-0.994,false
2222,10,4937284,10970645048,47.138,7.706,-0.780,-0.626,true
2223,37,4941729,10985463567,47.149,7.707,-0.948,0.318,false
2224,40,4946176,11000295424,47.159,7.707,-0.245,0.970,true
2225,56,4950625,11015140625,47.170,7.708,0.683,0.730,false
2226,72,4955076,11029999176,47.181,7.708,0.984,-0.181,true
2227,60,4959529,11044871083,47.191,7.708,0.379,-0.925,false
2228,82,4963984,11059756352,47.202,7.709,-0.574,-0.819,true
2229,22,4968441,11074654989,47.212,7.709,-0.999,0.040,false
2230,8,4972900,11089567000,47.223,7.710,-0.506,0.862,true
2231,4,4977361,11104492391,47.233,7.710,0.452,0.892,false
2232,95,4981824,11119431168,47.244,7.711,0.995,0.101,true
2233,85,4986289,11134383337,47.255,7.711,0.623,-0.782,false
2234,64,4990756,11149348904,47.265,7.712,-0.322,-0.947,true
2235,59,4995225,11164327875,47.276,7.712,-0.971,-0.241,false
2236,78,4999696,11179320256,47.286,7.712,-0.727,0.687,true
2237,41,5004169,11194326053,47.297,7.713,0.185,0.983,false
2238,78,5008644,11209345272,47.308,7.713,0.927,0.375,true
2239,15,5013121,11224377919,47.318,7.714,0.817,-0.577,false
2240,93,5017600,11239424000,47.329,7.714,-0.044,-0.999,true
2241,24,5022081,11254483521,47.339,7.715,-0.865,-0.502,false
2242,51,5026564,11269556488,47.350,7.715,-0.890,0.456,true
2243,34,5031049,11284642907,47.360,7.716,-0.097,0.995,false
2244,30,5035536,11299742784,47.371,7.716,0.785,0.619,true
2245,26,5040025,11314856125,47.381,7.716,0.945,-0.326,false
2246,16,5044516,11329982936,47.392,7.717,0.236,-0.972,true
2247,84,5049009,11345123223,47.403,7.717,-0.690,-0.724,false
2248,91,5053504,11360276992,47.413,7.718,-0.982,0.189,true
2249,46,5058001,11375444249,47.424,7.718,-0.371,0.929,false
2250,85,5062500,11390625000,47.434,7.719,0.581,0.814,true
2251,79,5067001,11405819251,47.445,7.719,0.999,-0.049,false
2252,59,5071504,11421027008,47.455,7.720,0.499,-0.867,true
2253,54,5076009,11436248277,47.466,7.720,-0.460,-0.888,false
2254,53,5080516,11451483064,47.476,7.720,-0.996,-0.093,true
2255,75,5085025,11466731375,47.487,7.721,-0.616,0.788,false
2256,39,5089536,11481993216,47.497,7.721,0.330,0.944,true
2257,37,5094049,11497268593,47.508,7.722,0.973,0.232,false
2258,81,5098564,11512557512,47.518,7.722,0.721,-0.693,true
2259,95,5103081,11527859979,47.529,7.723,-0.194,-0.981,false
2260,58,5107600,11543176000,47.539,7.723,-0.930,-0.367,true
2261,20,5112121,11558505581,47.550,7.724,-0.811,0.584,false
2262,7,5116644,11573848728,47.560,7.724,0.053,0.999,true
2263,39,5121169,11589205447,47.571,7.724,0.869,0.495,false
2264,29,5125696,11604575744,47.582,7.725,0.886,-0.464,true
2265,64,5130225,11619959625,47.592,7.725,0.088,-0.996,false
2266,91,5134756,11635357096,47.603,7.726,-0.791,-0.612,true
2267,22,5139289,11650768163,47.613,7.726,-0.942,0.334,false
2268,74,5143824,11666192832,47.624,7.727,-0.228,0.974,true
2269,6,5148361,11681631109,47.634,7.727,0.696,0.718,false
2270,34,5152900,11697083000,47.645,7.728,0.980,-0.198,true
2271,78,5157441,11712548511,47.655,7.728,0.363,-0.932,false
2272,75,5161984,11728027648,47.666,7.728,-0.588,-0.809,true
2273,29,5166529,11743520417,47.676,7.729,-0.998,0.058,false
2274,27,5171076,11759026824,47.686,7.729,-0.491,0.871,true
2275,21,5175625,11774546875,47.697,7.730,0.468,0.884,false
2276,38,5180176,11790080576,47.707,7.730,0.996,0.084,true
2277,61,5184729,11805627933,47.718,7.731,0.609,-0.793,false
2278,75,5189284,11821188952,47.728,7.731,-0.339,-0.941,true
2279,75,5193841,11836763639,47.739,7.731,-0.975,-0.224,false
2280,52,5198400,11852352000,47.749,7.732,-0.715,0.699,true
2281,96,5202961,11867954041,47.760,7.732,0.202,0.979,false
2282,1,5207524,11883569768,47.770,7.733,0.933,0.359,true
2283,42,5212089,11899199187,47.781,7.733,0.806,-0.592,false
2284,95,5216656,11914842304,47.791,7.734,-0.062,-0.998,true
2285,32,5221225,11930499125,47.802,7.734,-0.873,-0.487,false
2286,11,5225796,11946169656,47.812,7.735,-0.882,0.472,true
2287,40,5230369,11961853903,47.823,7.735,-0.079,0.997,false
2288,10,5234944,11977551872,47.833,7.735,0.796,0.605,true
2289,23,5239521,11993263569,47.843,7.736,0.939,-0.343,false
2290,38,5244100,12008989000,47.854,7.736,0.219,-0.976,true
2291,47,5248681,12024728171,47.864,7.737,-0.703,-0.712,false
2292,78,5253264,12040481088,47.875,7.737,-0.978,0.207,true
2293,96,5257849,12056247757,47.885,7.738,-0.355,0.935,false
2294,12,5262436,12072028184,47.896,7.738,0.595,0.804,true
2295,96,5267025,12087822375,47.906,7.738,0.998,-0.067,false
2296,32,5271616,12103630336,47.917,7.739,0.483,-0.876,true
2297,46,5276209,12119452073,47.927,7.739,-0.476,-0.880,false
2298,89,5280804,12135287592,47.937,7.740,-0.997,-0.075,true
2299,76,5285401,12151136899,47.948,7.740,-0.602,0.799,false
2300,61,5290000,12167000000,47.958,7.741,0.347,0.938,true
2301,22,5294601,12182876901,47.969,7.741,0.977,0.215,false
2302,54,5299204,12198767608,47.979,7.742,0.709,-0.706,true
2303,10,5303809,12214672127,47.990,7.742,-0.211,-0.977,false
2304,35,5308416,12230590464,48.000,7.742,-0.937,-0.351,true
2305,95,5313025,12246522625,48.010,7.743,-0.801,0.599,false
2306,73,5317636,12262468616,48.021,7.743,0.071,0.997,true
2307,31,5322249,12278428443,48.031,7.744,0.878,0.479,false
2308,65,5326864,12294402112,48.042,7.744,0.877,-0.480,true
2309,41,5331481,12310389629,48.052,7.745,0.071,-0.998,false
2310,35,5336100,12326391000,48.062,7.745,-0.801,-0.598,true
2311,24,5340721,12342406231,48.073,7.745,-0.936,0.351,false
2312,12,5345344,12358435328,48.083,7.746,-0.211,0.978,true
2313,39,5349969,12374478297,48.094,7.746,0.709,0.705,false
2314,14,5354596,12390535144,48.104,7.747,0.977,-0.215,true
2315,81,5359225,12406605875,48.114,7.747,0.346,-0.938,false
2316,81,5363856,12422690496,48.125,7.748,-0.602,-0.798,true
2317,75,5368489,12438789013,48.135,7.748,-0.997,0.075,false
2318,11,5373124,12454901432,48.146,7.748,-0.475,0.880,true
2319,18,5377761,12471027759,48.156,7.749,0.483,0.875,false
2320,61,5382400,12487168000,48.166,7.749,0.998,0.066,true
2321,71,5387041,12503322161,48.177,7.750,0.595,-0.804,false
2322,60,5391684,12519490248,48.187,7.750,-0.355,-0.935,true
2323,58,5396329,12535672267,48.198,7.751,-0.978,-0.206,false
2324,36,5400976,12551868224,48.208,7.751,-0.702,0.712,true
2325,86,5405625,12568078125,48.218,7.751,0.220,0.976,false
2326,96,5410276,12584301976,48.229,7.752,0.940,0.342,true
2327,35,5414929,12600539783,48.239,7.752,0.796,-0.606,false
2328,15,5419584,12616791552,48.249,7.753,-0.080,-0.997,true
2329,50,5424241,12633057289,48.260,7.753,-0.882,-0.471,false
2330,99,5428900,12649337000,48.270,7.754,-0.873,0.487,true
2331,57,5433561,12665630691,48.280,7.754,-0.062,0.998,false
2332,36,5438224,12681938368,48.291,7.754,0.807,0.591,true
2333,91,5442889,12698260037,48.301,7.755,0.933,-0.359,false
2334,100,5447556,12714595704,48.311,7.755,0.202,-0.979,true
2335,33,5452225,12730945375,48.322,7.756,-0.715,-0.699,false
2336,62,5456896,12747309056,48.332,7.756,-0.975,0.224,true
2337,36,5461569,12763686753,48.343,7.757,-0.338,0.941,false
2338,68,5466244,12780078472,48.353,7.757,0.609,0.793,true
2339,77,5470921,12796484219,48.363,7.757,0.996,-0.084,false
2340,14,5475600,12812904000,48.374,7.758,0.468,-0.884,true
2341,49,5480281,12829337821,48.384,7.758,-0.491,-0.871,false
2342,100,5484964,12845785688,48.394,7.759,-0.998,-0.057,true
2343,63,5489649,12862247607,48.405,7.759,-0.588,0.809,false
2344,10,5494336,12878723584,48.415,7.760,0.363,0.932,true
2345,23,5499025,12895213625,48.425,7.760,0.980,0.198,false
2346,94,5503716,12911717736,48.436,7.760,0.696,-0.718,true
2347,21,5508409,12928235923,48.446,7.761,-0.228,-0.974,false
2348,85,5513104,12944768192,48.456,7.761,-0.943,-0.334,true
2349,4,5517801,12961314549,48.466,7.762,-0.790,0.613,false
2350,100,5522500,12977875000,48.477,7.762,0.089,0.996,true
2351,60,5527201,12994449551,48.487,7.763,0.886,0.464,false
2352,40,5531904,13011038208,48.497,7.763,0.869,-0.495,true
2353,27,5536609,13027640977,48.508,7.763,0.053,-0.999,false
2354,45,5541316,13044257864,48.518,7.764,-0.812,-0.584,true
2355,42,5546025,13060888875,48.528,7.764,-0.930,0.367,false
2356,53,5550736,13077534016,48.539,7.765,-0.193,0.981,true
2357,74,5555449,13094193293,48.549,7.765,0.721,0.693,false
2358,3,5560164,13110866712,48.559,7.766,0.973,-0.233,true
2359,59,5564881,13127554279,48.570,7.766,0.330,-0.944,false
2360,37,5569600,13144256000,48.580,7.766,-0.616,-0.788,true
2361,54,5574321,13160971881,48.590,7.767,-0.996,0.093,false
2362,22,5579044,13177701928,48.600,7.767,-0.460,0.888,true
2363,86,5583769,13194446147,48.611,7.768,0.499,0.867,false
2364,17,5588496,13211204544,48.621,7.768,0.999,0.048,true
2365,47,5593225,13227977125,48.631,7.769,0.580,-0.814,false
2366,87,5597956,13244763896,48.642,7.769,-0.372,-0.928,true
2367,75,5602689,13261564863,48.652,7.769,-0.982,-0.189,false
2368,75,5607424,13278380032,48.662,7.770,-0.690,0.724,true
2369,86,5612161,13295209409,48.672,7.770,0.237,0.972,false
2370,61,5616900,13312053000,48.683,7.771,0.946,0.326,true
2371,12,5621641,13328910811,48.693,7.771,0.785,-0.620,false
2372,41,5626384,13345782848,48.703,7.771,-0.097,-0.995,true
2373,20,5631129,13362669117,48.713,7.772,-0.890,-0.456,false
2374,92,5635876,13379569624,48.724,7.772,-0.864,0.503,true
2375,32,5640625,13396484375,48.734,7.773,-0.044,0.999,false
2376,95,5645376,13413413376,48.744,7.773,0.817,0.577,true
2377,30,5650129,13430356633,48.754,7.774,0.927,-0.376,false
2378,100,5654884,13447314152,48.765,7.774,0.185,-0.983,true
2379,15,5659641,13464285939,48.775,7.774,-0.727,-0.686,false
2380,11,5664400,13481272000,48.785,7.775,-0.970,0.241,true
2381,84,5669161,13498272341,48.795,7.775,-0.321,0.947,false
2382,22,5673924,13515286968,48.806,7.776,0.623,0.782,true
2383,80,5678689,13532315887,48.816,7.776,0.995,-0.102,false
2384,67,5683456,13549359104,48.826,7.777,0.452,-0.892,true
2385,2,5688225,13566416625,48.836,7.777,-0.507,-0.862,false
2386,10,5692996,13583488456,48.847,7.777,-0.999,-0.040,true
2387,75,5697769,13600574603,48.857,7.778,-0.573,0.819,false
2388,71,5702544,13617675072,48.867,7.778,0.380,0.925,true
2389,42,5707321,13634789869,48.877,7.779,0.984,0.180,false
2390,63,5712100,13651919000,48.888,7.779,0.683,-0.730,true
2391,63,5716881,13669062471,48.898,7.779,-0.245,-0.969,false
2392,57,5721664,13686220288,48.908,7.780,-0.948,-0.317,true
2393,53,5726449,13703392457,48.918,7.780,-0.779,0.627,false
2394,82,5731236,13720578984,48.929,7.781,0.106,0.994,true
2395,65,5736025,13737779875,48.939,7.781,0.894,0.448,false
2396,22,5740816,13754995136,48.949,7.782,0.860,-0.510,true
2397,46,5745609,13772224773,48.959,7.782,0.035,-0.999,false
2398,45,5750404,13789468792,48.969,7.782,-0.822,-0.570,true
2399,54,5755201,13806727199,48.980,7.783,-0.923,0.384,false
2400,33,5760000,13824000000,48.990,7.783,-0.176,0.984,true
2401,47,5764801,13841287201,49.000,7.784,0.733,0.680,false
2402,19,5769604,13858588808,49.010,7.784,0.968,-0.250,true
2403,37,5774409,13875904827,49.020,7.784,0.313,-0.950,false
2404,17,5779216,13893235264,49.031,7.785,-0.630,-0.777,true
2405,54,5784025,13910580125,49.041,7.785,-0.994,0.111,false
2406,73,5788836,13927939416,49.051,7.786,-0.444,0.896,true
2407,39,5793649,13945313143,49.061,7.786,0.514,0.858,false
2408,29,5798464,13962701312,49.071,7.787,1.000,0.031,true
2409,54,5803281,13980103929,49.082,7.787,0.566,-0.824,false
2410,25,5808100,13997521000,49.092,7.787,-0.388,-0.922,true
2411,71,5812921,14014952531,49.102,7.788,-0.985,-0.172,false
2412,49,5817744,14032398528,49.112,7.788,-0.677,0.736,true
2413,89,5822569,14049858997,49.122,7.789,0.254,0.967,false
2414,65,5827396,14067333944,49.132,7.789,0.951,0.309,true
2415,1,5832225,14084823375,49.143,7.789,0.774,-0.633,false
2416,89,5837056,14102327296,49.153,7.790,-0.115,-0.993,true
2417,65,5841889,14119845713,49.163,7.790,-0.898,-0.440,false
2418,54,5846724,14137378632,49.173,7.791,-0.855,0.518,true
2419,80,5851561,14154926059,49.183,7.791,-0.026,1.000,false
2420,92,5856400,14172488000,49.193,7.792,0.827,0.562,true
2421,89,5861241,14190064461,49.204,7.792,0.920,-0.392,false
2422,3,5866084,14207655448,49.214,7.792,0.167,-0.986,true
2423,76,5870929,14225260967,49.224,7.793,-0.739,-0.673,false
2424,77,5875776,14242881024,49.234,7.793,-0.966,0.258,true
2425,52,5880625,14260515625,49.244,7.794,-0.305,0.952,false
2426,55,5885476,14278164776,49.254,7.794,0.637,0.771,true
2427,93,5890329,14295828483,49.265,7.794,0.993,-0.119,false
2428,60,5895184,14313506752,49.275,7.795,0.436,-0.900,true
2429,25,5900041,14331199589,49.285,7.795,-0.522,-0.853,false
2430,85,5904900,14348907000,49.295,7.796,-1.000,-0.022,true
2431,62,5909761,14366628991,49.305,7.796,-0.559,0.829,false
2432,31,5914624,14384365568,49.315,7.796,0.396,0.918,true
2433,47,5919489,14402116737,49.325,7.797,0.987,0.163,false
2434,26,5924356,14419882504,49.336,7.797,0.670,-0.742,true
2435,15,5929225,14437662875,49.346,7.798,-0.263,-0.965,false
2436,18,5934096,14455457856,49.356,7.798,-0.954,-0.300,true
2437,77,5938969,14473267453,49.366,7.799,-0.768,0.640,false
2438,10,5943844,14491091672,49.376,7.799,0.124,0.992,true
2439,81,5948721,14508930519,49.386,7.799,0.902,0.432,false
2440,73,5953600,14526784000,49.396,7.800,0.851,-0.526,true
2441,78,5958481,14544652121,49.406,7.800,0.017,-1.000,false
2442,36,5963364,14562534888,49.417,7.801,-0.832,-0.555,true
2443,70,5968249,14580432307,49.427,7.801,-0.916,0.400,false
2444,67,5973136,14598344384,49.437,7.801,-0.158,0.987,true
2445,86,5978025,14616271125,49.447,7.802,0.745,0.667,false
2446,93,5982916,14634212536,49.457,7.802,0.964,-0.267,true
2447,76,5987809,14652168623,49.467,7.803,0.296,-0.955,false
2448,69,5992704,14670139392,49.477,7.803,-0.644,-0.765,true
2449,86,5997601,14688124849,49.487,7.803,-0.992,0.128,false
2450,78,6002500,14706125000,49.497,7.804,-0.428,0.904,true
2451,89,6007401,14724139851,49.508,7.804,0.529,0.848,false
2452,2,6012304,14742169408,49.518,7.805,1.000,0.013,true
2453,50,6017209,14760213677,49.528,7.805,0.551,-0.834,false
2454,61,6022116,14778272664,49.538,7.805,-0.404,-0.915,true
2455,48,6027025,14796346375,49.548,7.806,-0.988,-0.154,false
2456,62,6031936,14814434816,49.558,7.806,-0.663,0.748,true
2457,96,6036849,14832537993,49.568,7.807,0.271,0.963,false
2458,89,6041764,14850655912,49.578,7.807,0.956,0.292,true
2459,98,6046681,14868788579,49.588,7.808,0.762,-0.647,false
2460,79,6051600,14886936000,49.598,7.808,-0.133,-0.991,true
2461,85,6056521,14905098181,49.608,7.808,-0.906,-0.424,false
2462,100,6061444,14923275128,49.619,7.809,-0.846,0.533,true
2463,4,6066369,14941466847,49.629,7.809,-0.009,1.000,false
2464,34,6071296,14959673344,49.639,7.810,0.837,0.548,true
2465,9,6076225,14977894625,49.649,7.810,0.913,-0.408,false
2466,44,6081156,14996130696,49.659,7.810,0.150,-0.989,true
2467,1,6086089,15014381563,49.669,7.811,-0.751,-0.660,false
2468,41,6091024,15032647232,49.679,7.811,-0.961,0.275,true
2469,32,6095961,15050927709,49.689,7.812,-0.288,0.958,false
2470,9,6100900,15069223000,49.699,7.812,0.650,0.760,true
2471,54,6105841,15087533111,49.709,7.812,0.991,-0.137,false
2472,63,6110784,15105858048,49.719,7.813,0.420,-0.908,true
2473,64,6115729,15124197817,49.729,7.813,-0.537,-0.844,false
2474,18,6120676,15142552424,49.739,7.814,-1.000,-0.004,true
2475,80,6125625,15160921875,49.749,7.814,-0.544,0.839,false
2476,75,6130576,15179306176,49.759,7.814,0.412,0.911,true
2477,57,6135529,15197705333,49.769,7.815,0.989,0.145,false
2478,19,6140484,15216119352,49.780,7.815,0.657,-0.754,true
2479,61,6145441,15234548239,49.790,7.816,-0.280,-0.960,false
2480,10,6150400,15252992000,49.800,7.816,-0.959,-0.283,true
2481,47,6155361,15271450641,49.810,7.816,-0.757,0.654,false
2482,4,6160324,15289924168,49.820,7.817,0.141,0.990,true
2483,86,6165289,15308412587,49.830,7.817,0.909,0.416,false
2484,48,6170256,15326915904,49.840,7.818,0.841,-0.540,true
2485,87,6175225,15345434125,49.850,7.818,-0.000,-1.000,false
2486,21,6180196,15363967256,49.860,7.818,-0.842,-0.540,true
2487,64,6185169,15382515303,49.870,7.819,-0.909,0.416,false
2488,90,6190144,15401078272,49.880,7.819,-0.141,0.990,true
2489,5,6195121,15419656169,49.890,7.820,0.757,0.653,false
2490,22,6200100,15438249000,49.900,7.820,0.959,-0.284,true
2491,86,6205081,15456856771,49.910,7.820,0.279,-0.960,false
2492,42,6210064,15475479488,49.920,7.821,-0.657,-0.754,true
2493,80,6215049,15494117157,49.930,7.821,-0.989,0.146,false
2494,34,6220036,15512769784,49.940,7.822,-0.412,0.911,true
2495,59,6225025,15531437375,49.950,7.822,0.544,0.839,false
2496,81,6230016,15550119936,49.960,7.822,1.000,-0.005,true
2497,48,6235009,15568817473,49.970,7.823,0.536,-0.844,false
2498,8,6240004,15587529992,49.980,7.823,-0.420,-0.907,true
2499,43,6245001,15606257499,49.990,7.824,-0.991,-0.137,false
2500,8,6250000,15625000000,50.000,7.824,-0.650,0.760,true
2501,39,6255001,15643757501,50.010,7.824,0.288,0.958,false
2502,30,6260004,15662530008,50.020,7.825,0.961,0.275,true
2503,62,6265009,15681317527,50.030,7.825,0.751,-0.660,false
2504,51,6270016,15700120064,50.040,7.826,-0.150,-0.989,true
2505,69,6275025,15718937625,50.050,7.826,-0.913,-0.408,false
2506,83,6280036,15737770216,50.060,7.826,-0.837,0.548,true
2507,58,6285049,15756617843,50.070,7.827,0.009,1.000,false
2508,94,6290064,15775480512,50.080,7.827,0.846,0.533,true
2509,98,6295081,15794358229,50.090,7.828,0.905,-0.424,false
2510,65,6300100,15813251000,50.100,7.828,0.132,-0.991,true
2511,14,6305121,15832158831,50.110,7.828,-0.763,-0.647,false
2512,24,6310144,15851081728,50.120,7.829,-0.956,0.292,true
2513,19,6315169,15870019697,50.130,7.829,-0.271,0.963,false
2514,68,6320196,15888972744,50.140,7.830,0.664,0.748,true
2515,16,6325225,15907940875,50.150,7.830,0.988,-0.154,false
2516,65,6330256,15926924096,50.160,7.830,0.404,-0.915,true
2517,22,6335289,15945922413,50.170,7.831,-0.552,-0.834,false
2518,50,6340324,15964935832,50.180,7.831,-1.000,0.013,true
2519,19,6345361,15983964359,50.190,7.832,-0.529,0.849,false
2520,66,6350400,16003008000,50.200,7.832,0.428,0.904,true
2521,74,6355441,16022066761,50.210,7.832,0.992,0.128,false
2522,44,6360484,16041140648,50.220,7.833,0.643,-0.766,true
2523,14,6365529,16060229667,50.229,7.833,-0.297,-0.955,false
2524,69,6370576,16079333824,50.239,7.834,-0.964,-0.266,true
2525,10,6375625,16098453125,50.249,7.834,-0.745,0.667,false
2526,14,6380676,16117587576,50.259,7.834,0.159,0.987,true
2527,23,6385729,16136737183,50.269,7.835,0.917,0.400,false
2528,36,6390784,16155901952,50.279,7.835,0.832,-0.555,true
2529,35,6395841,16175081889,50.289,7.836,-0.018,-1.000,false
2530,61,6400900,16194277000,50.299,7.836,-0.851,-0.525,true
2531,22,6405961,16213487291,50.309,7.836,-0.902,0.432,false
2532,48,6411024,16232712768,50.319,7.837,-0.123,0.992,true
2533,83,6416089,16251953437,50.329,7.837,0.768,0.640,false
2534,42,6421156,16271209304,50.339,7.838,0.954,-0.301,true
2535,51,6426225,16290480375,50.349,7.838,0.262,-0.965,false
2536,43,6431296,16309766656,50.359,7.838,-0.670,-0.742,true
2537,6,6436369,16329068153,50.369,7.839,-0.987,0.163,false
2538,72,6441444,16348384872,50.379,7.839,-0.396,0.918,true
2539,72,6446521,16367716819,50.388,7.840,0.559,0.829,false
2540,49,6451600,16387064000,50.398,7.840,1.000,-0.022,true
2541,74,6456681,16406426421,50.408,7.840,0.521,-0.853,false
