ID,Latitude,Longitude,Elevation,Distance from Equator (km),Hemisphere,Terrain Type,Population Density,Climate Zone,Water Proximity (km),Urban/Rural,Natural Risk Zone
1531,28.427892,149.002332,1,3155.50,Northern,Wetland,505,Temperate,746,Rural,High
1532,-30.884125,-98.240780,338,3428.14,Southern,Plains,12,Continental,2,Rural,Medium
1533,4.309097,157.599569,3804,478.31,Northern,Plains,62,Mediterranean,811,Rural,Extreme
1534,-15.352365,-72.517923,8347,1704.11,Southern,Desert,805,Continental,414,Rural,Low
1535,-21.346972,66.476503,2448,2369.51,Southern,Wetland,327,Temperate,871,Urban,Extreme
1536,25.072873,-169.215062,775,2783.09,Northern,Coastal,21,Polar,518,Urban,High
1537,-14.702884,93.658050,4228,1632.02,Southern,Coastal,239,Mediterranean,63,Rural,High
1538,31.310115,175.914364,4176,3475.42,Northern,Mountain,320,Temperate,993,Urban,Medium
1539,83.396152,-52.291235,3689,9256.97,Northern,Plains,422,Temperate,312,Urban,High
1540,-33.697555,-10.169923,6855,3740.43,Southern,Coastal,15,Tropical,674,Rural,High
1541,-39.032171,-118.388374,3272,4332.57,Southern,Coastal,129,Mediterranean,769,Urban,Extreme
1542,-37.748822,167.157382,96,4190.12,Southern,Forest,141,Arid,545,Rural,Extreme
1543,-44.466049,-76.945332,3294,4935.73,Southern,Mountain,524,Mediterranean,625,Rural,Extreme
1544,-21.690443,17.477266,7372,2407.64,Southern,Wetland,385,Tropical,150,Rural,High
1545,65.406606,174.192379,1485,7260.13,Northern,Coastal,139,Arid,881,Rural,Medium
1546,56.713614,-57.424982,2096,6295.21,Northern,Coastal,232,Mediterranean,822,Rural,Low
1547,-65.751855,-77.063106,7801,7298.46,Southern,Desert,299,Continental,537,Urban,Medium
1548,7.370398,145.009237,1531,818.11,Northern,Coastal,382,Continental,686,Rural,High
1549,16.074250,-161.778314,1336,1784.24,Northern,Desert,865,Temperate,314,Rural,Extreme
1550,-36.786590,-23.852393,260,4083.31,Southern,Wetland,551,Continental,123,Rural,Low
1551,8.074844,-148.095724,5785,896.31,Northern,Mountain,315,Tropical,622,Rural,High
1552,21.132361,176.000288,3904,2345.69,Northern,Plains,981,Tropical,709,Urban,Low
1553,-22.847491,2.234506,1192,2536.07,Southern,Wetland,50,Temperate,651,Rural,Medium
1554,35.282420,41.538034,5527,3916.35,Northern,Coastal,223,Arid,71,Urban,Low
1555,-5.316039,-78.373926,7254,590.08,Southern,Forest,868,Arid,843,Urban,High
1556,53.495897,31.729195,1329,5938.04,Northern,Desert,626,Arid,178,Urban,Low
1557,9.327273,24.285967,5640,1035.33,Northern,Mountain,920,Continental,839,Rural,Extreme
1558,75.787459,-144.507073,2390,8412.41,Northern,Plains,374,Polar,345,Urban,Low
1559,-42.397341,-168.897654,3128,4706.10,Southern,Plains,226,Temperate,579,Rural,Extreme
1560,-43.718709,88.041304,3549,4852.78,Southern,Forest,30,Continental,363,Rural,Medium
1561,89.314409,-150.124115,4820,9913.90,Northern,Mountain,684,Temperate,364,Rural,Medium
1562,47.677866,151.609194,844,5292.24,Northern,Desert,728,Tropical,698,Rural,High
1563,3.793525,-140.939695,6543,421.08,Northern,Mountain,392,Continental,805,Rural,High
1564,78.106358,57.247343,1404,8669.81,Northern,Forest,811,Continental,620,Rural,Extreme
1565,-9.095843,-78.498910,6236,1009.64,Southern,Coastal,314,Tropical,619,Urban,High
1566,-27.602159,148.274026,1654,3063.84,Southern,Wetland,260,Arid,752,Rural,Medium
1567,89.378802,-52.490582,6691,9921.05,Northern,Plains,889,Mediterranean,306,Rural,Extreme
1568,28.618707,51.204437,6775,3176.68,Northern,Plains,240,Continental,498,Rural,Extreme
1569,-78.606649,125.910882,2109,8725.34,Southern,Coastal,262,Mediterranean,961,Urban,Medium
1570,-87.148388,90.691612,6670,9673.47,Southern,Desert,804,Continental,721,Rural,High
1571,-21.755119,-53.598110,888,2414.82,Southern,Mountain,557,Arid,134,Rural,High
1572,44.240499,-129.281486,4554,4910.70,Northern,Mountain,160,Arid,911,Rural,Medium
1573,-31.759316,-14.225433,5456,3525.28,Southern,Mountain,427,Continental,472,Urban,Medium
1574,-26.361781,33.615400,7389,2926.16,Southern,Plains,893,Tropical,153,Rural,Low
1575,-50.947079,39.788856,487,5655.13,Southern,Mountain,217,Tropical,991,Rural,High
1576,-30.767431,-18.897055,8064,3415.18,Southern,Mountain,673,Polar,173,Urban,Medium
1577,-24.974785,98.370846,2356,2772.20,Southern,Forest,554,Temperate,686,Rural,High
1578,40.887775,-137.909271,46,4538.54,Northern,Wetland,508,Arid,474,Rural,Extreme
1579,-4.326387,65.581900,585,480.23,Southern,Wetland,5,Mediterranean,532,Rural,Medium
1580,11.642518,166.207310,2039,1292.32,Northern,Plains,535,Arid,457,Rural,Low
1581,8.989962,153.445334,5840,997.89,Northern,Mountain,622,Temperate,553,Rural,Medium
1582,51.798127,94.050450,2557,5749.59,Northern,Forest,894,Continental,45,Rural,Extreme
1583,-58.941143,-5.864437,700,6542.47,Southern,Mountain,177,Temperate,916,Rural,Medium
1584,-6.392335,174.165908,2417,709.55,Southern,Desert,945,Temperate,716,Urban,Extreme
1585,-46.648607,-147.925974,1455,5178.00,Southern,Coastal,448,Arid,482,Rural,Medium
1586,-6.437955,-64.955571,3122,714.61,Southern,Forest,28,Mediterranean,385,Rural,Low
1587,71.416750,133.293092,5747,7927.26,Northern,Coastal,896,Arid,90,Rural,High
1588,-34.153461,149.144517,429,3791.03,Southern,Mountain,162,Polar,96,Urban,High
1589,-38.769974,-36.980900,7461,4303.47,Southern,Mountain,324,Polar,746,Rural,Medium
1590,-72.382989,129.759935,7339,8034.51,Southern,Forest,319,Arid,536,Rural,Low
1591,-73.695785,-49.316970,7792,8180.23,Southern,Forest,428,Continental,891,Rural,Extreme
1592,-81.802036,68.389570,7296,9080.03,Southern,Desert,367,Continental,864,Rural,Medium
1593,60.448810,96.699062,7302,6709.82,Northern,Desert,325,Temperate,479,Rural,Extreme
1594,0.264387,-68.862517,5329,29.35,Northern,Forest,561,Temperate,843,Rural,Medium
1595,-89.208645,67.225898,4005,9902.16,Southern,Plains,269,Mediterranean,926,Rural,Medium
1596,-31.829729,136.800555,1241,3533.10,Southern,Desert,286,Tropical,920,Rural,High
1597,-28.672111,85.897996,8845,3182.60,Southern,Mountain,848,Arid,337,Rural,Low
1598,46.618606,176.735096,7399,5174.67,Northern,Coastal,745,Mediterranean,156,Urban,Extreme
1599,37.502915,94.743974,8511,4162.82,Northern,Wetland,199,Tropical,999,Rural,Medium
1600,40.948696,60.483698,1169,4545.31,Northern,Desert,74,Temperate,705,Rural,Medium
1601,19.678207,104.720689,1939,2184.28,Northern,Desert,818,Arid,975,Urban,Extreme
1602,56.671080,139.632278,4131,6290.49,Northern,Plains,948,Temperate,742,Urban,High
1603,-41.246365,-110.285532,6673,4578.35,Southern,Coastal,916,Tropical,284,Urban,Extreme
1604,54.782724,114.349477,4649,6080.88,Northern,Coastal,858,Polar,367,Rural,Extreme
1605,34.560951,150.941442,3354,3836.27,Northern,Wetland,242,Mediterranean,278,Rural,High
1606,38.718625,169.624905,8087,4297.77,Northern,Wetland,185,Arid,402,Rural,Medium
1607,-47.538871,74.041705,4722,5276.81,Southern,Coastal,406,Tropical,227,Rural,Medium
1608,-75.428129,90.195121,176,8372.52,Southern,Forest,763,Temperate,18,Rural,High
1609,66.183516,53.422173,7933,7346.37,Northern,Plains,568,Temperate,997,Rural,High
1610,-81.755178,-103.119281,4648,9074.82,Southern,Desert,799,Tropical,733,Rural,Extreme
1611,-64.588436,-17.027152,2847,7169.32,Southern,Coastal,554,Tropical,133,Rural,High
1612,-8.137634,-90.474866,8042,903.28,Southern,Wetland,639,Arid,769,Rural,Medium
1613,61.328339,60.872070,2700,6807.45,Northern,Wetland,586,Tropical,346,Urban,High
1614,-44.312059,29.973298,7032,4918.64,Southern,Forest,490,Tropical,592,Rural,High
1615,50.486821,80.845937,1985,5604.04,Northern,Desert,587,Arid,319,Rural,Medium
1616,75.628341,-138.942260,5373,8394.75,Northern,Mountain,1,Arid,145,Rural,High
1617,-79.549300,-25.856591,2232,8829.97,Southern,Plains,710,Continental,671,Rural,Extreme
1618,-54.709138,-18.746251,8154,6072.71,Southern,Coastal,53,Arid,478,Rural,Medium
1619,-6.285734,-161.953020,5505,697.72,Southern,Desert,485,Polar,4,Rural,Medium
1620,31.361170,44.023396,5040,3481.09,Northern,Forest,528,Polar,722,Rural,Medium
1621,-15.582166,177.031373,1605,1729.62,Southern,Desert,156,Continental,555,Rural,High
1622,24.473843,10.876281,8268,2716.60,Northern,Plains,383,Polar,774,Urban,High
1623,63.020684,-165.816588,8819,6995.30,Northern,Coastal,431,Temperate,123,Rural,Low
1624,-52.865094,23.134492,1016,5868.03,Southern,Desert,766,Tropical,656,Rural,Medium
1625,76.833747,173.794634,3324,8528.55,Northern,Desert,67,Temperate,210,Rural,High
1626,75.630780,-119.196411,34,8395.02,Northern,Plains,613,Mediterranean,113,Rural,Extreme
1627,-76.725557,-147.675691,579,8516.54,Southern,Desert,494,Temperate,244,Rural,Extreme
1628,-26.317425,-51.411215,5000,2921.23,Southern,Plains,298,Mediterranean,278,Rural,Medium
1629,-40.090095,77.475572,7881,4450.00,Southern,Forest,725,Temperate,479,Rural,Medium
1630,2.229781,26.926857,5603,247.51,Northern,Forest,424,Temperate,853,Rural,Medium
1631,85.828076,168.492954,4540,9526.92,Northern,Mountain,709,Arid,463,Rural,Low
1632,23.443785,12.548883,6545,2602.26,Northern,Mountain,26,Temperate,938,Urban,Medium
1633,-42.656919,-50.001165,2112,4734.92,Southern,Plains,1000,Temperate,841,Rural,High
1634,-16.802313,36.716025,101,1865.06,Southern,Desert,295,Tropical,64,Rural,Low
1635,-35.546603,-147.890041,7135,3945.67,Southern,Forest,758,Temperate,266,Urban,High
1636,-65.350408,-84.689402,237,7253.90,Southern,Forest,16,Continental,175,Rural,Low
1637,-2.530229,29.222809,7580,280.86,Southern,Desert,418,Temperate,857,Rural,Low
1638,-37.263945,-98.814064,5378,4136.30,Southern,Mountain,333,Polar,690,Rural,Extreme
1639,-39.220041,129.793310,8116,4353.42,Southern,Mountain,729,Polar,367,Rural,Low
1640,37.845403,48.866116,3165,4200.84,Northern,Desert,960,Arid,267,Rural,Medium
1641,54.505474,-82.649551,8165,6050.11,Northern,Coastal,217,Tropical,344,Rural,Low
1642,39.743461,-126.586423,8442,4411.52,Northern,Wetland,449,Polar,292,Rural,Medium
1643,-52.156644,-46.643612,7125,5789.39,Southern,Wetland,769,Mediterranean,439,Rural,Medium
1644,-39.969261,-63.363719,6637,4436.59,Southern,Forest,935,Temperate,293,Rural,Low
1645,81.157368,79.217274,4533,9008.47,Northern,Mountain,39,Temperate,688,Rural,Medium
1646,19.029929,-151.232515,2200,2112.32,Northern,Wetland,785,Continental,16,Urban,Extreme
1647,-17.316444,-95.572485,7502,1922.13,Southern,Plains,26,Temperate,36,Rural,Extreme
1648,88.153614,-9.180603,5063,9785.05,Northern,Plains,521,Polar,590,Rural,High
1649,-11.949159,51.761758,8051,1326.36,Southern,Desert,287,Polar,833,Rural,Extreme
1650,-66.548813,54.581728,3147,7386.92,Southern,Desert,259,Arid,246,Rural,Extreme
1651,-79.358723,90.238187,8828,8808.82,Southern,Plains,643,Continental,355,Urban,Extreme
1652,-48.555790,-168.575384,7128,5389.69,Southern,Wetland,659,Continental,907,Rural,Medium
1653,36.410064,22.312084,7754,4041.52,Northern,Desert,514,Tropical,86,Rural,Extreme
1654,30.291521,19.276882,7516,3362.36,Northern,Plains,900,Mediterranean,409,Rural,Medium
1655,83.771567,37.360434,6969,9298.64,Northern,Forest,667,Continental,974,Rural,Medium
1656,-66.238462,106.270260,3092,7352.47,Southern,Wetland,614,Temperate,430,Urban,Medium
1657,65.048317,14.027105,6754,7220.36,Northern,Desert,704,Tropical,831,Rural,High
1658,-81.634659,-149.014068,3163,9061.45,Southern,Coastal,504,Polar,839,Rural,Medium
1659,89.836273,-128.488129,3325,9971.83,Northern,Mountain,424,Polar,716,Rural,Extreme
1660,-61.301964,105.987689,287,6804.52,Southern,Forest,482,Temperate,699,Rural,High
1661,52.136972,89.930645,5412,5787.20,Northern,Wetland,198,Temperate,102,Rural,Extreme
1662,-5.728408,81.550789,3429,635.85,Southern,Forest,121,Continental,838,Rural,Low
1663,58.548801,76.642529,2705,6498.92,Northern,Plains,737,Tropical,79,Rural,High
1664,-23.027483,-161.199652,561,2556.05,Southern,Forest,506,Temperate,230,Rural,Low
1665,-31.579263,159.569897,5188,3505.30,Southern,Mountain,795,Continental,504,Rural,High
1666,72.588564,159.620601,3248,8057.33,Northern,Wetland,121,Polar,899,Rural,High
1667,-86.959071,-148.530061,5231,9652.46,Southern,Plains,208,Tropical,142,Rural,High
1668,56.589271,-20.492545,1174,6281.41,Northern,Wetland,763,Mediterranean,412,Rural,Medium
1669,-82.201737,110.869414,7425,9124.39,Southern,Forest,585,Temperate,372,Rural,Low
1670,-64.049508,-130.215360,7597,7109.50,Southern,Desert,509,Tropical,749,Rural,Low
1671,-10.537922,-63.456935,656,1169.71,Southern,Desert,234,Temperate,791,Urban,Medium
1672,39.852477,106.540956,3630,4423.62,Northern,Coastal,6,Mediterranean,861,Rural,Medium
1673,-46.685119,-99.908534,1445,5182.05,Southern,Coastal,142,Continental,545,Urban,High
1674,-24.361967,3.705498,4218,2704.18,Southern,Mountain,996,Arid,15,Rural,Extreme
1675,-37.454542,10.783776,5947,4157.45,Southern,Mountain,655,Continental,562,Urban,Low
1676,49.265944,-118.290053,5506,5468.52,Northern,Mountain,496,Arid,334,Rural,High
1677,35.160285,-107.541256,5303,3902.79,Northern,Forest,294,Polar,619,Urban,High
1678,-81.450955,-102.067687,3132,9041.06,Southern,Mountain,853,Tropical,781,Rural,High
1679,-27.552319,80.207723,466,3058.31,Southern,Desert,512,Arid,974,Rural,Low
1680,-41.053525,160.533544,6956,4556.94,Southern,Coastal,332,Arid,399,Urban,Medium
1681,65.633747,163.630987,1748,7285.35,Northern,Plains,718,Polar,526,Rural,Extreme
1682,-74.446649,104.534447,4026,8263.58,Southern,Forest,657,Continental,105,Urban,Medium
1683,59.238054,-40.561146,816,6575.42,Northern,Forest,75,Polar,277,Rural,Extreme
1684,-83.721473,-43.928892,2674,9293.08,Southern,Desert,11,Mediterranean,447,Rural,Extreme
1685,74.781247,-159.113611,822,8300.72,Northern,Forest,38,Temperate,533,Urban,High
1686,10.969483,-120.253377,7394,1217.61,Northern,Plains,968,Continental,667,Rural,High
1687,54.323441,18.074434,4512,6029.90,Northern,Plains,863,Arid,526,Rural,Medium
1688,9.681486,-41.565713,1048,1074.64,Northern,Forest,127,Tropical,699,Rural,Medium
1689,-1.634014,77.552942,1065,181.38,Southern,Coastal,556,Continental,932,Rural,Medium
1690,55.137626,-69.506601,30,6120.28,Northern,Plains,170,Temperate,861,Rural,Medium
1691,-14.960882,-161.174110,2007,1660.66,Southern,Coastal,272,Arid,922,Rural,Medium
1692,-7.190454,-20.852680,2733,798.14,Southern,Forest,309,Temperate,310,Rural,Medium
1693,56.832875,146.397259,4438,6308.45,Northern,Plains,877,Polar,598,Rural,Medium
1694,15.118898,152.220642,7610,1678.20,Northern,Coastal,158,Polar,578,Rural,Low
1695,19.543480,16.719182,2643,2169.33,Northern,Coastal,786,Polar,233,Urban,Extreme
1696,-81.580500,-157.728575,7372,9055.44,Southern,Wetland,12,Tropical,560,Rural,High
1697,-73.627997,169.745176,4382,8172.71,Southern,Desert,295,Arid,477,Urban,High
1698,24.729727,21.328265,6672,2745.00,Northern,Wetland,757,Temperate,994,Rural,High
1699,-25.387916,-167.561641,8236,2818.06,Southern,Coastal,13,Temperate,48,Rural,Medium
1700,-27.833946,-73.369778,5611,3089.57,Southern,Mountain,682,Mediterranean,712,Rural,Extreme
1701,8.545998,-18.133277,6612,948.61,Northern,Forest,462,Temperate,602,Urban,Low
1702,-48.793482,169.604483,3424,5416.08,Southern,Forest,715,Temperate,1,Rural,High
1703,23.738307,54.780780,8658,2634.95,Northern,Forest,53,Mediterranean,246,Urban,Low
1704,88.100975,-35.727130,6538,9779.21,Northern,Coastal,190,Continental,187,Rural,Extreme
1705,-27.381966,151.171672,4065,3039.40,Southern,Plains,434,Mediterranean,112,Urban,Extreme
1706,25.225395,128.092803,1417,2800.02,Northern,Desert,229,Temperate,332,Rural,Low
1707,50.211718,-47.919845,4506,5573.50,Northern,Wetland,365,Continental,823,Urban,Low
1708,-35.523743,148.229969,8649,3943.14,Southern,Coastal,568,Polar,857,Rural,Medium
1709,3.811189,-179.112991,1977,423.04,Northern,Mountain,681,Continental,343,Urban,Medium
1710,6.780847,-144.421000,3992,752.67,Northern,Mountain,400,Arid,221,Urban,High
1711,59.506389,31.268540,4437,6605.21,Northern,Coastal,182,Mediterranean,716,Rural,Medium
1712,38.795506,-167.411643,5694,4306.30,Northern,Desert,79,Continental,253,Urban,High
1713,-75.793363,-141.283078,5073,8413.06,Southern,Mountain,227,Mediterranean,680,Rural,High
1714,-78.342948,163.565974,8653,8696.07,Southern,Coastal,498,Polar,625,Rural,Medium
1715,-89.927466,137.094681,6257,9981.95,Southern,Coastal,520,Arid,340,Rural,Low
1716,-40.993527,-146.148871,7682,4550.28,Southern,Forest,414,Temperate,753,Rural,Low
1717,26.492684,-86.166811,2940,2940.69,Northern,Desert,156,Mediterranean,59,Rural,Medium
1718,77.022833,31.885336,4410,8549.53,Northern,Forest,804,Temperate,487,Rural,Extreme
1719,32.641612,172.456410,5406,3623.22,Northern,Desert,905,Temperate,405,Rural,Medium
1720,25.563504,-174.069015,6484,2837.55,Northern,Plains,747,Tropical,678,Urban,High
1721,6.899562,87.824996,7061,765.85,Northern,Plains,429,Polar,440,Rural,High
1722,45.043474,-147.591429,5132,4999.83,Northern,Plains,64,Continental,915,Urban,Medium
1723,34.690492,62.525180,8066,3850.64,Northern,Coastal,415,Polar,415,Rural,Low
1724,-78.528824,23.149889,4044,8716.70,Southern,Coastal,396,Polar,208,Urban,Medium
1725,-87.087259,27.367628,285,9666.69,Southern,Forest,760,Continental,618,Rural,Extreme
1726,-51.458183,-118.150924,5232,5711.86,Southern,Forest,404,Mediterranean,893,Urban,High
1727,83.115063,-79.210177,6538,9225.77,Northern,Plains,772,Arid,685,Urban,Extreme
1728,-25.109591,61.925087,4458,2787.16,Southern,Plains,922,Continental,954,Urban,High
1729,2.102249,173.188747,384,233.35,Northern,Mountain,40,Temperate,254,Rural,Extreme
1730,22.004352,-173.732107,5844,2442.48,Northern,Plains,795,Tropical,868,Rural,Medium
1731,-29.209341,-153.717347,5800,3242.24,Southern,Forest,144,Polar,938,Rural,Low
1732,-17.754544,-110.785213,1229,1970.75,Southern,Mountain,789,Temperate,818,Urban,Low
1733,56.668686,148.422381,8193,6290.22,Northern,Forest,990,Continental,283,Rural,High
1734,-3.934179,113.641935,4144,436.69,Southern,Desert,243,Temperate,227,Rural,Low
1735,56.276322,-0.553451,2030,6246.67,Northern,Plains,523,Arid,764,Rural,High
1736,-20.405034,-150.304996,3062,2264.96,Southern,Plains,766,Arid,795,Rural,High
1737,36.361166,15.606364,3506,4036.09,Northern,Mountain,537,Tropical,262,Rural,High
1738,-2.325959,70.300715,5613,258.18,Southern,Mountain,951,Tropical,223,Rural,Extreme
1739,-21.356731,98.019349,2130,2370.60,Southern,Coastal,92,Continental,916,Urban,High
1740,-11.237720,-58.341280,1250,1247.39,Southern,Forest,168,Polar,401,Urban,Low
1741,-13.127211,158.941895,4344,1457.12,Southern,Coastal,330,Polar,218,Urban,High
1742,-49.644783,29.668753,3901,5510.57,Southern,Mountain,738,Polar,719,Urban,Medium
1743,-22.720459,-106.450524,3490,2521.97,Southern,Plains,689,Mediterranean,138,Rural,Extreme
1744,-51.015308,118.518664,6883,5662.70,Southern,Plains,985,Continental,158,Rural,High
1745,-21.290500,89.548462,2185,2363.25,Southern,Mountain,74,Temperate,307,Rural,Medium
1746,-76.843443,-172.931786,6310,8529.62,Southern,Mountain,209,Mediterranean,492,Rural,Low
1747,-23.014169,56.418437,3043,2554.57,Southern,Coastal,741,Temperate,359,Rural,High
1748,-54.165288,18.437252,5311,6012.35,Southern,Mountain,961,Polar,626,Rural,Extreme
1749,4.194681,169.536198,5263,465.61,Northern,Wetland,48,Arid,216,Urban,Medium
1750,54.311821,109.213129,845,6028.61,Northern,Plains,823,Arid,582,Rural,High
1751,32.169395,26.468922,4686,3570.80,Northern,Wetland,484,Arid,98,Rural,Extreme
1752,3.430563,96.941798,3295,380.79,Northern,Coastal,89,Continental,280,Rural,High
1753,26.288615,-81.221480,4177,2918.04,Northern,Desert,377,Polar,637,Urban,Extreme
1754,-36.556892,111.685703,6928,4057.81,Southern,Wetland,322,Temperate,908,Urban,High
1755,10.366863,33.728265,5306,1150.72,Northern,Mountain,288,Polar,97,Urban,High
1756,-43.016725,-120.011355,4387,4774.86,Southern,Desert,668,Polar,843,Rural,Medium
1757,31.310239,109.484169,5108,3475.44,Northern,Desert,301,Continental,758,Urban,Extreme
1758,83.891600,-105.933599,4704,9311.97,Northern,Coastal,460,Mediterranean,435,Urban,Medium
1759,36.064883,-0.073487,1703,4003.20,Northern,Forest,526,Tropical,630,Urban,Medium
1760,-23.568661,171.996794,3060,2616.12,Southern,Plains,94,Temperate,902,Rural,Medium
1761,50.588472,-118.736565,2548,5615.32,Northern,Plains,13,Continental,560,Urban,Low
1762,-4.298129,52.028153,3139,477.09,Southern,Coastal,431,Polar,472,Rural,Medium
1763,9.821043,25.791370,2428,1090.14,Northern,Plains,166,Continental,366,Urban,Medium
1764,-72.329677,-58.312934,3384,8028.59,Southern,Mountain,109,Continental,648,Rural,Medium
1765,-14.789543,-124.541910,2920,1641.64,Southern,Desert,991,Arid,351,Rural,Medium
1766,-73.522247,-74.517467,759,8160.97,Southern,Mountain,689,Arid,675,Rural,Extreme
1767,-17.520851,-40.718944,4075,1944.81,Southern,Wetland,772,Polar,525,Rural,Medium
1768,-65.034037,-159.514001,7685,7218.78,Southern,Desert,439,Polar,78,Rural,High
1769,17.998143,118.887002,1034,1997.79,Northern,Forest,957,Arid,936,Rural,Medium
1770,3.781878,11.423740,3011,419.79,Northern,Coastal,361,Mediterranean,451,Rural,Low
1771,67.911446,-106.012750,5480,7538.17,Northern,Coastal,165,Mediterranean,194,Rural,High
1772,2.784620,-9.264414,5442,309.09,Northern,Coastal,720,Temperate,127,Urban,Low
1773,13.324193,-0.491903,5733,1478.99,Northern,Forest,590,Arid,79,Urban,Extreme
1774,-3.324066,-168.094403,7601,368.97,Southern,Forest,937,Tropical,923,Rural,Medium
1775,0.183084,168.965742,6490,20.32,Northern,Coastal,206,Continental,426,Urban,Medium
1776,73.039844,17.914500,4924,8107.42,Northern,Plains,408,Arid,211,Rural,Extreme
1777,46.168106,110.384185,6957,5124.66,Northern,Plains,382,Continental,272,Urban,High
1778,-46.214284,133.209072,6894,5129.79,Southern,Wetland,322,Tropical,708,Rural,Low
1779,-29.482325,-2.822365,660,3272.54,Southern,Plains,111,Polar,292,Rural,Medium
1780,-88.984764,61.254699,6278,9877.31,Southern,Forest,899,Mediterranean,41,Urban,Medium
1781,-81.164018,118.024690,6355,9009.21,Southern,Mountain,762,Temperate,794,Urban,Extreme
1782,58.747669,158.459456,5304,6520.99,Northern,Plains,693,Continental,811,Rural,High
1783,47.786136,38.061138,576,5304.26,Northern,Coastal,327,Mediterranean,918,Rural,Extreme
1784,-58.361739,106.574941,4075,6478.15,Southern,Wetland,749,Mediterranean,164,Rural,Extreme
1785,83.277378,-109.523383,651,9243.79,Northern,Plains,644,Temperate,110,Rural,Medium
1786,6.782879,-171.619242,6845,752.90,Northern,Plains,196,Tropical,920,Urban,Medium
1787,27.163227,167.049785,5201,3015.12,Northern,Coastal,17,Polar,931,Rural,High
1788,-68.344531,-118.236079,5410,7586.24,Southern,Mountain,91,Temperate,811,Urban,Extreme
1789,-72.574309,-115.855258,4351,8055.75,Southern,Wetland,273,Mediterranean,751,Urban,High
1790,-59.108689,156.569953,8125,6561.06,Southern,Coastal,827,Tropical,654,Rural,Low
1791,68.073748,-69.653639,7478,7556.19,Northern,Desert,9,Mediterranean,891,Urban,Low
1792,-66.415917,105.930983,2591,7372.17,Southern,Desert,970,Arid,603,Urban,High
1793,-72.592865,119.774863,8514,8057.81,Southern,Forest,668,Temperate,938,Rural,Medium
1794,-74.317679,102.162750,2575,8249.26,Southern,Desert,681,Tropical,214,Urban,Extreme
1795,-70.399355,20.344768,1411,7814.33,Southern,Coastal,239,Tropical,554,Urban,High
1796,39.909785,-8.971391,4962,4429.99,Northern,Desert,771,Tropical,714,Rural,Medium
1797,79.279248,-64.365506,2902,8800.00,Northern,Desert,954,Polar,415,Urban,Medium
1798,-54.911863,39.839035,2816,6095.22,Southern,Plains,358,Mediterranean,903,Urban,High
1799,0.935077,-36.578443,4935,103.79,Northern,Plains,797,Tropical,924,Rural,Medium
1800,49.629617,-137.969402,3643,5508.89,Northern,Coastal,922,Mediterranean,192,Rural,Medium
1801,-57.332745,28.212967,6625,6363.93,Southern,Wetland,486,Continental,182,Rural,Low
1802,19.810057,-26.137213,7912,2198.92,Northern,Mountain,970,Polar,332,Urban,Low
1803,-42.155710,35.445884,8617,4679.28,Southern,Coastal,616,Arid,640,Rural,Medium
1804,43.549900,150.850189,7902,4834.04,Northern,Desert,766,Mediterranean,412,Rural,High
1805,-83.881930,-141.127511,4982,9310.89,Southern,Plains,470,Polar,601,Rural,Low
1806,4.539576,-18.505321,5894,503.89,Northern,Coastal,37,Arid,573,Rural,Low
1807,-89.337569,-60.486109,7235,9916.47,Southern,Desert,963,Polar,654,Rural,Extreme
1808,-8.171410,-128.875830,5141,907.03,Southern,Mountain,421,Mediterranean,87,Rural,Extreme
1809,59.639657,-31.041859,8493,6620.00,Northern,Plains,34,Arid,592,Rural,High
1810,-17.541379,0.944409,8366,1947.09,Southern,Mountain,776,Continental,142,Urban,Low
1811,63.071465,172.664996,6175,7000.93,Northern,Mountain,783,Tropical,509,Rural,Extreme
1812,-0.163404,-61.095363,7367,18.14,Southern,Forest,787,Polar,261,Urban,Medium
1813,-61.610816,42.089610,7088,6838.80,Southern,Plains,562,Arid,949,Urban,Low
1814,55.657672,-97.671505,7068,6178.00,Northern,Plains,397,Arid,15,Rural,Medium
1815,87.191148,19.944913,3715,9678.22,Northern,Mountain,445,Continental,4,Urban,High
1816,22.629599,159.264110,1534,2511.89,Northern,Forest,865,Mediterranean,952,Rural,Extreme
1817,9.253643,58.750496,8708,1027.15,Northern,Desert,931,Continental,551,Rural,Medium
1818,-51.378287,119.782678,4701,5702.99,Southern,Mountain,537,Arid,668,Urban,Extreme
1819,-58.657507,145.029061,4607,6510.98,Southern,Desert,20,Polar,418,Urban,High
1820,64.120429,74.266153,3142,7117.37,Northern,Plains,971,Continental,31,Rural,Low
1821,23.106133,73.683509,1771,2564.78,Northern,Desert,853,Polar,345,Urban,Medium
1822,12.662797,155.687857,5631,1405.57,Northern,Plains,218,Temperate,15,Urban,High
1823,12.876702,173.657449,5207,1429.31,Northern,Mountain,589,Temperate,581,Rural,High
1824,37.173044,51.278331,5215,4126.21,Northern,Coastal,140,Arid,734,Urban,Extreme
1825,-3.339690,0.601205,7525,370.71,Southern,Forest,895,Arid,699,Rural,Extreme
1826,-65.238043,71.498222,1442,7241.42,Southern,Wetland,33,Polar,694,Rural,Low
1827,-48.265610,-76.024560,8101,5357.48,Southern,Plains,11,Polar,275,Urban,Medium
1828,-69.590415,-80.130285,3416,7724.54,Southern,Mountain,59,Arid,600,Rural,Medium
1829,-44.732816,-165.423409,8205,4965.34,Southern,Desert,191,Tropical,423,Rural,High
