ID,Latitude,Longitude,Elevation,Distance from Equator (km),Hemisphere,Terrain Type,Population Density,Climate Zone,Water Proximity (km),Urban/Rural,Natural Risk Zone
304,19.984585,-108.693169,136,2218.29,Northern,Mountain,821,Temperate,741,Urban,Low
305,87.213642,-48.280291,705,9680.71,Northern,Forest,482,Tropical,64,Urban,Low
306,38.523267,46.646540,2838,4276.08,Northern,Mountain,576,Continental,475,Rural,High
307,76.066168,164.874774,1678,8443.34,Northern,Plains,892,Mediterranean,491,Rural,High
308,60.724456,-42.524463,3309,6740.41,Northern,Plains,480,Tropical,260,Urban,Medium
309,-31.074295,5.662496,241,3449.25,Southern,Coastal,207,Arid,207,Rural,Extreme
310,-84.607721,-144.528542,8517,9391.46,Southern,Plains,314,Continental,96,Urban,High
311,-33.101882,-139.198457,4895,3674.31,Southern,Forest,23,Mediterranean,715,Rural,Low
312,-76.971875,155.535072,5807,8543.88,Southern,Coastal,785,Mediterranean,21,Urban,Extreme
313,12.258330,-18.336517,3017,1360.67,Northern,Coastal,630,Continental,614,Urban,Low
314,17.122138,-102.940971,3636,1900.56,Northern,Desert,479,Continental,48,Urban,High
315,-47.479102,-46.122280,8732,5270.18,Southern,Desert,517,Temperate,516,Rural,Extreme
316,15.528853,-20.390744,8429,1723.70,Northern,Coastal,749,Continental,350,Rural,Low
317,24.939579,-17.750560,7696,2768.29,Northern,Wetland,258,Polar,487,Rural,Medium
318,-31.947486,151.839974,2534,3546.17,Southern,Forest,392,Temperate,645,Rural,Low
319,5.888284,163.141108,7434,653.60,Northern,Wetland,304,Mediterranean,950,Rural,High
320,57.100460,89.836616,8825,6338.15,Northern,Mountain,901,Continental,374,Rural,Extreme
321,85.651782,-145.878548,8396,9507.35,Northern,Forest,211,Polar,721,Rural,Extreme
322,-59.697831,-147.817535,8270,6626.46,Southern,Plains,468,Temperate,453,Rural,High
323,59.256881,-159.039999,4736,6577.51,Northern,Forest,767,Continental,752,Rural,Extreme
324,12.494510,41.384850,6600,1386.89,Northern,Wetland,783,Polar,26,Rural,Medium
325,42.843748,-168.993683,1254,4755.66,Northern,Wetland,523,Polar,588,Rural,Low
326,42.696491,125.368014,2206,4739.31,Northern,Wetland,910,Arid,66,Rural,Medium
327,-51.713246,56.503714,3296,5740.17,Southern,Wetland,197,Polar,818,Rural,Low
328,47.381994,83.357564,1921,5259.40,Northern,Wetland,620,Polar,955,Urban,High
329,19.981274,-16.993349,3110,2217.92,Northern,Forest,682,Arid,155,Urban,High
330,21.504727,-53.607945,1192,2387.02,Northern,Mountain,170,Arid,31,Rural,Extreme
331,6.378338,130.936932,5231,708.00,Northern,Wetland,124,Continental,155,Rural,Low
332,-35.365584,-113.027967,7275,3925.58,Southern,Forest,422,Mediterranean,464,Rural,Low
333,-11.119627,-161.884769,1551,1234.28,Southern,Forest,344,Temperate,655,Rural,High
334,-40.565623,-142.287885,672,4502.78,Southern,Plains,64,Arid,110,Urban,High
335,-47.662332,25.772477,5886,5290.52,Southern,Wetland,797,Temperate,230,Rural,High
336,-26.097394,-76.166383,5776,2896.81,Southern,Forest,13,Arid,40,Urban,Low
337,18.314369,36.261116,8194,2032.89,Northern,Desert,112,Polar,428,Urban,Medium
338,22.793245,-34.881050,7928,2530.05,Northern,Desert,577,Continental,395,Urban,High
339,-71.588239,-14.823910,8705,7946.29,Southern,Coastal,29,Arid,566,Rural,Low
340,42.771645,168.066801,2341,4747.65,Northern,Wetland,354,Tropical,624,Urban,High
341,2.002064,-74.712165,2441,222.23,Northern,Coastal,183,Temperate,150,Rural,Medium
342,24.209805,-84.216145,8639,2687.29,Northern,Desert,415,Polar,52,Rural,Extreme
343,10.514157,-92.417151,1075,1167.07,Northern,Wetland,953,Mediterranean,73,Urban,Medium
344,-34.682944,-13.662899,7796,3849.81,Southern,Forest,467,Mediterranean,652,Urban,Extreme
345,36.231170,70.306017,1651,4021.66,Northern,Desert,709,Polar,893,Urban,Low
346,-87.464756,165.202529,1158,9708.59,Southern,Mountain,936,Tropical,238,Rural,Medium
347,-9.670778,-103.305512,4275,1073.46,Southern,Desert,852,Arid,576,Rural,Extreme
348,-77.051801,-62.372407,5547,8552.75,Southern,Wetland,489,Mediterranean,550,Urban,Medium
349,-68.157366,24.164033,2604,7565.47,Southern,Plains,292,Arid,257,Urban,Medium
350,15.344834,148.641978,2381,1703.28,Northern,Wetland,848,Polar,331,Rural,Medium
351,-61.692084,-14.862397,6388,6847.82,Southern,Plains,387,Arid,205,Rural,Low
352,60.209280,-134.993225,3465,6683.23,Northern,Wetland,816,Tropical,828,Rural,High
353,-70.507857,-112.979464,3756,7826.37,Southern,Plains,872,Continental,901,Rural,High
354,-22.989044,40.903315,2273,2551.78,Southern,Coastal,573,Tropical,840,Urban,High
355,71.497020,-38.129245,4215,7936.17,Northern,Mountain,849,Arid,94,Rural,Low
356,-75.539899,119.095958,6043,8384.93,Southern,Coastal,642,Mediterranean,563,Rural,High
357,-46.777043,169.859981,7870,5192.25,Southern,Plains,769,Mediterranean,146,Urban,Medium
358,-60.129150,0.266202,7078,6674.34,Southern,Mountain,925,Mediterranean,379,Rural,Low
359,-7.453322,-16.496133,5045,827.32,Southern,Wetland,950,Temperate,257,Rural,Medium
360,72.353508,2.374423,7860,8031.24,Northern,Forest,409,Mediterranean,781,Urban,High
361,16.570534,-102.832324,6153,1839.33,Northern,Desert,718,Continental,951,Rural,Low
362,78.121042,140.402314,7319,8671.44,Northern,Desert,902,Temperate,277,Rural,Low
363,-53.540451,29.534668,3975,5942.99,Southern,Desert,651,Tropical,143,Rural,Extreme
364,-56.765765,-84.768033,1382,6301.00,Southern,Desert,927,Temperate,134,Rural,High
365,-69.849448,34.663715,1137,7753.29,Southern,Coastal,451,Continental,555,Rural,Extreme
366,31.947218,23.858775,557,3546.14,Northern,Plains,453,Tropical,581,Rural,Low
367,51.232999,-160.052482,5196,5686.86,Northern,Plains,346,Arid,461,Rural,Extreme
368,78.632480,69.751239,4887,8728.21,Northern,Mountain,863,Temperate,713,Urban,Medium
369,67.567599,-128.175404,5097,7500.00,Northern,Forest,629,Tropical,446,Rural,Medium
370,44.031036,-19.566362,5959,4887.44,Northern,Forest,962,Arid,302,Urban,High
371,-36.505913,-122.692015,7700,4052.16,Southern,Mountain,301,Tropical,904,Rural,Extreme
372,-47.748540,51.768072,4813,5300.09,Southern,Mountain,650,Polar,21,Urban,High
373,75.934904,48.862892,8274,8428.77,Northern,Coastal,725,Polar,257,Rural,High
374,69.989904,-141.232064,8405,7768.88,Northern,Desert,908,Mediterranean,727,Rural,Low
375,-11.879970,61.690202,2062,1318.68,Southern,Wetland,502,Temperate,118,Rural,Medium
376,64.197232,-43.467623,4571,7125.89,Northern,Forest,158,Arid,53,Rural,Extreme
377,74.921637,-111.381752,8784,8316.30,Northern,Desert,226,Mediterranean,617,Rural,Low
378,45.544796,-21.804698,6797,5055.47,Northern,Plains,28,Mediterranean,958,Rural,Low
379,34.679391,149.681484,4103,3849.41,Northern,Desert,518,Arid,763,Urban,Extreme
380,-87.411859,121.435882,2661,9702.72,Southern,Forest,746,Polar,541,Rural,Extreme
381,30.812305,-8.816738,5247,3420.17,Northern,Wetland,556,Mediterranean,347,Urban,Medium
382,-44.000448,67.149794,575,4884.05,Southern,Desert,468,Tropical,458,Urban,Extreme
383,3.691406,155.968938,213,409.75,Northern,Wetland,483,Continental,156,Urban,Low
384,85.820841,-37.108745,8488,9526.11,Northern,Forest,476,Temperate,962,Rural,Extreme
385,67.834900,-10.864552,2923,7529.67,Northern,Forest,148,Polar,249,Rural,Medium
386,6.495942,130.625000,7163,721.05,Northern,Plains,554,Mediterranean,38,Rural,Low
387,44.540423,-122.202536,4573,4943.99,Northern,Plains,626,Temperate,916,Rural,Medium
388,-11.845914,-4.120927,6770,1314.90,Southern,Wetland,59,Temperate,57,Rural,Extreme
389,39.102620,-121.009714,6843,4340.39,Northern,Desert,612,Continental,162,Rural,Extreme
390,67.271060,-107.423025,6811,7467.09,Northern,Wetland,249,Mediterranean,775,Urban,High
391,9.055389,0.181511,6986,1005.15,Northern,Wetland,807,Mediterranean,742,Rural,Extreme
392,16.017703,-21.974983,1140,1777.96,Northern,Forest,348,Tropical,461,Rural,Medium
393,21.842937,-85.904862,242,2424.57,Northern,Forest,60,Arid,963,Rural,Extreme
394,70.702043,-96.596087,4452,7847.93,Northern,Mountain,781,Tropical,6,Rural,Extreme
395,77.479215,123.708020,6547,8600.19,Northern,Plains,435,Tropical,467,Rural,Extreme
396,77.857451,-66.588076,5098,8642.18,Northern,Coastal,487,Arid,782,Rural,Medium
397,-27.017309,133.421738,6213,2998.92,Southern,Forest,19,Polar,63,Urban,Low
398,-55.941547,-71.005906,8620,6209.51,Southern,Mountain,361,Tropical,213,Rural,High
399,16.993429,-179.958282,7074,1886.27,Northern,Forest,288,Continental,233,Rural,High
400,74.868822,38.620112,2968,8310.44,Northern,Coastal,346,Arid,767,Rural,High
401,81.280082,144.131940,5638,9022.09,Northern,Plains,486,Polar,617,Rural,Medium
402,36.811301,78.285330,7835,4086.05,Northern,Mountain,88,Arid,139,Urban,Extreme
403,59.095542,-16.429993,603,6559.61,Northern,Plains,944,Arid,64,Urban,Extreme
404,-75.151774,154.171063,5726,8341.85,Southern,Coastal,707,Tropical,489,Rural,Low
405,-82.200366,169.601258,7793,9124.24,Southern,Mountain,538,Temperate,906,Urban,Low
406,57.669770,-99.514379,4454,6401.34,Northern,Coastal,859,Continental,108,Rural,High
407,59.794931,-160.111300,4319,6637.24,Northern,Coastal,724,Temperate,173,Urban,Extreme
408,31.927633,142.221353,1460,3543.97,Northern,Coastal,861,Continental,107,Rural,Medium
409,62.678114,78.509465,3503,6957.27,Northern,Mountain,455,Arid,278,Rural,Medium
410,-57.574950,-28.174389,4264,6390.82,Southern,Coastal,421,Continental,702,Rural,High
411,78.800882,134.481821,7642,8746.90,Northern,Wetland,584,Tropical,470,Rural,Extreme
412,-44.140737,98.375931,1585,4899.62,Southern,Plains,74,Polar,28,Urban,High
413,30.978137,-24.504255,7415,3438.57,Northern,Forest,792,Tropical,70,Rural,High
414,78.483758,-154.508659,2007,8711.70,Northern,Forest,359,Mediterranean,472,Rural,Low
415,-57.816796,134.207732,1261,6417.66,Southern,Forest,940,Tropical,920,Rural,Medium
416,-72.532793,106.718426,4425,8051.14,Southern,Plains,517,Continental,575,Rural,Low
417,-8.753721,130.035964,5462,971.66,Southern,Coastal,376,Temperate,369,Urban,Low
418,89.428585,-158.885700,1684,9926.57,Northern,Desert,42,Polar,769,Urban,Medium
419,-48.760357,14.554946,3042,5412.40,Southern,Coastal,340,Tropical,284,Rural,High
420,-18.035742,-29.801978,8377,2001.97,Southern,Forest,724,Polar,484,Urban,High
421,-4.892110,96.630641,2656,543.02,Southern,Coastal,321,Temperate,666,Urban,Medium
422,-61.972512,143.674847,2078,6878.95,Southern,Desert,60,Tropical,855,Rural,Extreme
423,72.727100,-158.439456,3805,8072.71,Northern,Plains,493,Continental,358,Rural,High
424,1.743074,-118.283220,2998,193.48,Northern,Plains,30,Polar,522,Rural,Low
425,79.074964,166.540034,7641,8777.32,Northern,Forest,790,Temperate,482,Rural,Low
426,-52.039678,-119.103856,7114,5776.40,Southern,Wetland,524,Continental,758,Rural,Medium
427,-54.034919,25.764434,6750,5997.88,Southern,Forest,723,Mediterranean,680,Rural,Low
428,-21.242613,20.688405,1566,2357.93,Southern,Plains,479,Temperate,466,Rural,Low
429,76.646867,-102.629350,5163,8507.80,Northern,Coastal,392,Arid,328,Urban,Medium
430,61.557327,-102.552491,6468,6832.86,Northern,Forest,522,Temperate,315,Rural,Low
431,-55.787192,-92.045077,8490,6192.38,Southern,Forest,24,Arid,158,Rural,High
432,-65.599820,-148.075983,6109,7281.58,Southern,Plains,331,Continental,642,Rural,Medium
433,37.594931,176.326025,87,4173.04,Northern,Forest,746,Arid,681,Rural,Medium
434,-36.261933,129.194016,6776,4025.07,Southern,Wetland,365,Temperate,379,Rural,Extreme
435,-19.616224,-130.210534,6750,2177.40,Southern,Desert,395,Mediterranean,257,Rural,Low
436,-26.363795,-121.743087,6715,2926.38,Southern,Forest,233,Mediterranean,636,Rural,Extreme
437,-32.482802,86.974087,8433,3605.59,Southern,Forest,16,Mediterranean,806,Urban,Low
438,22.157625,74.678928,7358,2459.50,Northern,Desert,166,Polar,632,Rural,High
439,-89.766501,-147.638375,3204,9964.08,Southern,Wetland,584,Arid,56,Urban,High
440,45.937026,10.472968,331,5099.01,Northern,Coastal,391,Mediterranean,697,Rural,High
441,-28.842678,95.267094,6792,3201.54,Southern,Mountain,563,Temperate,259,Urban,Extreme
442,-31.695572,-171.955238,1031,3518.21,Southern,Wetland,82,Tropical,61,Urban,Low
443,-16.703602,68.229596,5016,1854.10,Southern,Coastal,542,Arid,683,Urban,Low
444,74.814256,119.003999,1269,8304.38,Northern,Plains,269,Continental,19,Urban,Low
445,29.959700,-152.335328,4796,3325.53,Northern,Coastal,869,Arid,431,Rural,Medium
446,13.097391,-169.455754,3791,1453.81,Northern,Desert,611,Arid,927,Urban,High
447,89.601872,-106.562302,5277,9945.81,Northern,Mountain,195,Arid,202,Urban,Extreme
448,26.674734,148.444585,4791,2960.90,Northern,Forest,31,Tropical,281,Rural,High
449,-62.890452,124.620779,2202,6980.84,Southern,Desert,783,Mediterranean,441,Urban,Medium
450,-71.120821,161.250695,1471,7894.41,Southern,Wetland,742,Mediterranean,364,Rural,Extreme
451,72.790780,-175.490584,5280,8079.78,Northern,Plains,617,Continental,625,Rural,Extreme
452,-55.009447,123.548947,4822,6106.05,Southern,Desert,258,Polar,499,Rural,High
453,-32.240205,66.663290,2578,3578.66,Southern,Coastal,428,Arid,684,Rural,High
454,50.665070,142.475626,5979,5623.82,Northern,Plains,786,Mediterranean,440,Urban,High
455,17.452123,2.938223,7338,1937.19,Northern,Plains,646,Arid,516,Rural,Extreme
456,45.182994,-138.007881,7275,5015.31,Northern,Desert,632,Mediterranean,716,Rural,Low
457,74.387476,-116.028458,7914,8257.01,Northern,Forest,699,Temperate,429,Rural,Low
458,-88.245120,-148.622999,2438,9795.21,Southern,Coastal,947,Mediterranean,707,Rural,Low
459,-13.812898,-33.803638,438,1533.23,Southern,Wetland,456,Polar,969,Urban,High
460,-86.277620,31.838210,7822,9576.82,Southern,Coastal,991,Continental,703,Rural,High
461,-64.375810,-11.045853,57,7145.71,Southern,Plains,371,Temperate,655,Rural,Low
462,67.217867,-133.402953,7129,7461.18,Northern,Forest,44,Mediterranean,0,Rural,High
463,-48.215471,-43.755846,5178,5351.92,Southern,Plains,248,Arid,768,Urban,Medium
464,33.195624,158.855567,3948,3684.71,Northern,Forest,427,Tropical,989,Rural,High
465,45.545417,55.442114,5413,5055.54,Northern,Forest,993,Arid,35,Urban,Low
466,-55.301980,169.400587,6683,6138.52,Southern,Plains,290,Temperate,945,Rural,High
467,-8.045522,74.974451,2099,893.05,Southern,Wetland,883,Polar,460,Rural,Low
468,42.087231,162.068999,6885,4671.68,Northern,Plains,329,Arid,630,Rural,Low
469,-31.334941,43.671074,228,3478.18,Southern,Plains,863,Continental,447,Rural,Medium
470,13.441063,119.039269,4616,1491.96,Northern,Coastal,306,Tropical,281,Urban,High
471,-78.567903,-126.525609,6771,8721.04,Southern,Mountain,875,Temperate,721,Rural,Extreme
472,5.800786,-154.468532,4353,643.89,Northern,Coastal,632,Mediterranean,909,Rural,High
473,-45.508382,-137.917663,3768,5051.43,Southern,Plains,701,Polar,840,Urban,Extreme
474,40.411786,-61.405839,1062,4485.71,Northern,Wetland,388,Arid,321,Rural,High
475,-40.663513,-117.368671,5402,4513.65,Southern,Coastal,460,Temperate,738,Urban,Low
476,-5.052324,168.963834,2364,560.81,Southern,Desert,243,Temperate,765,Rural,Medium
477,34.773246,175.798288,3655,3859.83,Northern,Coastal,518,Mediterranean,112,Urban,Medium
478,-61.171154,-162.559057,8764,6790.00,Southern,Forest,772,Temperate,185,Urban,Medium
479,71.984533,-155.297175,5755,7990.28,Northern,Wetland,818,Tropical,541,Urban,Extreme
480,-77.062718,33.096801,7808,8553.96,Southern,Wetland,753,Tropical,737,Rural,Medium
481,-84.948997,-74.227793,5208,9429.34,Southern,Mountain,793,Polar,942,Rural,Extreme
482,38.948934,56.536114,1180,4323.33,Northern,Desert,631,Continental,831,Urban,Extreme
483,-56.592696,75.238162,3123,6281.79,Southern,Wetland,712,Mediterranean,451,Urban,High
484,75.394869,-27.612453,7871,8368.83,Northern,Plains,740,Tropical,797,Rural,Low
485,31.867669,134.117588,7413,3537.31,Northern,Mountain,628,Arid,280,Urban,Extreme
486,13.611407,142.968199,5284,1510.87,Northern,Mountain,495,Mediterranean,575,Rural,Extreme
487,-11.400478,66.441969,254,1265.45,Southern,Mountain,81,Temperate,387,Urban,Extreme
488,61.134147,-104.502080,1956,6785.89,Northern,Desert,269,Tropical,552,Rural,Low
489,-17.592127,-161.484199,8429,1952.73,Southern,Plains,537,Tropical,140,Rural,Medium
490,-5.280495,87.284434,5074,586.13,Southern,Desert,865,Continental,899,Rural,Medium
491,-49.974996,36.886076,4851,5547.22,Southern,Mountain,277,Continental,329,Rural,High
492,-58.891555,-13.241577,865,6536.96,Southern,Forest,76,Temperate,416,Rural,Medium
493,-72.145347,-55.438761,3068,8008.13,Southern,Plains,101,Continental,461,Urban,High
494,71.265150,116.413008,4550,7910.43,Northern,Forest,353,Mediterranean,8,Rural,Medium
495,19.148241,6.586919,5856,2125.45,Northern,Plains,709,Temperate,562,Rural,Medium
496,6.253439,-86.998512,4808,694.13,Northern,Forest,618,Polar,381,Urban,Medium
497,61.628481,43.321585,715,6840.76,Northern,Plains,450,Polar,12,Rural,High
498,33.573384,-50.111893,1252,3726.65,Northern,Forest,484,Mediterranean,630,Urban,High
499,48.495170,1.025462,6000,5382.96,Northern,Mountain,564,Continental,627,Urban,High
500,-49.917984,-1.193352,5765,5540.90,Southern,Plains,63,Polar,273,Urban,Extreme
501,-62.045519,-171.368617,4891,6887.05,Southern,Wetland,219,Arid,675,Rural,Medium
502,81.172457,-13.343248,128,9010.14,Northern,Desert,737,Tropical,129,Urban,High
503,-64.043465,-89.119001,2355,7108.82,Southern,Mountain,708,Temperate,448,Rural,Medium
504,16.821320,-144.698575,880,1867.17,Northern,Mountain,669,Temperate,169,Urban,Low
505,-1.915214,-133.263539,159,212.59,Southern,Mountain,411,Arid,417,Rural,Extreme
506,-44.328855,-135.565768,7930,4920.50,Southern,Mountain,410,Tropical,521,Rural,High
507,-39.764488,-47.631072,8433,4413.86,Southern,Wetland,745,Tropical,943,Urban,High
508,-48.552675,-70.131533,2715,5389.35,Southern,Mountain,936,Mediterranean,687,Rural,Low
509,-73.722271,59.751188,8267,8183.17,Southern,Plains,872,Tropical,696,Urban,Medium
510,-33.443438,-54.165116,5638,3712.22,Southern,Coastal,746,Temperate,452,Rural,Medium
511,13.570467,-49.945278,1155,1506.32,Northern,Forest,436,Mediterranean,866,Rural,Low
512,14.235574,-98.067284,3739,1580.15,Northern,Desert,96,Tropical,622,Rural,Extreme
513,78.727337,23.515486,5242,8738.73,Northern,Mountain,785,Temperate,918,Rural,High
514,-35.122569,99.902978,1601,3898.61,Southern,Mountain,904,Arid,606,Rural,Medium
515,2.613299,106.751199,414,290.08,Northern,Wetland,398,Tropical,83,Urban,High
516,82.225921,64.885424,2330,9127.08,Northern,Mountain,206,Temperate,528,Urban,Extreme
517,80.873492,152.325053,1604,8976.96,Northern,Wetland,896,Arid,250,Rural,Extreme
518,-19.168597,-145.782799,6871,2127.71,Southern,Desert,898,Tropical,143,Rural,Low
519,-29.087011,136.834913,4505,3228.66,Southern,Forest,587,Temperate,546,Rural,High
520,-68.747802,-32.937756,5806,7631.01,Southern,Wetland,545,Continental,965,Rural,Extreme
521,-12.790532,-148.673827,3938,1419.75,Southern,Forest,24,Arid,936,Rural,Extreme
522,-27.403064,98.551461,7703,3041.74,Southern,Wetland,270,Continental,988,Rural,Medium
523,71.937641,86.023727,8017,7985.08,Northern,Desert,992,Arid,267,Urban,High
524,22.862246,43.275348,5499,2537.71,Northern,Coastal,917,Tropical,103,Rural,Medium
525,85.269739,-165.952834,7298,9464.94,Northern,Forest,923,Tropical,274,Rural,Low
526,51.464161,31.958381,4279,5712.52,Northern,Desert,16,Continental,813,Urban,High
527,52.908022,163.684648,4036,5872.79,Northern,Plains,85,Tropical,755,Rural,High
528,80.465279,42.398986,4993,8931.65,Northern,Desert,336,Tropical,753,Rural,High
529,-36.737647,84.013967,5199,4077.88,Southern,Desert,751,Arid,280,Rural,Medium
530,-23.623305,44.642843,5370,2622.19,Southern,Plains,866,Temperate,132,Urban,Extreme
531,-15.373167,-120.770707,6033,1706.42,Southern,Wetland,262,Polar,171,Rural,Low
532,-11.289715,-54.833914,5495,1253.16,Southern,Plains,536,Polar,48,Rural,Low
533,1.878490,11.642942,1968,208.51,Northern,Mountain,772,Mediterranean,79,Rural,Medium
534,-38.471406,-13.596849,6223,4270.33,Southern,Forest,853,Temperate,44,Rural,High
535,-25.585749,46.637883,7034,2840.02,Southern,Wetland,909,Arid,990,Rural,High
536,-0.105090,-161.078934,5370,11.66,Southern,Mountain,561,Mediterranean,723,Urban,Low
537,59.054905,-107.539423,4812,6555.09,Northern,Plains,496,Polar,528,Rural,Medium
538,-31.088355,-138.851993,3055,3450.81,Southern,Desert,223,Continental,52,Urban,Medium
539,-6.215391,76.738197,5124,689.91,Southern,Mountain,824,Polar,272,Rural,High
540,-12.961379,140.626203,356,1438.71,Southern,Wetland,618,Arid,798,Rural,Low
541,67.145987,-7.066330,1594,7453.20,Northern,Mountain,783,Mediterranean,811,Rural,Medium
542,78.162654,174.796061,277,8676.05,Northern,Mountain,379,Arid,312,Urban,Low
543,-20.314651,64.894259,6242,2254.93,Southern,Forest,776,Arid,741,Rural,Medium
544,45.311600,19.031589,7114,5029.59,Northern,Wetland,966,Mediterranean,43,Urban,Low
545,-18.470986,-42.571199,5282,2050.28,Southern,Mountain,520,Mediterranean,888,Urban,High
546,-23.287986,74.859228,1425,2584.97,Southern,Wetland,25,Temperate,26,Urban,Medium
547,80.253695,-23.231756,150,8908.16,Northern,Forest,108,Mediterranean,879,Urban,Medium
548,-25.132945,170.274691,4677,2789.76,Southern,Wetland,640,Continental,442,Rural,Extreme
549,55.383137,62.738271,8120,6147.53,Northern,Plains,530,Mediterranean,361,Rural,Low
550,59.815334,81.535002,5646,6639.50,Northern,Desert,96,Polar,851,Rural,Low
551,-46.010255,95.568044,8112,5107.14,Southern,Coastal,520,Tropical,560,Rural,High
552,-42.121742,72.838084,5885,4675.51,Southern,Mountain,99,Temperate,145,Rural,Extreme
553,85.519498,-31.862177,4386,9492.66,Northern,Desert,677,Polar,47,Rural,Low
554,-52.372267,-125.323014,8776,5813.32,Southern,Plains,560,Tropical,957,Urban,High
555,43.968377,-148.366665,4158,4880.49,Northern,Plains,762,Continental,820,Urban,High
556,52.055899,66.882573,988,5778.20,Northern,Coastal,726,Polar,16,Rural,High
557,67.545755,-11.554304,7864,7497.58,Northern,Coastal,396,Tropical,390,Rural,Low
558,-62.358604,-134.692854,3468,6921.81,Southern,Desert,576,Tropical,758,Rural,Low
559,71.772041,-24.315165,2249,7966.70,Northern,Forest,309,Continental,656,Urban,High
560,63.744319,56.169227,8828,7075.62,Northern,Coastal,321,Continental,958,Rural,Medium
561,-50.663905,-177.265159,132,5623.69,Southern,Desert,168,Arid,971,Urban,Low
562,24.371741,-80.833240,5603,2705.26,Northern,Mountain,258,Tropical,310,Rural,Medium
563,-23.784473,72.597506,3690,2640.08,Southern,Desert,861,Arid,575,Urban,Extreme
564,27.198515,-42.199898,162,3019.04,Northern,Mountain,49,Temperate,994,Urban,Low
565,55.556275,70.369631,2219,6166.75,Northern,Wetland,764,Continental,582,Rural,Extreme
566,5.372946,11.437963,8797,596.40,Northern,Plains,237,Polar,975,Urban,High
567,-66.771675,80.297366,4632,7411.66,Southern,Forest,551,Tropical,500,Rural,High
568,-20.720008,77.675804,4116,2299.92,Southern,Wetland,604,Polar,820,Rural,Medium
569,-61.796693,-107.386020,7435,6859.43,Southern,Coastal,328,Tropical,521,Rural,Extreme
570,-87.448555,-17.563939,284,9706.79,Southern,Wetland,191,Arid,857,Rural,Low
571,-15.868520,67.458710,1901,1761.41,Southern,Wetland,36,Tropical,668,Urban,Low
572,-22.833417,70.351378,6007,2534.51,Southern,Wetland,607,Polar,352,Rural,Low
573,-49.594227,81.255081,7045,5504.96,Southern,Coastal,285,Arid,993,Urban,Low
574,-19.986710,21.592125,7603,2218.52,Southern,Desert,157,Temperate,666,Rural,High
575,85.209170,85.824463,2862,9458.22,Northern,Desert,776,Polar,468,Urban,High
576,52.014634,-125.274381,4729,5773.62,Northern,Forest,242,Temperate,89,Rural,Extreme
577,67.926552,-9.250114,6746,7539.85,Northern,Plains,744,Tropical,663,Rural,High
578,-31.475087,-143.518742,2356,3493.73,Southern,Wetland,452,Arid,612,Rural,High
579,13.965048,43.830671,7402,1550.12,Northern,Coastal,265,Continental,243,Rural,Extreme
580,13.083520,120.571071,200,1452.27,Northern,Mountain,421,Tropical,739,Urban,Low
581,66.782117,-138.236376,6080,7412.82,Northern,Mountain,255,Mediterranean,91,Rural,High
582,55.729091,30.843123,7488,6185.93,Northern,Coastal,449,Mediterranean,379,Rural,Low
583,-7.031786,108.171846,3664,780.53,Southern,Wetland,475,Polar,219,Rural,Low
584,-74.466180,-128.189829,4834,8265.75,Southern,Plains,702,Continental,198,Rural,High
585,54.008831,-149.786127,8283,5994.98,Northern,Forest,712,Continental,446,Rural,Medium
586,30.951873,72.584840,3828,3435.66,Northern,Mountain,610,Polar,363,Urban,High
587,-38.058546,117.236740,8454,4224.50,Southern,Coastal,528,Tropical,444,Rural,Medium
588,-85.430398,-149.765007,5016,9482.77,Southern,Plains,801,Temperate,894,Urban,Medium
589,34.620994,178.220731,4245,3842.93,Northern,Plains,122,Continental,637,Rural,Low
590,25.739158,21.119158,7639,2857.05,Northern,Plains,680,Continental,798,Rural,Medium
591,-84.267794,-134.868835,4814,9353.73,Southern,Wetland,437,Polar,124,Rural,High
592,11.206121,164.589483,3446,1243.88,Northern,Plains,29,Continental,330,Rural,Medium
593,-8.990677,96.400563,6902,997.97,Southern,Plains,568,Arid,979,Rural,Low
594,-39.819150,-94.753078,2421,4419.93,Southern,Plains,38,Temperate,146,Rural,Medium
595,66.516522,65.112748,1735,7383.33,Northern,Wetland,765,Temperate,56,Urban,Extreme
596,-68.908328,-69.065264,7841,7648.82,Southern,Wetland,276,Arid,66,Rural,High
597,46.080829,10.784281,5538,5114.97,Northern,Coastal,383,Tropical,872,Rural,Extreme
598,-49.944299,-0.912785,1352,5543.82,Southern,Coastal,747,Arid,81,Rural,Extreme
599,82.627348,98.999641,8509,9171.64,Northern,Wetland,829,Tropical,86,Rural,Extreme
600,-23.174741,-10.714984,6619,2572.40,Southern,Forest,306,Polar,516,Rural,Low
601,-66.715091,-56.438213,1006,7405.38,Southern,Forest,777,Polar,208,Rural,High
602,66.362920,-65.083815,1354,7366.28,Northern,Wetland,524,Mediterranean,514,Rural,Extreme
603,-3.905432,55.224460,6602,433.50,Southern,Coastal,624,Continental,259,Urban,Medium
604,-46.049652,-148.335797,1542,5111.51,Southern,Wetland,874,Continental,966,Rural,Medium
605,7.575752,168.486547,3334,840.91,Northern,Desert,900,Polar,432,Rural,High
606,-30.712231,-167.329332,8484,3409.06,Southern,Mountain,356,Temperate,158,Rural,Medium
607,59.887593,-165.478153,682,6647.52,Northern,Wetland,300,Continental,176,Rural,High
608,-63.791190,-134.856341,2440,7080.82,Southern,Mountain,258,Tropical,613,Rural,Extreme
