ID,Value,Squared,Cubed,Square Root,Natural Log,Sine,Cosine,Is Even
469,38,219961,103161709,21.656,6.151,-0.785,-0.619,false
470,7,220900,103823000,21.679,6.153,-0.945,0.326,true
471,47,221841,104487111,21.703,6.155,-0.237,0.972,false
472,27,222784,105154048,21.726,6.157,0.690,0.724,true
473,19,223729,105823817,21.749,6.159,0.982,-0.189,false
474,31,224676,106496424,21.772,6.161,0.371,-0.928,true
475,5,225625,107171875,21.794,6.163,-0.581,-0.814,false
476,92,226576,107850176,21.817,6.165,-0.999,0.049,true
477,14,227529,108531333,21.840,6.168,-0.499,0.867,false
478,55,228484,109215352,21.863,6.170,0.460,0.888,true
479,73,229441,109902239,21.886,6.172,0.996,0.093,false
480,25,230400,110592000,21.909,6.174,0.616,-0.788,true
481,68,231361,111284641,21.932,6.176,-0.330,-0.944,false
482,70,232324,111980168,21.954,6.178,-0.973,-0.232,true
483,96,233289,112678587,21.977,6.180,-0.721,0.693,false
484,52,234256,113379904,22.000,6.182,0.194,0.981,true
485,19,235225,114084125,22.023,6.184,0.930,0.367,false
486,41,236196,114791256,22.045,6.186,0.812,-0.584,true
487,65,237169,115501303,22.068,6.188,-0.053,-0.999,false
488,63,238144,116214272,22.091,6.190,-0.869,-0.495,true
489,66,239121,116930169,22.113,6.192,-0.886,0.464,false
490,9,240100,117649000,22.136,6.194,-0.088,0.996,true
491,12,241081,118370771,22.159,6.196,0.790,0.613,false
492,15,242064,119095488,22.181,6.198,0.943,-0.334,true
493,46,243049,119823157,22.204,6.201,0.228,-0.974,false
494,4,244036,120553784,22.226,6.203,-0.696,-0.718,true
495,61,245025,121287375,22.249,6.205,-0.980,0.198,false
496,17,246016,122023936,22.271,6.207,-0.363,0.932,true
497,22,247009,122763473,22.293,6.209,0.588,0.809,false
498,85,248004,123505992,22.316,6.211,0.998,-0.058,true
499,2,249001,124251499,22.338,6.213,0.491,-0.871,false
500,62,250000,125000000,22.361,6.215,-0.468,-0.884,true
501,67,251001,125751501,22.383,6.217,-0.996,-0.084,false
502,46,252004,126506008,22.405,6.219,-0.609,0.793,true
503,28,253009,127263527,22.428,6.221,0.338,0.941,false
504,92,254016,128024064,22.450,6.223,0.975,0.224,true
505,19,255025,128787625,22.472,6.225,0.715,-0.699,false
506,59,256036,129554216,22.494,6.227,-0.202,-0.979,true
507,56,257049,130323843,22.517,6.229,-0.933,-0.359,false
508,16,258064,131096512,22.539,6.230,-0.806,0.591,true
509,43,259081,131872229,22.561,6.232,0.062,0.998,false
510,76,260100,132651000,22.583,6.234,0.873,0.487,true
511,73,261121,133432831,22.605,6.236,0.882,-0.472,false
512,21,262144,134217728,22.627,6.238,0.080,-0.997,true
513,40,263169,135005697,22.650,6.240,-0.796,-0.606,false
514,98,264196,135796744,22.672,6.242,-0.940,0.343,true
515,51,265225,136590875,22.694,6.244,-0.219,0.976,false
516,44,266256,137388096,22.716,6.246,0.702,0.712,true
517,12,267289,138188413,22.738,6.248,0.978,-0.207,false
518,72,268324,138991832,22.760,6.250,0.355,-0.935,true
519,66,269361,139798359,22.782,6.252,-0.595,-0.804,false
520,11,270400,140608000,22.804,6.254,-0.998,0.066,true
521,19,271441,141420761,22.825,6.256,-0.483,0.875,false
522,83,272484,142236648,22.847,6.258,0.476,0.880,true
523,23,273529,143055667,22.869,6.260,0.997,0.075,false
524,70,274576,143877824,22.891,6.261,0.602,-0.799,true
525,92,275625,144703125,22.913,6.263,-0.347,-0.938,false
526,12,276676,145531576,22.935,6.265,-0.977,-0.215,true
527,31,277729,146363183,22.956,6.267,-0.709,0.706,false
528,99,278784,147197952,22.978,6.269,0.211,0.978,true
529,83,279841,148035889,23.000,6.271,0.936,0.351,false
530,44,280900,148877000,23.022,6.273,0.801,-0.599,true
531,37,281961,149721291,23.043,6.275,-0.071,-0.997,false
532,85,283024,150568768,23.065,6.277,-0.878,-0.479,true
533,42,284089,151419437,23.087,6.279,-0.878,0.479,false
534,29,285156,152273304,23.108,6.280,-0.071,0.997,true
535,45,286225,153130375,23.130,6.282,0.801,0.598,false
536,20,287296,153990656,23.152,6.284,0.936,-0.351,true
537,78,288369,154854153,23.173,6.286,0.211,-0.978,false
538,73,289444,155720872,23.195,6.288,-0.709,-0.706,true
539,61,290521,156590819,23.216,6.290,-0.977,0.215,false
540,5,291600,157464000,23.238,6.292,-0.347,0.938,true
541,80,292681,158340421,23.259,6.293,0.602,0.798,false
542,7,293764,159220088,23.281,6.295,0.997,-0.075,true
543,85,294849,160103007,23.302,6.297,0.475,-0.880,false
544,43,295936,160989184,23.324,6.299,-0.483,-0.875,true
545,4,297025,161878625,23.345,6.301,-0.998,-0.066,false
546,81,298116,162771336,23.367,6.303,-0.595,0.804,true
547,50,299209,163667323,23.388,6.304,0.355,0.935,false
548,46,300304,164566592,23.409,6.306,0.978,0.206,true
549,85,301401,165469149,23.431,6.308,0.702,-0.712,false
550,16,302500,166375000,23.452,6.310,-0.219,-0.976,true
551,80,303601,167284151,23.473,6.312,-0.940,-0.342,false
552,44,304704,168196608,23.495,6.314,-0.796,0.606,true
553,30,305809,169112377,23.516,6.315,0.080,0.997,false
554,31,306916,170031464,23.537,6.317,0.882,0.472,true
555,34,308025,170953875,23.558,6.319,0.873,-0.487,false
556,42,309136,171879616,23.580,6.321,0.062,-0.998,true
557,22,310249,172808693,23.601,6.323,-0.806,-0.591,false
558,28,311364,173741112,23.622,6.324,-0.933,0.359,true
559,75,312481,174676879,23.643,6.326,-0.202,0.979,false
560,70,313600,175616000,23.664,6.328,0.715,0.699,true
561,44,314721,176558481,23.685,6.330,0.975,-0.224,false
562,2,315844,177504328,23.707,6.332,0.338,-0.941,true
563,87,316969,178453547,23.728,6.333,-0.609,-0.793,false
564,62,318096,179406144,23.749,6.335,-0.996,0.084,true
565,87,319225,180362125,23.770,6.337,-0.468,0.884,false
566,88,320356,181321496,23.791,6.339,0.491,0.871,true
567,8,321489,182284263,23.812,6.340,0.998,0.057,false
568,12,322624,183250432,23.833,6.342,0.588,-0.809,true
569,39,323761,184220009,23.854,6.344,-0.363,-0.932,false
570,34,324900,185193000,23.875,6.346,-0.980,-0.198,true
571,41,326041,186169411,23.896,6.347,-0.696,0.718,false
572,59,327184,187149248,23.917,6.349,0.228,0.974,true
573,19,328329,188132517,23.937,6.351,0.943,0.334,false
574,55,329476,189119224,23.958,6.353,0.790,-0.613,true
575,6,330625,190109375,23.979,6.354,-0.088,-0.996,false
576,66,331776,191102976,24.000,6.356,-0.886,-0.464,true
577,73,332929,192100033,24.021,6.358,-0.869,0.495,false
578,90,334084,193100552,24.042,6.360,-0.053,0.999,true
579,8,335241,194104539,24.062,6.361,0.812,0.584,false
580,84,336400,195112000,24.083,6.363,0.930,-0.367,true
581,63,337561,196122941,24.104,6.365,0.193,-0.981,false
582,43,338724,197137368,24.125,6.366,-0.721,-0.693,true
583,25,339889,198155287,24.145,6.368,-0.973,0.232,false
584,12,341056,199176704,24.166,6.370,-0.330,0.944,true
585,43,342225,200201625,24.187,6.372,0.616,0.788,false
586,20,343396,201230056,24.207,6.373,0.996,-0.093,true
587,30,344569,202262003,24.228,6.375,0.460,-0.888,false
588,55,345744,203297472,24.249,6.377,-0.499,-0.867,true
589,12,346921,204336469,24.269,6.378,-0.999,-0.049,false
590,52,348100,205379000,24.290,6.380,-0.581,0.814,true
591,11,349281,206425071,24.310,6.382,0.371,0.928,false
592,94,350464,207474688,24.331,6.384,0.982,0.189,true
593,77,351649,208527857,24.352,6.385,0.690,-0.724,false
594,60,352836,209584584,24.372,6.387,-0.237,-0.972,true
595,67,354025,210644875,24.393,6.389,-0.945,-0.326,false
596,18,355216,211708736,24.413,6.390,-0.785,0.620,true
597,32,356409,212776173,24.434,6.392,0.097,0.995,false
598,74,357604,213847192,24.454,6.394,0.890,0.456,true
599,81,358801,214921799,24.474,6.395,0.865,-0.503,false
600,28,360000,216000000,24.495,6.397,0.044,-0.999,true
601,7,361201,217081801,24.515,6.399,-0.817,-0.577,false
602,26,362404,218167208,24.536,6.400,-0.927,0.376,true
603,67,363609,219256227,24.556,6.402,-0.185,0.983,false
604,75,364816,220348864,24.576,6.404,0.727,0.686,true
605,8,366025,221445125,24.597,6.405,0.971,-0.241,false
606,78,367236,222545016,24.617,6.407,0.322,-0.947,true
607,60,368449,223648543,24.637,6.409,-0.623,-0.782,false
608,82,369664,224755712,24.658,6.410,-0.995,0.102,true
609,17,370881,225866529,24.678,6.412,-0.452,0.892,false
610,21,372100,226981000,24.698,6.413,0.506,0.862,true
611,18,373321,228099131,24.718,6.415,0.999,0.040,false
612,12,374544,229220928,24.739,6.417,0.573,-0.819,true
613,51,375769,230346397,24.759,6.418,-0.380,-0.925,false
614,14,376996,231475544,24.779,6.420,-0.984,-0.180,true
615,10,378225,232608375,24.799,6.422,-0.683,0.730,false
616,40,379456,233744896,24.819,6.423,0.245,0.969,true
617,93,380689,234885113,24.839,6.425,0.948,0.317,false
618,69,381924,236029032,24.860,6.426,0.779,-0.626,true
619,33,383161,237176659,24.880,6.428,-0.106,-0.994,false
620,83,384400,238328000,24.900,6.430,-0.894,-0.448,true
621,64,385641,239483061,24.920,6.431,-0.860,0.510,false
622,88,386884,240641848,24.940,6.433,-0.035,0.999,true
623,3,388129,241804367,24.960,6.435,0.822,0.570,false
624,54,389376,242970624,24.980,6.436,0.923,-0.384,true
625,70,390625,244140625,25.000,6.438,0.176,-0.984,false
626,88,391876,245314376,25.020,6.439,-0.733,-0.680,true
627,94,393129,246491883,25.040,6.441,-0.968,0.250,false
628,35,394384,247673152,25.060,6.443,-0.313,0.950,true
629,99,395641,248858189,25.080,6.444,0.630,0.777,false
630,1,396900,250047000,25.100,6.446,0.994,-0.110,true
631,49,398161,251239591,25.120,6.447,0.444,-0.896,false
632,39,399424,252435968,25.140,6.449,-0.514,-0.858,true
633,23,400689,253636137,25.159,6.450,-1.000,-0.031,false
634,30,401956,254840104,25.179,6.452,-0.566,0.824,true
635,62,403225,256047875,25.199,6.454,0.388,0.922,false
636,32,404496,257259456,25.219,6.455,0.985,0.172,true
637,57,405769,258474853,25.239,6.457,0.677,-0.736,false
638,99,407044,259694072,25.259,6.458,-0.254,-0.967,true
639,60,408321,260917119,25.278,6.460,-0.951,-0.309,false
640,85,409600,262144000,25.298,6.461,-0.774,0.633,true
641,19,410881,263374721,25.318,6.463,0.115,0.993,false
642,78,412164,264609288,25.338,6.465,0.898,0.440,true
643,94,413449,265847707,25.357,6.466,0.855,-0.518,false
644,84,414736,267089984,25.377,6.468,0.026,-1.000,true
645,13,416025,268336125,25.397,6.469,-0.827,-0.562,false
646,68,417316,269586136,25.417,6.471,-0.920,0.392,true
647,50,418609,270840023,25.436,6.472,-0.167,0.986,false
648,36,419904,272097792,25.456,6.474,0.739,0.673,true
649,92,421201,273359449,25.475,6.475,0.966,-0.258,false
650,57,422500,274625000,25.495,6.477,0.305,-0.952,true
651,84,423801,275894451,25.515,6.479,-0.637,-0.771,false
652,20,425104,277167808,25.534,6.480,-0.993,0.119,true
653,81,426409,278445077,25.554,6.482,-0.436,0.900,false
654,22,427716,279726264,25.573,6.483,0.522,0.853,true
655,19,429025,281011375,25.593,6.485,1.000,0.022,false
656,18,430336,282300416,25.612,6.486,0.559,-0.829,true
657,60,431649,283593393,25.632,6.488,-0.396,-0.918,false
658,80,432964,284890312,25.652,6.489,-0.987,-0.163,true
659,25,434281,286191179,25.671,6.491,-0.670,0.742,false
660,53,435600,287496000,25.690,6.492,0.262,0.965,true
661,81,436921,288804781,25.710,6.494,0.954,0.301,false
662,10,438244,290117528,25.729,6.495,0.768,-0.640,true
663,24,439569,291434247,25.749,6.497,-0.124,-0.992,false
664,45,440896,292754944,25.768,6.498,-0.902,-0.432,true
665,74,442225,294079625,25.788,6.500,-0.851,0.525,false
666,81,443556,295408296,25.807,6.501,-0.018,1.000,true
667,86,444889,296740963,25.826,6.503,0.832,0.555,false
668,97,446224,298077632,25.846,6.504,0.916,-0.400,true
669,45,447561,299418309,25.865,6.506,0.159,-0.987,false
670,9,448900,300763000,25.884,6.507,-0.745,-0.667,true
671,2,450241,302111711,25.904,6.509,-0.964,0.267,false
672,94,451584,303464448,25.923,6.510,-0.296,0.955,true
673,21,452929,304821217,25.942,6.512,0.644,0.765,false
674,71,454276,306182024,25.962,6.513,0.992,-0.128,true
675,100,455625,307546875,25.981,6.515,0.428,-0.904,false
676,89,456976,308915776,26.000,6.516,-0.529,-0.849,true
677,73,458329,310288733,26.019,6.518,-1.000,-0.013,false
678,70,459684,311665752,26.038,6.519,-0.551,0.834,true
679,24,461041,313046839,26.058,6.521,0.404,0.915,false
680,31,462400,314432000,26.077,6.522,0.988,0.154,true
681,31,463761,315821241,26.096,6.524,0.664,-0.748,false
682,74,465124,317214568,26.115,6.525,-0.271,-0.963,true
683,66,466489,318611987,26.134,6.526,-0.956,-0.292,false
684,52,467856,320013504,26.153,6.528,-0.763,0.647,true
685,7,469225,321419125,26.173,6.529,0.132,0.991,false
686,19,470596,322828856,26.192,6.531,0.906,0.424,true
687,95,471969,324242703,26.211,6.532,0.846,-0.533,false
688,64,473344,325660672,26.230,6.534,0.009,-1.000,true
689,46,474721,327082769,26.249,6.535,-0.837,-0.548,false
690,97,476100,328509000,26.268,6.537,-0.913,0.408,true
691,37,477481,329939371,26.287,6.538,-0.150,0.989,false
692,57,478864,331373888,26.306,6.540,0.751,0.660,true
693,36,480249,332812557,26.325,6.541,0.961,-0.275,false
694,18,481636,334255384,26.344,6.542,0.288,-0.958,true
695,78,483025,335702375,26.363,6.544,-0.650,-0.760,false
696,97,484416,337153536,26.382,6.545,-0.991,0.137,true
697,38,485809,338608873,26.401,6.547,-0.420,0.907,false
698,100,487204,340068392,26.420,6.548,0.537,0.844,true
699,1,488601,341532099,26.439,6.550,1.000,0.004,false
700,22,490000,343000000,26.458,6.551,0.544,-0.839,true
701,1,491401,344472101,26.476,6.553,-0.412,-0.911,false
702,67,492804,345948408,26.495,6.554,-0.989,-0.145,true
703,69,494209,347428927,26.514,6.555,-0.657,0.754,false
704,64,495616,348913664,26.533,6.557,0.279,0.960,true
705,78,497025,350402625,26.552,6.558,0.959,0.284,false
706,60,498436,351895816,26.571,6.560,0.757,-0.654,true
707,55,499849,353393243,26.589,6.561,-0.141,-0.990,false
708,26,501264,354894912,26.608,6.562,-0.909,-0.416,true
709,28,502681,356400829,26.627,6.564,-0.841,0.540,false
710,27,504100,357911000,26.646,6.565,0.000,1.000,true
711,74,505521,359425431,26.665,6.567,0.842,0.540,false
712,42,506944,360944128,26.683,6.568,0.909,-0.416,true
713,35,508369,362467097,26.702,6.569,0.141,-0.990,false
714,53,509796,363994344,26.721,6.571,-0.757,-0.654,true
715,51,511225,365525875,26.739,6.572,-0.959,0.284,false
716,59,512656,367061696,26.758,6.574,-0.279,0.960,true
717,62,514089,368601813,26.777,6.575,0.657,0.754,false
718,89,515524,370146232,26.796,6.576,0.989,-0.146,true
719,28,516961,371694959,26.814,6.578,0.412,-0.911,false
720,23,518400,373248000,26.833,6.579,-0.544,-0.839,true
721,41,519841,374805361,26.851,6.581,-1.000,0.004,false
722,99,521284,376367048,26.870,6.582,-0.537,0.844,true
723,98,522729,377933067,26.889,6.583,0.420,0.907,false
724,49,524176,379503424,26.907,6.585,0.991,0.137,true
725,83,525625,381078125,26.926,6.586,0.650,-0.760,false
726,65,527076,382657176,26.944,6.588,-0.288,-0.958,true
727,27,528529,384240583,26.963,6.589,-0.961,-0.275,false
728,80,529984,385828352,26.981,6.590,-0.751,0.660,true
729,5,531441,387420489,27.000,6.592,0.150,0.989,false
730,83,532900,389017000,27.019,6.593,0.913,0.408,true
731,56,534361,390617891,27.037,6.594,0.837,-0.548,false
732,92,535824,392223168,27.055,6.596,-0.009,-1.000,true
733,76,537289,393832837,27.074,6.597,-0.846,-0.533,false
734,91,538756,395446904,27.092,6.599,-0.906,0.424,true
735,80,540225,397065375,27.111,6.600,-0.132,0.991,false
736,72,541696,398688256,27.129,6.601,0.763,0.647,true
737,22,543169,400315553,27.148,6.603,0.956,-0.292,false
738,74,544644,401947272,27.166,6.604,0.271,-0.963,true
739,66,546121,403583419,27.185,6.605,-0.664,-0.748,false
740,10,547600,405224000,27.203,6.607,-0.988,0.154,true
741,11,549081,406869021,27.221,6.608,-0.404,0.915,false
742,44,550564,408518488,27.240,6.609,0.551,0.834,true
743,11,552049,410172407,27.258,6.611,1.000,-0.013,false
744,51,553536,411830784,27.276,6.612,0.529,-0.849,true
745,91,555025,413493625,27.295,6.613,-0.428,-0.904,false
746,22,556516,415160936,27.313,6.615,-0.992,-0.128,true
747,22,558009,416832723,27.331,6.616,-0.643,0.765,false
748,57,559504,418508992,27.350,6.617,0.296,0.955,true
749,14,561001,420189749,27.368,6.619,0.964,0.267,false
750,87,562500,421875000,27.386,6.620,0.745,-0.667,true
751,50,564001,423564751,27.404,6.621,-0.159,-0.987,false
752,35,565504,425259008,27.423,6.623,-0.917,-0.400,true
753,98,567009,426957777,27.441,6.624,-0.832,0.555,false
754,7,568516,428661064,27.459,6.625,0.018,1.000,true
755,54,570025,430368875,27.477,6.627,0.851,0.525,false
756,74,571536,432081216,27.495,6.628,0.902,-0.432,true
757,2,573049,433798093,27.514,6.629,0.124,-0.992,false
758,24,574564,435519512,27.532,6.631,-0.768,-0.640,true
759,23,576081,437245479,27.550,6.632,-0.954,0.301,false
760,74,577600,438976000,27.568,6.633,-0.262,0.965,true
761,56,579121,440711081,27.586,6.635,0.670,0.742,false
762,59,580644,442450728,27.604,6.636,0.987,-0.163,true
763,24,582169,444194947,27.622,6.637,0.396,-0.918,false
764,91,583696,445943744,27.641,6.639,-0.559,-0.829,true
765,45,585225,447697125,27.659,6.640,-1.000,0.022,false
766,26,586756,449455096,27.677,6.641,-0.521,0.853,true
767,86,588289,451217663,27.695,6.642,0.436,0.900,false
768,84,589824,452984832,27.713,6.644,0.993,0.119,true
769,78,591361,454756609,27.731,6.645,0.637,-0.771,false
770,36,592900,456533000,27.749,6.646,-0.305,-0.952,true
771,100,594441,458314011,27.767,6.648,-0.966,-0.258,false
772,77,595984,460099648,27.785,6.649,-0.739,0.674,true
773,8,597529,461889917,27.803,6.650,0.167,0.986,false
774,91,599076,463684824,27.821,6.652,0.920,0.392,true
775,23,600625,465484375,27.839,6.653,0.827,-0.563,false
776,100,602176,467288576,27.857,6.654,-0.027,-1.000,true
777,86,603729,469097433,27.875,6.655,-0.856,-0.518,false
778,76,605284,470910952,27.893,6.657,-0.898,0.440,true
779,76,606841,472729139,27.911,6.658,-0.115,0.993,false
780,86,608400,474552000,27.928,6.659,0.774,0.633,true
781,1,609961,476379541,27.946,6.661,0.951,-0.309,false
782,9,611524,478211768,27.964,6.662,0.254,-0.967,true
783,69,613089,480048687,27.982,6.663,-0.677,-0.736,false
784,34,614656,481890304,28.000,6.664,-0.985,0.172,true
785,24,616225,483736625,28.018,6.666,-0.388,0.922,false
786,68,617796,485587656,28.036,6.667,0.566,0.824,true
787,31,619369,487443403,28.054,6.668,1.000,-0.031,false
788,99,620944,489303872,28.071,6.669,0.514,-0.858,true
789,95,622521,491169069,28.089,6.671,-0.444,-0.896,false
790,43,624100,493039000,28.107,6.672,-0.994,-0.110,true
791,2,625681,494913671,28.125,6.673,-0.630,0.777,false
792,76,627264,496793088,28.142,6.675,0.313,0.950,true
793,25,628849,498677257,28.160,6.676,0.968,0.249,false
794,25,630436,500566184,28.178,6.677,0.733,-0.680,true
795,60,632025,502459875,28.196,6.678,-0.176,-0.984,false
796,93,633616,504358336,28.213,6.680,-0.923,-0.384,true
797,79,635209,506261573,28.231,6.681,-0.822,0.570,false
798,33,636804,508169592,28.249,6.682,0.035,0.999,true
799,78,638401,510082399,28.267,6.683,0.860,0.510,false
800,26,640000,512000000,28.284,6.685,0.894,-0.448,true
801,84,641601,513922401,28.302,6.686,0.106,-0.994,false
802,12,643204,515849608,28.320,6.687,-0.780,-0.626,true
803,7,644809,517781627,28.337,6.688,-0.948,0.317,false
804,1,646416,519718464,28.355,6.690,-0.245,0.969,true
805,60,648025,521660125,28.373,6.691,0.683,0.730,false
806,19,649636,523606616,28.390,6.692,0.984,-0.180,true
807,77,651249,525557943,28.408,6.693,0.380,-0.925,false
808,63,652864,527514112,28.425,6.695,-0.573,-0.819,true
809,34,654481,529475129,28.443,6.696,-0.999,0.040,false
810,89,656100,531441000,28.460,6.697,-0.506,0.862,true
811,22,657721,533411731,28.478,6.698,0.452,0.892,false
812,56,659344,535387328,28.496,6.700,0.995,0.102,true
813,14,660969,537367797,28.513,6.701,0.623,-0.782,false
814,46,662596,539353144,28.531,6.702,-0.322,-0.947,true
815,18,664225,541343375,28.548,6.703,-0.971,-0.241,false
816,29,665856,543338496,28.566,6.704,-0.727,0.687,true
817,65,667489,545338513,28.583,6.706,0.185,0.983,false
818,46,669124,547343432,28.601,6.707,0.927,0.375,true
819,77,670761,549353259,28.618,6.708,0.817,-0.577,false
820,74,672400,551368000,28.636,6.709,-0.044,-0.999,true
821,75,674041,553387661,28.653,6.711,-0.865,-0.502,false
822,24,675684,555412248,28.671,6.712,-0.890,0.456,true
823,52,677329,557441767,28.688,6.713,-0.097,0.995,false
824,22,678976,559476224,28.705,6.714,0.785,0.619,true
825,28,680625,561515625,28.723,6.715,0.945,-0.326,false
826,86,682276,563559976,28.740,6.717,0.237,-0.972,true
827,50,683929,565609283,28.758,6.718,-0.690,-0.724,false
828,44,685584,567663552,28.775,6.719,-0.982,0.189,true
829,8,687241,569722789,28.792,6.720,-0.371,0.928,false
830,39,688900,571787000,28.810,6.721,0.581,0.814,true
831,26,690561,573856191,28.827,6.723,0.999,-0.049,false
832,16,692224,575930368,28.844,6.724,0.499,-0.867,true
833,57,693889,578009537,28.862,6.725,-0.460,-0.888,false
834,49,695556,580093704,28.879,6.726,-0.996,-0.093,true
835,86,697225,582182875,28.896,6.727,-0.616,0.788,false
836,98,698896,584277056,28.914,6.729,0.330,0.944,true
837,32,700569,586376253,28.931,6.730,0.973,0.232,false
838,9,702244,588480472,28.948,6.731,0.721,-0.693,true
839,89,703921,590589719,28.965,6.732,-0.194,-0.981,false
840,49,705600,592704000,28.983,6.733,-0.930,-0.367,true
841,44,707281,594823321,29.000,6.735,-0.812,0.584,false
842,38,708964,596947688,29.017,6.736,0.053,0.999,true
843,40,710649,599077107,29.034,6.737,0.869,0.495,false
844,22,712336,601211584,29.052,6.738,0.886,-0.464,true
845,44,714025,603351125,29.069,6.739,0.088,-0.996,false
846,80,715716,605495736,29.086,6.741,-0.790,-0.613,true
847,66,717409,607645423,29.103,6.742,-0.942,0.334,false
848,67,719104,609800192,29.120,6.743,-0.228,0.974,true
849,16,720801,611960049,29.138,6.744,0.696,0.718,false
850,28,722500,614125000,29.155,6.745,0.980,-0.198,true
851,71,724201,616295051,29.172,6.746,0.363,-0.932,false
852,62,725904,618470208,29.189,6.748,-0.588,-0.809,true
853,92,727609,620650477,29.206,6.749,-0.998,0.058,false
854,57,729316,622835864,29.223,6.750,-0.491,0.871,true
855,60,731025,625026375,29.240,6.751,0.468,0.884,false
856,12,732736,627222016,29.257,6.752,0.996,0.084,true
857,72,734449,629422793,29.275,6.753,0.609,-0.793,false
858,45,736164,631628712,29.292,6.755,-0.338,-0.941,true
859,82,737881,633839779,29.309,6.756,-0.975,-0.224,false
860,5,739600,636056000,29.326,6.757,-0.715,0.699,true
861,87,741321,638277381,29.343,6.758,0.202,0.979,false
862,28,743044,640503928,29.360,6.759,0.933,0.359,true
863,29,744769,642735647,29.377,6.760,0.806,-0.591,false
864,65,746496,644972544,29.394,6.762,-0.062,-0.998,true
865,31,748225,647214625,29.411,6.763,-0.873,-0.487,false
866,14,749956,649461896,29.428,6.764,-0.882,0.472,true
867,25,751689,651714363,29.445,6.765,-0.079,0.997,false
868,82,753424,653972032,29.462,6.766,0.796,0.605,true
869,23,755161,656234909,29.479,6.767,0.939,-0.343,false
870,64,756900,658503000,29.496,6.768,0.219,-0.976,true
871,88,758641,660776311,29.513,6.770,-0.702,-0.712,false
872,72,760384,663054848,29.530,6.771,-0.978,0.207,true
873,62,762129,665338617,29.547,6.772,-0.355,0.935,false
874,58,763876,667627624,29.563,6.773,0.595,0.804,true
875,9,765625,669921875,29.580,6.774,0.998,-0.066,false
876,62,767376,672221376,29.597,6.775,0.483,-0.875,true
877,77,769129,674526133,29.614,6.777,-0.476,-0.880,false
878,21,770884,676836152,29.631,6.778,-0.997,-0.075,true
879,6,772641,679151439,29.648,6.779,-0.602,0.799,false
880,46,774400,681472000,29.665,6.780,0.347,0.938,true
881,54,776161,683797841,29.682,6.781,0.977,0.215,false
882,59,777924,686128968,29.698,6.782,0.709,-0.706,true
883,15,779689,688465387,29.715,6.783,-0.211,-0.978,false
884,77,781456,690807104,29.732,6.784,-0.936,-0.351,true
885,4,783225,693154125,29.749,6.786,-0.801,0.599,false
886,16,784996,695506456,29.766,6.787,0.071,0.997,true
887,62,786769,697864103,29.783,6.788,0.878,0.479,false
888,42,788544,700227072,29.799,6.789,0.878,-0.479,true
889,85,790321,702595369,29.816,6.790,0.071,-0.998,false
890,60,792100,704969000,29.833,6.791,-0.801,-0.598,true
891,8,793881,707347971,29.850,6.792,-0.936,0.351,false
892,21,795664,709732288,29.866,6.793,-0.211,0.978,true
893,1,797449,712121957,29.883,6.795,0.709,0.705,false
894,97,799236,714516984,29.900,6.796,0.977,-0.215,true
895,38,801025,716917375,29.917,6.797,0.347,-0.938,false
896,24,802816,719323136,29.933,6.798,-0.602,-0.798,true
897,15,804609,721734273,29.950,6.799,-0.997,0.075,false
898,83,806404,724150792,29.967,6.800,-0.475,0.880,true
899,100,808201,726572699,29.983,6.801,0.483,0.875,false
900,84,810000,729000000,30.000,6.802,0.998,0.066,true
901,39,811801,731432701,30.017,6.804,0.595,-0.804,false
902,20,813604,733870808,30.033,6.805,-0.355,-0.935,true
903,21,815409,736314327,30.050,6.806,-0.978,-0.206,false
904,83,817216,738763264,30.067,6.807,-0.702,0.712,true
905,27,819025,741217625,30.083,6.808,0.220,0.976,false
906,51,820836,743677416,30.100,6.809,0.940,0.342,true
907,100,822649,746142643,30.116,6.810,0.796,-0.606,false
908,78,824464,748613312,30.133,6.811,-0.080,-0.997,true
909,83,826281,751089429,30.150,6.812,-0.882,-0.472,false
910,20,828100,753571000,30.166,6.813,-0.873,0.487,true
911,25,829921,756058031,30.183,6.815,-0.062,0.998,false
912,19,831744,758550528,30.199,6.816,0.806,0.591,true
913,20,833569,761048497,30.216,6.817,0.933,-0.359,false
914,68,835396,763551944,30.232,6.818,0.202,-0.979,true
915,90,837225,766060875,30.249,6.819,-0.715,-0.699,false
916,27,839056,768575296,30.265,6.820,-0.975,0.224,true
917,93,840889,771095213,30.282,6.821,-0.338,0.941,false
918,16,842724,773620632,30.299,6.822,0.609,0.793,true
919,54,844561,776151559,30.315,6.823,0.996,-0.084,false
920,43,846400,778688000,30.332,6.824,0.468,-0.884,true
921,70,848241,781229961,30.348,6.825,-0.491,-0.871,false
922,69,850084,783777448,30.364,6.827,-0.998,-0.057,true
923,6,851929,786330467,30.381,6.828,-0.588,0.809,false
924,19,853776,788889024,30.397,6.829,0.363,0.932,true
925,4,855625,791453125,30.414,6.830,0.980,0.198,false
926,100,857476,794022776,30.430,6.831,0.696,-0.718,true
927,100,859329,796597983,30.447,6.832,-0.228,-0.974,false
928,73,861184,799178752,30.463,6.833,-0.943,-0.334,true
929,53,863041,801765089,30.480,6.834,-0.790,0.613,false
930,60,864900,804357000,30.496,6.835,0.088,0.996,true
931,30,866761,806954491,30.512,6.836,0.886,0.464,false
932,79,868624,809557568,30.529,6.837,0.869,-0.495,true
933,54,870489,812166237,30.545,6.838,0.053,-0.999,false
