Temperature (°C),Humidity (%),Ice Cream Sales,Beach Visitors,Energy Consumption (kWh),Air Quality Index,Outdoor Activities,Water Consumption (L),Sunscreen Sales,Restaurant Visitors,Mood Index,Productivity Score
18.1,88.3,223,529,673,23,81,1146,121,120,9,35
8.5,71.3,107,153,403,53,51,875,54,38,6,61
4.8,69.9,52,162,477,68,49,792,16,17,3,66
19.3,62.2,220,409,595,55,151,815,179,233,10,43
21.9,41.3,194,510,526,64,167,775,196,243,10,52
23.0,84.8,190,485,670,29,114,1436,199,173,10,34
3.2,38.2,36,125,307,68,28,523,19,45,2,66
13.2,37.4,123,417,299,61,108,610,92,180,9,52
29.8,89.6,267,653,824,9,151,1672,264,219,10,38
17.9,47.8,225,500,560,44,141,889,162,185,10,60
21.0,74.2,173,580,722,19,133,973,153,238,10,41
33.8,53.3,375,870,725,9,240,1301,259,405,10,48
36.2,35.0,394,914,665,42,288,906,290,494,10,53
35.7,42.3,389,865,722,29,297,1072,260,407,10,48
1.9,68.5,0,0,351,77,15,785,7,24,2,58
37.9,52.2,367,904,885,5,261,1459,323,394,10,45
11.1,42.9,147,287,452,75,77,823,63,172,9,53
19.0,43.5,226,496,486,36,159,617,131,207,10,60
37.0,54.6,352,988,773,23,260,1312,318,409,10,40
39.8,80.6,425,1022,986,0,230,1431,297,316,10,38
38.4,86.3,393,882,996,9,203,1542,279,293,10,38
18.6,71.5,225,427,540,34,131,1269,168,184,10,51
3.2,47.5,24,166,253,88,39,652,0,65,2,69
21.2,33.9,186,506,496,41,166,705,188,292,10,53
12.3,54.4,152,316,531,57,101,699,114,178,8,51
31.6,50.5,328,878,740,28,217,1218,239,357,10,59
6.8,36.0,37,260,370,56,46,515,39,105,7,66
21.3,65.2,220,473,701,49,162,1064,166,251,10,52
21.3,34.1,247,454,403,45,194,667,189,250,10,54
31.4,85.6,361,824,853,13,168,1316,273,242,10,44
15.5,66.7,166,326,569,33,97,1079,108,118,9,47
27.5,33.6,266,689,533,52,221,717,249,358,10,61
37.0,32.5,395,919,702,27,306,930,297,419,10,57
0.4,89.5,0,64,545,40,9,876,0,20,2,60
37.7,61.8,362,999,920,11,253,1358,291,387,10,35
8.2,50.7,67,268,463,45,78,765,80,106,7,55
35.9,70.5,357,977,876,11,235,1335,299,370,10,33
10.1,79.4,105,308,631,39,56,971,111,97,5,53
5.2,51.5,91,81,416,74,38,710,28,103,6,53
26.8,70.8,239,602,752,44,156,1419,204,250,10,47
37.1,31.3,364,983,759,44,303,1105,280,473,10,55
22.5,34.4,184,571,441,41,200,621,177,272,10,54
7.9,49.3,86,144,348,52,45,560,58,100,4,61
39.3,51.5,352,963,793,9,281,1240,324,433,10,44
13.0,67.2,154,360,469,44,71,922,82,176,9,55
28.6,80.8,313,793,878,31,177,1335,226,217,10,50
3.4,55.8,0,108,239,79,43,755,54,67,3,65
8.0,37.0,102,283,274,66,61,343,63,112,8,71
2.9,34.5,35,0,253,91,35,248,8,6,3,76
7.0,63.5,52,134,411,58,34,853,39,47,3,48
8.7,56.7,122,146,500,57,58,688,62,123,6,59
8.2,64.7,33,277,419,36,43,688,52,109,5,63
7.3,68.3,36,204,406,60,55,811,54,62,7,52
9.3,36.3,92,286,257,69,62,587,92,70,7,61
21.7,66.9,233,492,652,19,128,1209,178,225,10,51
23.1,56.6,244,635,700,20,146,868,173,253,10,47
26.6,32.6,315,583,481,24,227,859,212,343,10,55
23.7,69.2,217,677,766,34,145,1205,176,218,10,43
32.5,67.4,312,878,762,9,197,1125,286,348,10,36
2.2,42.2,0,29,191,61,7,364,21,72,1,70
9.2,55.8,123,135,359,57,85,796,70,135,7,55
29.7,81.9,284,801,825,7,158,1300,219,216,10,48
18.7,31.7,229,537,387,75,152,849,180,237,10,67
23.4,52.3,222,629,687,37,175,854,166,291,10,51
38.1,83.4,387,877,1047,12,203,1753,332,323,10,34
28.8,88.8,326,761,822,13,175,1658,208,206,10,31
18.7,49.2,178,429,489,42,141,767,135,201,10,47
4.2,79.6,70,195,418,47,38,1026,62,19,3,63
27.9,71.5,243,695,860,28,190,1451,196,240,10,46
38.7,46.1,379,895,885,29,308,1217,304,483,10,48
36.9,63.3,410,939,814,0,252,1463,320,397,10,48
25.1,61.0,243,587,698,15,193,1057,227,267,10,47
20.0,84.4,245,426,669,14,119,1328,168,131,10,53
32.7,30.1,337,909,681,19,270,891,260,427,10,53
19.2,43.3,229,438,593,37,159,809,144,221,10,57
26.8,34.7,233,638,635,52,210,705,192,370,10,50
22.7,52.8,228,598,570,49,169,822,164,209,10,43
25.7,63.1,298,639,659,23,188,1142,223,282,10,57
22.1,86.7,225,517,797,36,119,1159,192,174,10,40
38.6,62.9,426,1052,902,1,260,1496,324,351,10,47
0.3,46.0,4,8,326,85,0,532,0,0,1,71
10.9,59.2,121,341,540,38,72,780,70,99,8,62
7.7,86.3,77,285,599,32,34,885,32,102,4,44
31.3,83.4,303,693,788,12,164,1300,245,279,10,45
9.6,68.0,61,238,487,36,75,999,67,110,5,55
30.4,43.8,277,819,684,13,232,1243,233,332,10,57
3.5,68.7,0,113,331,75,13,820,54,5,4,66
26.8,32.2,264,746,654,38,212,718,216,365,10,58
8.8,63.9,134,271,541,74,48,739,92,46,5,66
0.7,70.3,0,0,372,70,0,765,0,0,1,66
33.1,65.2,321,783,766,0,220,1245,279,290,10,39
18.1,44.7,150,467,554,46,133,904,130,168,10,51
26.1,86.0,260,582,879,6,140,1505,226,269,10,38
14.4,67.9,168,439,515,57,102,1019,128,146,10,59
5.4,74.4,84,231,457,61,43,901,50,26,2,58
29.6,59.0,265,819,767,10,220,1149,241,356,10,50
2.4,82.0,54,103,452,73,14,680,30,0,2,56
21.1,62.2,251,518,592,32,156,1210,195,190,10,60
27.8,59.6,245,635,660,29,208,1098,198,257,10,56
39.2,30.1,378,937,724,19,322,1125,289,497,10,54
29.9,85.3,271,720,809,8,172,1549,253,210,10,42
24.6,61.2,250,571,594,48,190,947,226,289,10,52
29.0,74.8,255,654,809,18,165,1418,233,255,10,34
21.3,53.3,216,510,503,39,155,775,148,250,10,61
12.1,32.7,141,379,386,78,116,647,92,102,10,67
12.6,32.9,140,310,392,48,108,744,115,113,10,69
19.1,38.4,163,574,452,43,137,857,142,235,10,57
19.8,57.3,164,554,510,43,143,929,145,174,10,51
21.0,44.0,227,452,594,40,161,908,152,265,10,54
38.2,47.4,362,1013,866,23,308,1301,293,415,10,37
6.3,71.8,17,227,506,62,34,674,40,100,4,57
35.3,56.2,304,980,847,11,248,1460,272,420,10,49
1.8,46.1,32,0,278,67,9,413,6,28,3,74
6.2,32.4,108,119,162,74,63,635,45,64,7,73
7.6,70.4,78,222,472,56,54,972,60,94,3,50
31.2,87.3,316,701,904,0,164,1476,253,301,10,40
27.5,39.3,264,767,569,49,213,1028,191,284,10,45
25.3,51.8,284,655,656,49,192,1120,187,249,10,42
13.3,62.7,100,343,554,44,110,979,126,172,10,48
28.2,39.2,260,762,576,32,218,779,223,373,10,45
0.1,84.7,0,0,497,47,4,686,0,16,1,64
22.0,33.6,267,505,457,45,176,653,164,301,10,55
14.5,66.2,97,463,540,32,93,1149,136,162,10,58
39.3,70.4,382,931,992,2,252,1534,329,382,10,42
20.9,50.1,217,448,585,53,149,926,181,284,10,45
36.6,65.9,400,880,876,12,237,1523,320,398,10,49
17.9,76.4,192,353,659,52,104,1022,118,214,10,48
1.3,82.4,0,36,411,63,18,808,13,49,2,54
4.1,33.1,62,79,145,80,53,584,16,6,4,60
19.0,45.8,221,475,451,47,145,985,143,234,10,50
29.7,74.0,249,732,849,3,191,1363,218,250,10,44
15.2,51.6,156,426,435,66,120,938,107,196,10,51
33.7,37.8,384,777,791,39,281,976,264,419,10,60
5.2,63.7,47,148,320,54,52,730,53,94,2,52
7.5,89.2,117,228,647,61,43,1199,75,51,3,45
1.7,39.1,32,0,315,83,0,462,24,58,2,69
30.9,55.3,310,777,807,14,219,1218,251,324,10,54
15.9,73.6,145,357,615,45,93,1090,126,166,10,44
7.5,65.0,40,106,510,63,54,982,35,31,7,61
16.3,82.3,131,314,611,19,92,1226,118,118,9,53
23.8,77.7,276,656,650,13,157,1073,206,173,10,51
23.8,88.1,287,617,890,38,119,1383,194,210,10,36
10.8,58.0,119,341,373,69,71,718,81,85,8,58
37.3,83.8,339,862,890,21,208,1654,293,349,10,27
38.7,56.1,375,940,875,7,278,1369,293,425,10,37
39.1,84.5,398,1036,965,0,233,1503,285,326,10,41
28.0,77.5,239,724,852,29,177,1154,241,303,10,42
14.3,37.3,135,322,356,43,104,690,96,195,10,54
24.0,60.5,216,668,569,53,173,1065,175,213,10,43
25.0,63.3,237,576,752,41,184,1328,210,229,10,52
3.0,36.2,1,161,318,87,19,577,17,62,2,73
24.6,63.4,257,675,657,46,161,1289,185,282,10,39
23.6,87.0,220,503,848,13,121,1411,174,161,10,35
7.8,50.8,109,229,340,64,62,661,35,54,6,52
24.8,55.2,248,637,711,32,184,1209,200,238,10,57
14.5,45.5,104,310,420,63,114,898,121,144,10,50
33.7,47.8,374,876,743,25,270,1309,299,363,10,40
27.6,62.2,228,671,822,21,191,1039,237,246,10,43
3.5,55.3,49,5,364,75,23,536,18,0,3,67
34.8,36.2,302,968,642,38,281,937,261,429,10,57
28.0,78.9,234,732,782,24,187,1427,204,253,10,51
21.9,34.5,180,610,590,44,178,909,159,300,10,67
16.1,60.0,151,445,635,52,120,739,117,158,10,52
28.3,33.4,319,729,591,45,223,767,218,357,10,65
27.9,79.0,308,767,824,4,175,1537,252,203,10,36
14.7,54.5,132,448,420,38,99,918,144,195,10,57
39.5,75.1,432,943,1041,0,264,1645,308,357,10,47
36.8,76.8,370,964,947,0,226,1563,285,377,10,38
20.0,69.6,238,568,713,50,130,1031,136,210,10,52
37.6,71.7,327,916,970,0,246,1394,302,387,10,46
19.5,59.6,228,454,553,32,130,836,177,198,10,57
24.7,60.8,204,670,640,42,188,1302,194,281,10,41
33.7,62.1,309,794,759,13,228,1194,283,330,10,45
17.2,71.8,212,481,644,43,117,1235,161,140,10,53
32.8,62.6,288,748,746,35,217,1299,292,356,10,43
7.3,62.1,110,225,443,70,31,781,31,92,4,53
17.3,31.8,198,355,396,55,130,685,126,260,10,66
17.7,53.2,133,526,481,60,147,896,138,212,10,57
39.5,64.5,426,958,950,22,253,1325,305,373,10,38
18.2,79.1,191,395,751,19,115,1050,164,152,9,49
27.6,64.2,301,635,643,29,182,1348,197,293,10,44
1.6,89.4,21,11,527,56,20,1057,9,12,1,53
29.5,76.5,333,707,737,0,182,1213,265,317,10,32
4.8,49.1,47,164,236,51,44,550,35,27,3,58
19.0,80.9,221,487,738,41,109,1122,165,138,10,39
22.8,60.9,233,640,724,30,159,1177,198,269,10,52
20.7,39.9,198,446,444,67,151,790,164,211,10,57
35.2,88.6,306,943,887,19,214,1656,310,316,10,38
0.8,48.9,0,64,158,91,9,500,13,25,1,55
26.0,37.4,301,555,587,27,217,1006,191,362,10,49
5.6,89.4,65,173,597,55,36,1130,57,49,4,53
22.1,85.2,218,558,853,5,135,1100,170,235,10,52
28.7,72.8,274,719,731,29,194,1395,219,280,10,42
14.5,47.5,156,436,529,47,90,938,122,176,10,51
3.1,49.9,66,34,259,78,9,693,51,0,2,72
23.5,35.1,269,559,495,37,188,696,210,324,10,64
5.2,83.3,3,200,592,45,30,887,65,4,4,51
8.0,54.8,120,143,454,74,71,703,94,57,7,65
8.5,40.7,90,150,421,51,84,660,67,122,9,65
22.7,59.1,270,643,573,56,153,849,167,272,10,51
32.0,78.4,276,774,848,0,180,1589,227,323,10,36
7.5,64.0,27,184,338,52,38,756,51,47,4,61
4.4,83.4,51,108,469,64,14,938,5,34,4,49
36.7,75.9,344,853,965,6,232,1664,279,388,10,30
15.2,30.2,160,408,316,56,128,575,101,229,10,61
18.0,62.9,135,475,485,34,126,1100,140,199,10,45
10.2,34.0,114,279,391,57,102,707,109,169,7,71
12.5,81.8,80,361,536,45,60,1154,112,66,8,53
17.4,49.5,176,513,522,57,142,1035,147,193,10,47
30.2,50.3,298,671,685,18,234,1270,215,333,10,54
11.5,38.2,157,212,434,75,95,539,68,108,9,59
25.8,49.0,299,730,661,55,182,1053,185,332,10,53
1.5,64.4,54,0,269,75,23,806,15,35,1,69
28.0,75.9,291,681,834,20,157,1406,210,264,10,45
34.3,30.0,334,947,682,41,300,1152,276,477,10,54
34.3,32.1,315,777,634,16,274,1144,252,387,10,56
14.8,34.0,130,461,313,57,116,696,148,152,10,61
25.8,45.6,251,579,656,32,182,812,217,338,10,47
25.1,62.7,201,670,602,19,184,1108,220,257,10,46
26.0,59.1,255,715,741,43,198,1090,201,288,10,51
6.6,52.0,33,100,379,57,38,667,26,74,7,65
30.2,62.5,330,696,765,5,223,1369,248,324,10,50
25.3,55.7,234,692,706,43,165,1030,201,295,10,54
21.5,42.6,192,481,460,51,173,820,188,278,10,58
12.7,40.2,132,343,398,50,83,596,75,157,10,70
19.2,82.6,239,538,799,45,109,1405,156,208,10,37
1.9,67.4,0,65,456,56,29,647,0,0,1,67
28.2,56.6,298,757,781,37,197,1156,231,258,10,47
39.3,39.0,358,950,705,4,330,1214,332,498,10,58
21.0,32.9,259,588,510,37,157,907,171,242,10,67
0.9,68.3,32,46,275,60,17,727,36,0,1,64
13.4,46.4,86,377,441,71,104,551,132,158,10,50
17.8,78.4,155,535,630,50,109,1049,165,121,10,54
20.0,39.9,197,416,542,64,151,739,147,197,10,49
28.8,84.9,311,753,898,12,168,1445,241,222,10,43
36.6,56.0,355,872,735,6,268,1261,276,369,10,46
22.7,82.6,259,631,673,33,128,1186,176,230,10,43
31.5,67.6,279,720,809,0,205,1372,266,264,10,54
17.1,39.4,175,362,441,70,126,798,120,156,10,52
2.2,74.9,32,46,483,43,21,828,21,0,1,55
11.3,34.3,95,325,439,78,94,589,64,177,8,68
34.3,68.7,366,914,869,33,230,1215,304,313,10,38
31.8,86.8,367,890,858,5,191,1577,278,247,10,46
37.2,45.1,412,1026,827,31,308,1156,294,394,10,43
27.4,32.6,230,678,585,48,247,1029,209,370,10,49
33.2,83.5,345,869,985,0,202,1547,245,295,10,46
39.3,55.6,435,894,791,33,275,1533,296,426,10,48
39.4,34.9,364,987,790,7,307,1167,311,506,10,58
14.4,58.5,139,422,568,51,83,1050,122,136,8,49
30.4,47.9,309,691,662,44,228,1024,247,333,10,45
23.8,37.7,237,653,475,53,179,774,179,290,10,55
13.5,33.4,135,350,306,57,97,464,117,210,10,65
29.5,34.2,251,739,644,56,254,826,256,334,10,64
27.4,73.9,317,605,839,19,165,1239,225,288,10,48
39.5,34.8,396,946,709,24,324,939,328,488,10,44
11.4,72.3,150,193,505,48,73,754,111,66,8,59
38.5,76.5,387,1007,936,13,247,1552,314,363,10,39
34.9,57.2,358,851,746,25,248,1164,270,339,10,44
18.9,84.8,212,548,726,14,121,1184,162,189,10,40
20.8,77.2,228,578,710,22,140,1373,166,232,10,41
10.4,88.5,122,253,546,50,43,965,109,91,8,48
9.3,81.7,63,318,549,34,38,1059,54,43,7,46
34.2,53.5,297,955,767,21,253,1304,262,356,10,38
4.6,75.5,76,75,419,68,17,758,7,62,5,55
37.3,80.2,364,869,879,0,213,1378,299,355,10,45
11.3,59.3,156,374,437,71,97,873,100,79,8,51
12.1,43.3,83,273,379,76,94,819,109,148,9,67
26.8,51.0,265,625,712,45,218,1155,240,291,10,57
9.4,74.9,84,288,611,47,52,807,63,115,5,58
1.8,39.4,59,53,158,92,0,576,39,64,1,72
32.3,52.0,333,761,817,38,235,1351,254,400,10,47
16.7,65.5,188,464,488,33,124,1171,108,187,10,52
38.0,51.9,367,927,885,10,291,1246,325,444,10,41
30.7,66.3,307,826,756,25,192,1173,242,347,10,36
27.6,49.2,265,615,584,24,202,1048,211,266,10,56
32.5,78.5,286,791,830,2,201,1297,243,308,10,50
25.4,68.5,264,638,809,19,182,1152,200,276,10,37
21.2,44.7,208,566,521,27,153,1030,191,284,10,55
18.1,65.1,138,363,522,21,113,1137,117,151,10,45
37.6,76.9,405,933,1047,19,246,1628,302,318,10,48
18.1,61.7,180,427,514,28,125,911,167,204,10,56
0.5,37.3,24,32,154,91,18,285,0,16,1,75
15.7,65.8,122,416,575,47,97,934,136,131,10,58
14.2,72.7,192,454,520,41,96,850,144,120,10,55
23.8,52.5,196,681,643,36,169,876,190,220,10,55
27.2,87.0,284,680,915,20,161,1562,199,213,10,36
24.6,72.0,218,589,801,12,151,1114,211,222,10,53
4.0,68.7,54,110,398,69,15,731,4,10,2,61
10.6,37.6,148,305,251,55,75,463,107,86,8,71
39.3,59.3,387,931,961,14,257,1434,324,375,10,38
23.5,42.2,273,598,636,53,169,774,214,301,10,50
35.5,35.3,400,872,625,30,283,1031,259,460,10,42
5.4,47.2,83,46,252,62,58,464,42,63,4,58
5.7,60.3,22,84,370,62,23,898,59,31,3,60
14.9,54.0,130,436,437,66,94,959,123,119,9,62
2.7,73.0,0,22,356,69,3,620,0,74,3,61
0.0,79.7,0,0,381,61,0,681,0,19,1,62
11.2,67.7,152,335,495,50,91,1037,98,109,6,52
4.8,82.9,83,27,474,47,33,962,58,79,4,56
3.9,80.5,39,185,555,65,24,1063,3,35,1,56
21.1,85.1,232,565,826,19,133,1385,176,153,10,47
22.3,71.1,204,633,748,47,160,1011,155,202,10,53
28.7,38.6,272,793,710,40,239,942,222,353,10,46
2.4,47.9,38,107,336,65,37,534,22,17,4,67
21.0,43.5,203,522,580,59,184,924,160,265,10,56
2.4,35.7,63,123,152,88,31,453,34,51,2,65
35.1,79.3,371,953,847,0,196,1515,264,363,10,30
30.8,89.5,292,691,883,8,171,1557,237,238,10,36
37.9,44.1,421,988,762,22,298,1330,314,453,10,57
5.0,55.9,25,64,372,71,43,554,47,82,5,58
23.4,34.1,238,648,552,53,191,938,196,280,10,50
21.3,50.3,211,512,653,47,174,832,163,261,10,53
13.3,77.6,92,382,581,46,72,844,95,121,9,52
8.6,87.2,70,116,469,61,51,1110,83,52,5,51
22.0,33.7,236,573,489,34,164,977,164,288,10,50
14.8,84.0,186,333,709,41,84,1308,91,173,8,54
11.0,40.3,94,343,381,74,79,538,75,94,10,55
8.0,72.9,126,288,466,65,36,919,37,59,6,49
18.9,47.2,140,464,592,63,151,1019,164,261,10,64
3.2,59.1,82,113,282,85,35,620,22,18,4,61
21.0,57.8,222,540,578,50,154,988,151,241,10,55
25.4,85.4,279,695,806,26,126,1307,207,250,10,43
7.0,64.1,113,104,523,63,36,886,69,48,4,49
26.2,39.3,215,647,598,33,215,1093,192,348,10,50
21.4,80.6,217,447,806,23,115,1277,162,161,10,55
4.8,33.9,17,145,172,90,57,336,9,48,5,71
15.8,67.0,175,307,510,30,116,1141,121,109,9,54
10.8,68.2,108,193,539,60,55,742,63,149,6,60
29.0,55.9,302,650,798,28,221,960,242,314,10,46
38.0,69.1,402,1026,853,0,232,1603,300,411,10,35
5.7,47.8,25,68,412,59,44,707,17,114,3,66
16.9,63.1,146,448,525,61,115,1076,127,148,10,45
0.3,68.9,47,0,310,45,19,800,13,5,1,68
38.2,30.4,390,865,814,28,309,1227,295,502,10,56
25.9,38.3,236,701,616,44,196,948,213,312,10,54
37.5,41.4,414,929,700,37,307,1154,273,455,10,49
20.6,60.5,220,592,515,41,133,819,151,201,10,43
33.8,41.4,358,849,639,29,272,1070,277,356,10,50
36.5,69.1,399,916,937,29,253,1424,283,354,10,48
39.4,71.7,437,902,1030,0,249,1505,314,373,10,38
37.7,72.8,425,914,875,21,224,1460,293,403,10,32
20.9,31.6,199,430,526,35,185,605,161,241,10,58
33.9,83.3,389,931,1004,14,203,1583,247,344,10,48
26.0,52.4,244,690,704,52,204,969,232,247,10,42
19.2,69.3,191,416,583,29,134,1199,125,156,10,57
25.8,51.1,293,710,568,42,187,1054,222,250,10,51
11.9,71.4,126,309,484,55,96,935,94,145,9,59
3.4,36.4,47,147,280,96,13,470,51,8,3,69
35.3,72.0,312,870,970,0,225,1462,305,312,10,41
23.5,54.4,225,573,591,43,152,1157,168,250,10,43
17.6,51.9,182,486,517,59,117,723,147,208,10,61
33.7,83.4,305,832,924,0,211,1404,268,342,10,38
19.8,50.5,159,584,613,55,159,757,169,179,10,46
6.8,50.5,116,123,263,76,54,639,28,104,7,53
22.5,82.5,201,539,728,41,120,1307,180,182,10,53
6.3,61.0,95,252,496,47,57,663,31,74,6,63
35.3,38.4,318,959,800,33,266,956,306,408,10,54
26.4,72.2,227,697,680,28,153,1166,225,223,10,45
27.5,73.3,225,728,843,33,155,1366,242,219,10,37
33.0,63.9,284,867,735,29,228,1214,275,366,10,36
28.4,36.0,330,741,679,43,215,1118,228,327,10,49
6.9,31.3,66,250,191,68,43,599,76,75,6,73
34.9,65.6,366,782,845,16,216,1525,279,360,10,35
36.4,39.0,402,848,744,18,298,1051,266,468,10,42
10.6,38.8,152,290,327,66,83,545,114,79,9,54
28.4,57.6,266,717,665,15,211,1183,241,298,10,49
20.9,70.8,176,517,612,21,128,1070,187,225,10,51
38.6,60.2,383,927,830,22,276,1264,291,398,10,38
1.4,85.0,38,2,530,53,11,747,20,12,2,61
36.1,68.1,385,971,836,29,233,1588,297,317,10,48
4.4,76.6,15,48,484,73,15,852,38,47,2,47
21.7,35.3,175,474,423,64,176,809,184,229,10,49
37.2,84.1,372,866,906,0,220,1524,300,357,10,41
13.4,80.2,175,278,523,24,67,1180,130,117,7,44
3.1,89.8,21,0,578,61,26,1076,33,38,3,43
14.7,68.3,132,351,637,39,99,875,108,127,8,61
0.8,38.4,0,120,265,87,0,506,0,56,1,67
13.7,30.1,91,325,431,47,125,726,89,152,10,73
13.4,82.0,170,282,595,29,61,1093,91,162,6,57
31.8,39.1,344,824,617,43,269,1157,233,337,10,54
9.9,83.2,112,285,535,50,54,956,102,52,6,42
17.3,50.8,167,416,434,61,125,655,151,200,10,49
35.8,73.1,372,800,998,6,231,1589,304,363,10,40
14.6,66.9,128,283,503,45,112,1135,101,115,10,59
12.5,76.7,121,216,655,61,84,1155,118,108,9,42
31.5,59.2,284,700,751,7,206,1114,256,363,10,56
14.4,34.6,131,419,432,73,139,611,109,195,10,67
17.1,65.7,163,389,671,27,97,969,126,133,10,57
35.5,61.5,338,984,864,7,227,1136,312,395,10,41
26.1,34.8,236,675,472,48,217,1065,183,338,10,49
22.4,37.2,258,599,424,44,196,731,198,305,10,54
15.1,47.4,148,418,366,60,106,708,128,180,10,63
12.4,31.2,165,346,310,76,119,689,121,179,10,61
39.4,64.8,385,1047,816,0,273,1416,330,419,10,41
2.2,81.2,0,6,465,39,22,829,0,0,1,49
24.0,61.2,191,684,620,18,184,951,207,296,10,58
29.5,79.3,314,773,839,10,173,1341,236,264,10,33
36.8,67.7,371,986,955,15,255,1558,296,333,10,39
27.5,59.2,252,683,718,15,187,1117,207,299,10,43
6.9,46.9,87,147,418,49,54,768,40,104,4,62
13.9,78.7,174,397,650,47,102,1087,139,130,9,48
18.5,84.2,171,413,731,43,109,1289,163,121,10,38
13.4,46.1,123,326,367,45,97,636,93,132,10,50
12.5,88.8,81,334,623,18,69,1158,94,58,5,38
34.5,78.0,337,878,812,12,229,1277,260,319,10,31
28.2,33.1,295,715,603,46,255,792,235,344,10,63
23.2,82.5,199,675,805,34,144,1113,166,183,10,45
28.1,32.2,293,758,612,26,240,697,230,315,10,49
37.7,64.2,333,944,926,21,260,1469,330,334,10,47
7.2,35.8,33,267,351,63,77,411,39,103,6,59
33.6,84.2,328,799,910,27,193,1659,261,319,10,35
37.1,70.3,398,867,968,0,225,1508,309,403,10,48
26.5,41.8,254,700,681,31,190,947,237,275,10,47
23.4,69.1,230,491,663,29,173,1041,189,205,10,56
31.6,37.2,318,833,626,39,247,903,248,345,10,44
6.5,62.6,67,239,483,77,54,913,61,23,6,65
35.7,38.8,355,965,827,22,291,1021,302,461,10,54
35.1,62.9,358,849,839,17,221,1156,252,319,10,51
9.0,62.9,68,164,385,55,66,882,60,52,7,64
21.0,53.9,189,476,556,55,133,1007,158,262,10,55
7.5,57.5,104,133,305,40,45,728,69,75,6,53
12.7,30.9,165,405,264,54,89,456,101,153,10,69
20.6,69.4,158,530,669,22,119,1032,137,230,10,58
16.6,44.7,198,373,395,55,128,718,160,172,10,51
22.3,88.3,239,473,765,6,126,1522,168,166,10,42
7.6,89.2,66,167,635,59,52,1199,47,53,6,54
14.5,33.5,177,434,447,48,140,551,123,152,10,55
1.0,65.1,12,52,340,71,1,522,17,59,1,69
16.2,35.4,140,335,466,61,119,570,156,245,10,59
27.7,37.9,308,742,537,56,242,1122,226,363,10,52
22.8,75.7,227,488,819,38,126,1077,202,219,10,54
0.2,37.6,49,48,202,81,1,486,0,0,1,72
4.3,72.7,65,171,520,58,44,988,15,20,3,47
2.0,82.0,59,0,497,75,11,753,32,0,2,45
6.7,83.3,102,131,482,39,21,1163,39,94,5,55
17.1,58.5,176,352,462,33,131,1072,159,149,10,55
19.6,34.7,178,465,381,39,165,638,178,210,10,63
22.2,53.5,227,604,628,52,167,793,178,242,10,59
8.0,77.2,91,131,491,57,52,778,82,41,3,46
37.6,72.8,402,970,876,0,220,1454,312,382,10,45
39.1,85.6,417,878,952,15,241,1667,342,311,10,36
3.9,39.5,73,88,167,92,45,442,32,8,2,72
23.1,45.4,236,660,504,57,166,923,188,268,10,51
10.5,70.2,150,227,601,58,84,804,55,127,5,55
9.0,45.7,58,170,371,76,53,645,46,150,7,70
21.0,77.1,202,429,763,45,109,1034,197,210,10,40
17.4,34.8,189,528,513,66,133,797,161,191,10,55
6.0,38.3,38,137,202,68,50,564,53,48,6,59
3.7,35.5,55,190,274,76,33,614,19,4,1,69
2.9,36.8,0,64,265,66,23,510,26,80,3,70
12.0,75.8,107,335,511,48,64,1175,72,143,9,49
9.3,41.9,94,306,446,55,69,504,100,160,9,59
11.1,84.3,152,284,524,45,83,1240,118,64,6,55
37.3,39.5,330,836,667,17,283,1179,284,441,10,50
2.1,55.0,19,41,371,79,0,638,0,64,1,55
9.4,88.3,118,190,660,33,58,1052,62,115,6,45
8.5,59.6,106,306,412,41,59,742,55,47,6,60
38.2,54.1,339,973,784,0,263,1210,314,446,10,51
17.4,57.0,174,495,578,63,111,819,160,227,10,57
35.6,70.3,394,941,896,0,246,1475,291,304,10,37
14.9,69.6,184,435,604,26,86,949,148,175,9,59
4.2,87.6,45,73,434,47,15,1079,46,16,1,52
15.0,33.2,170,284,379,57,107,633,100,202,10,63
28.5,67.0,245,627,676,34,179,1074,224,319,10,54
21.6,63.8,183,501,728,46,152,1250,195,237,10,58
6.8,56.8,48,127,294,81,28,573,46,86,3,53
28.6,36.8,323,768,616,53,246,938,255,375,10,64
11.0,80.9,104,309,567,32,58,1061,73,54,5,52
12.0,38.6,73,314,319,80,109,690,109,147,8,60
29.1,52.0,328,762,670,36,223,1263,208,361,10,52
19.1,57.2,161,381,553,46,153,947,165,236,10,46
10.3,47.0,80,195,349,53,77,495,54,163,7,70
4.5,34.1,53,187,146,91,40,340,19,86,4,59
4.8,81.6,82,201,390,59,44,882,42,67,2,51
9.7,71.2,48,202,440,62,49,956,73,49,7,56
7.7,69.8,105,112,475,54,33,715,56,122,4,46
29.8,32.7,270,715,644,35,243,792,260,376,10,61
5.6,30.7,95,70,260,93,67,249,32,105,3,67
36.6,82.6,322,936,950,3,228,1366,282,324,10,38
2.4,76.2,70,74,454,72,5,822,9,22,1,57
1.6,88.9,26,0,423,63,0,734,0,15,1,56
15.2,65.1,129,290,464,37,108,1113,134,173,10,44
6.7,81.8,80,200,445,64,55,950,27,75,3,52
18.3,55.0,161,552,583,50,146,971,149,189,10,47
22.7,51.8,258,503,593,28,156,1035,186,279,10,54
19.8,63.7,165,577,596,55,148,1152,183,155,10,53
30.6,80.4,351,677,772,3,196,1539,261,273,10,37
