ID,Category,Subcategory,Size,Color,Material,Brand,Price Range,Rating,In Stock,Shipping Weight,Age Group
929,Home,Kitchen,Small,Yellow,Metal,Alpha,Premium,4,true,14.10,Teens
930,Food,Frozen,Large,Yellow,Glass,Delta,Budget,1,false,16.58,Teens
931,Electronics,Phones,Medium,Yellow,Metal,Beta,Mid-range,2,false,3.40,Children
932,Clothing,Shoes,Medium,Blue,Glass,Alpha,Mid-range,5,false,17.21,Teens
933,Home,Bath,Medium,Red,Wood,Gamma,Luxury,1,false,16.45,Children
934,Food,Beverages,Large,Green,Leather,Epsilon,Mid-range,1,true,7.50,Children
935,Clothing,Dresses,Medium,Purple,Wood,Alpha,Premium,4,true,9.83,Adults
936,Sports,Equipment,Medium,Green,Wood,Gamma,Premium,1,true,7.21,Children
937,Electronics,Accessories,Small,Blue,Wood,Delta,Budget,4,true,2.95,Teens
938,Electronics,Tablets,Small,Green,Plastic,Beta,Mid-range,5,true,19.99,Adults
939,Clothing,Shoes,Large,White,Glass,Beta,Luxury,2,true,6.02,Children
940,Sports,Nutrition,Small,Green,Plastic,Delta,Premium,5,true,3.92,Seniors
941,Electronics,Accessories,Large,Blue,Plastic,Delta,Budget,3,true,8.74,Seniors
942,Clothing,Shoes,Small,Yellow,Leather,Beta,Luxury,4,true,15.12,Children
943,Clothing,Pants,Small,Red,Leather,Beta,Mid-range,1,false,9.58,Seniors
944,Clothing,Shoes,Small,Purple,Plastic,Delta,Mid-range,5,false,0.37,Teens
945,Food,Snacks,Large,Purple,Glass,Alpha,Mid-range,1,true,4.07,Children
946,Electronics,Tablets,Small,Red,Cotton,Gamma,Mid-range,2,true,12.15,Adults
947,Electronics,Accessories,Small,Blue,Leather,Beta,Luxury,1,true,1.58,Teens
948,Sports,Accessories,Small,White,Plastic,Delta,Premium,3,false,6.31,Adults
949,Clothing,Pants,Medium,Black,Metal,Alpha,Mid-range,4,false,5.75,Adults
950,Clothing,Shoes,Large,White,Plastic,Gamma,Luxury,2,true,0.43,Teens
951,Sports,Apparel,Small,Red,Metal,Beta,Budget,1,true,1.12,Seniors
952,Food,Snacks,Large,Blue,Leather,Beta,Premium,4,true,17.76,Teens
953,Sports,Apparel,Medium,White,Cotton,Beta,Budget,4,true,17.86,Seniors
954,Electronics,Laptops,Large,Purple,Cotton,Beta,Premium,4,true,18.15,Seniors
955,Food,Frozen,Small,White,Cotton,Beta,Mid-range,1,false,12.03,Seniors
956,Sports,Accessories,Medium,White,Plastic,Gamma,Luxury,3,false,10.48,Adults
957,Food,Beverages,Large,Green,Cotton,Delta,Mid-range,2,true,10.37,Teens
958,Clothing,Dresses,Large,Yellow,Metal,Gamma,Mid-range,4,true,0.26,Teens
959,Sports,Apparel,Large,Red,Metal,Delta,Budget,3,false,15.02,Seniors
960,Food,Fresh,Small,White,Leather,Delta,Premium,5,false,1.26,Seniors
961,Food,Fresh,Large,Blue,Leather,Gamma,Luxury,2,false,4.16,Children
962,Home,Bath,Medium,White,Leather,Epsilon,Mid-range,3,true,12.52,Children
963,Electronics,Accessories,Large,Yellow,Wood,Delta,Budget,4,true,3.47,Seniors
964,Food,Fresh,Medium,Black,Glass,Epsilon,Premium,3,true,18.37,Teens
965,Home,Decor,Large,Yellow,Metal,Epsilon,Premium,5,true,11.47,Children
966,Food,Fresh,Large,Green,Cotton,Alpha,Mid-range,3,true,16.30,Adults
967,Electronics,Laptops,Medium,Black,Cotton,Alpha,Premium,2,false,12.17,Teens
968,Electronics,Accessories,Large,Purple,Cotton,Epsilon,Premium,5,false,12.11,Adults
969,Food,Frozen,Small,Blue,Plastic,Gamma,Budget,3,false,18.63,Teens
970,Electronics,Phones,Large,Black,Wood,Beta,Mid-range,3,false,6.54,Adults
971,Home,Bath,Large,Red,Metal,Epsilon,Premium,1,true,19.93,Seniors
972,Clothing,Shirts,Large,Blue,Plastic,Delta,Mid-range,5,false,4.19,Children
973,Home,Furniture,Medium,Blue,Cotton,Delta,Budget,1,false,17.06,Teens
974,Food,Beverages,Medium,Red,Leather,Beta,Budget,2,true,18.77,Teens
975,Food,Fresh,Large,Yellow,Leather,Alpha,Mid-range,4,true,9.98,Seniors
976,Home,Kitchen,Medium,Yellow,Glass,Epsilon,Mid-range,5,true,13.04,Adults
977,Home,Decor,Small,Purple,Cotton,Delta,Budget,3,true,19.84,Teens
978,Food,Beverages,Large,Red,Plastic,Gamma,Mid-range,1,true,16.32,Children
979,Clothing,Dresses,Large,White,Cotton,Alpha,Luxury,5,true,1.42,Children
980,Electronics,Accessories,Large,White,Leather,Delta,Luxury,5,false,13.51,Seniors
981,Clothing,Pants,Medium,White,Cotton,Beta,Premium,5,true,12.55,Children
982,Sports,Nutrition,Large,White,Glass,Alpha,Premium,5,true,18.54,Teens
983,Sports,Equipment,Small,Blue,Metal,Delta,Mid-range,3,true,12.80,Children
984,Clothing,Shoes,Medium,Black,Cotton,Beta,Budget,5,false,18.45,Teens
985,Electronics,Laptops,Large,Red,Plastic,Epsilon,Budget,4,false,0.67,Teens
986,Clothing,Pants,Large,Black,Glass,Alpha,Budget,2,true,19.78,Adults
987,Food,Fresh,Medium,Red,Plastic,Gamma,Budget,5,true,2.10,Teens
988,Clothing,Shoes,Large,White,Cotton,Delta,Luxury,5,false,0.85,Adults
989,Food,Fresh,Large,Green,Wood,Delta,Premium,1,true,11.75,Adults
990,Clothing,Shirts,Medium,Yellow,Metal,Delta,Premium,2,true,12.23,Adults
991,Food,Snacks,Small,Yellow,Cotton,Beta,Mid-range,1,false,18.51,Teens
992,Home,Bath,Large,Yellow,Leather,Beta,Premium,5,true,0.96,Seniors
993,Sports,Nutrition,Small,Blue,Leather,Delta,Budget,5,true,12.45,Teens
994,Home,Kitchen,Large,Yellow,Leather,Alpha,Budget,5,true,11.80,Teens
995,Clothing,Shoes,Large,Purple,Wood,Alpha,Luxury,3,true,12.49,Children
996,Electronics,Laptops,Large,Black,Leather,Gamma,Budget,3,true,6.12,Adults
997,Sports,Nutrition,Large,Red,Cotton,Alpha,Luxury,4,true,4.68,Children
998,Food,Snacks,Medium,Yellow,Wood,Gamma,Luxury,1,true,9.76,Teens
999,Food,Beverages,Small,Yellow,Wood,Delta,Premium,5,true,16.34,Adults
1000,Clothing,Pants,Small,Blue,Plastic,Delta,Premium,3,true,4.95,Adults
1001,Clothing,Shoes,Small,Black,Plastic,Epsilon,Luxury,3,false,1.95,Teens
1002,Sports,Nutrition,Small,White,Wood,Epsilon,Mid-range,3,true,9.20,Adults
1003,Clothing,Pants,Large,Black,Leather,Epsilon,Luxury,5,true,3.37,Adults
1004,Food,Snacks,Small,Blue,Leather,Beta,Mid-range,2,true,5.74,Teens
1005,Clothing,Shirts,Medium,Green,Glass,Gamma,Premium,5,true,18.74,Adults
1006,Food,Snacks,Medium,Black,Plastic,Delta,Luxury,1,true,7.77,Teens
1007,Electronics,Phones,Medium,Black,Plastic,Delta,Luxury,2,true,15.24,Children
1008,Electronics,Accessories,Small,Red,Leather,Alpha,Mid-range,5,true,11.04,Teens
1009,Sports,Equipment,Medium,Blue,Leather,Alpha,Budget,3,true,13.72,Seniors
1010,Sports,Accessories,Small,White,Glass,Gamma,Mid-range,1,true,19.63,Seniors
1011,Food,Beverages,Large,Red,Glass,Alpha,Mid-range,4,true,2.99,Teens
1012,Sports,Equipment,Small,Yellow,Glass,Gamma,Budget,3,true,16.57,Seniors
1013,Food,Snacks,Small,Yellow,Leather,Gamma,Mid-range,4,true,19.14,Teens
1014,Electronics,Phones,Small,Black,Plastic,Gamma,Luxury,2,false,11.83,Seniors
1015,Electronics,Phones,Large,Purple,Wood,Beta,Budget,4,true,9.25,Teens
1016,Clothing,Shoes,Large,Red,Cotton,Beta,Mid-range,1,false,4.00,Teens
1017,Clothing,Dresses,Small,Red,Leather,Epsilon,Premium,1,true,4.03,Adults
1018,Clothing,Dresses,Small,Green,Leather,Alpha,Luxury,3,true,19.95,Children
1019,Home,Bath,Small,Purple,Metal,Gamma,Luxury,1,false,15.86,Children
1020,Food,Frozen,Large,Red,Plastic,Epsilon,Luxury,2,true,5.15,Children
1021,Clothing,Pants,Small,Yellow,Glass,Delta,Premium,4,true,14.88,Children
1022,Electronics,Phones,Large,Black,Wood,Epsilon,Luxury,1,false,16.96,Children
1023,Clothing,Dresses,Small,Red,Plastic,Epsilon,Mid-range,3,false,19.54,Seniors
1024,Food,Fresh,Medium,Black,Metal,Alpha,Luxury,4,true,17.44,Seniors
1025,Clothing,Pants,Small,Red,Plastic,Alpha,Budget,1,true,3.65,Adults
1026,Electronics,Laptops,Small,Yellow,Cotton,Alpha,Luxury,5,true,8.70,Adults
1027,Sports,Nutrition,Large,Blue,Leather,Delta,Luxury,4,true,0.39,Adults
1028,Food,Frozen,Large,Black,Wood,Epsilon,Luxury,3,true,1.11,Seniors
1029,Food,Snacks,Small,Red,Glass,Beta,Premium,4,true,1.71,Adults
1030,Food,Beverages,Large,White,Leather,Delta,Budget,5,false,6.59,Seniors
1031,Electronics,Tablets,Large,White,Wood,Gamma,Budget,4,true,10.32,Teens
1032,Home,Bath,Medium,Yellow,Wood,Delta,Budget,5,true,9.41,Adults
1033,Food,Beverages,Medium,White,Leather,Beta,Luxury,3,true,14.53,Children
1034,Clothing,Shoes,Small,Yellow,Metal,Beta,Mid-range,4,true,15.90,Seniors
1035,Electronics,Phones,Medium,Purple,Glass,Delta,Premium,3,true,11.17,Seniors
1036,Food,Fresh,Small,Yellow,Glass,Beta,Premium,3,false,19.33,Children
1037,Sports,Apparel,Large,Green,Metal,Alpha,Luxury,2,true,9.96,Seniors
1038,Food,Snacks,Large,Red,Plastic,Delta,Premium,2,true,3.76,Children
1039,Clothing,Pants,Large,Black,Metal,Beta,Budget,4,true,13.72,Seniors
1040,Clothing,Shirts,Small,Black,Plastic,Beta,Premium,2,true,4.93,Adults
1041,Food,Snacks,Medium,Purple,Metal,Alpha,Luxury,2,true,10.15,Seniors
1042,Electronics,Accessories,Large,Blue,Metal,Gamma,Premium,3,false,10.12,Teens
1043,Electronics,Phones,Medium,Blue,Plastic,Gamma,Budget,3,false,5.43,Children
1044,Clothing,Shoes,Large,Red,Metal,Epsilon,Premium,3,false,11.54,Children
1045,Food,Fresh,Small,Purple,Cotton,Delta,Luxury,4,false,19.90,Children
1046,Sports,Accessories,Large,Black,Metal,Gamma,Premium,1,false,13.18,Adults
1047,Sports,Equipment,Medium,Yellow,Wood,Epsilon,Mid-range,5,true,0.14,Seniors
1048,Sports,Equipment,Medium,White,Glass,Alpha,Budget,1,true,15.06,Seniors
1049,Home,Furniture,Medium,Red,Wood,Alpha,Budget,2,true,4.07,Teens
1050,Clothing,Shirts,Large,Red,Cotton,Delta,Budget,4,true,14.70,Children
1051,Clothing,Shirts,Small,Red,Wood,Delta,Mid-range,1,true,13.43,Seniors
1052,Clothing,Shoes,Medium,Blue,Cotton,Alpha,Luxury,2,true,19.19,Children
1053,Food,Frozen,Large,Red,Glass,Delta,Luxury,5,true,14.25,Adults
1054,Sports,Accessories,Large,Red,Glass,Beta,Premium,1,false,3.29,Children
1055,Clothing,Shirts,Small,Black,Metal,Gamma,Mid-range,5,true,18.22,Seniors
1056,Home,Kitchen,Large,White,Wood,Alpha,Premium,4,true,17.16,Adults
1057,Sports,Nutrition,Medium,White,Leather,Gamma,Premium,1,true,18.19,Children
1058,Electronics,Phones,Small,Red,Glass,Gamma,Premium,2,true,14.16,Teens
1059,Home,Furniture,Large,Black,Cotton,Epsilon,Budget,5,false,8.33,Teens
1060,Clothing,Pants,Small,Blue,Leather,Beta,Premium,4,true,17.32,Teens
1061,Electronics,Tablets,Large,White,Wood,Beta,Luxury,5,true,2.98,Adults
1062,Sports,Apparel,Large,Black,Cotton,Epsilon,Mid-range,1,false,17.83,Seniors
1063,Home,Bath,Small,Red,Cotton,Epsilon,Luxury,1,false,1.73,Children
1064,Electronics,Laptops,Large,Blue,Leather,Beta,Luxury,3,false,8.94,Seniors
1065,Home,Bath,Small,Red,Metal,Gamma,Budget,2,true,4.05,Teens
1066,Food,Frozen,Large,White,Cotton,Delta,Premium,1,true,2.67,Teens
1067,Home,Furniture,Large,Black,Cotton,Epsilon,Luxury,2,true,9.18,Teens
1068,Food,Snacks,Small,White,Plastic,Beta,Premium,4,true,9.11,Children
1069,Electronics,Laptops,Medium,Yellow,Leather,Alpha,Budget,4,true,3.91,Children
1070,Sports,Accessories,Small,Purple,Leather,Gamma,Premium,5,false,11.85,Seniors
1071,Clothing,Dresses,Large,White,Glass,Epsilon,Mid-range,1,false,9.48,Adults
1072,Food,Beverages,Small,White,Plastic,Alpha,Luxury,1,true,11.42,Teens
1073,Home,Bath,Medium,Yellow,Cotton,Alpha,Budget,2,false,1.32,Children
1074,Electronics,Phones,Medium,White,Leather,Beta,Mid-range,1,false,19.80,Seniors
1075,Clothing,Shirts,Medium,Black,Metal,Epsilon,Premium,1,false,3.84,Teens
1076,Food,Fresh,Small,Green,Plastic,Beta,Luxury,2,false,17.50,Adults
1077,Clothing,Shirts,Large,Green,Glass,Gamma,Mid-range,3,false,17.63,Adults
1078,Sports,Equipment,Large,Black,Cotton,Alpha,Mid-range,1,true,4.64,Seniors
1079,Clothing,Shoes,Large,Purple,Leather,Epsilon,Premium,3,true,0.50,Seniors
1080,Electronics,Accessories,Medium,Green,Glass,Gamma,Budget,5,true,7.73,Children
1081,Home,Bath,Small,White,Wood,Gamma,Premium,1,false,6.29,Adults
1082,Electronics,Phones,Medium,Purple,Wood,Delta,Mid-range,2,true,6.14,Adults
1083,Food,Snacks,Small,Black,Wood,Delta,Mid-range,2,true,8.50,Adults
1084,Food,Frozen,Small,White,Cotton,Delta,Luxury,1,false,9.78,Teens
1085,Clothing,Dresses,Medium,White,Metal,Epsilon,Mid-range,2,true,2.74,Children
1086,Home,Decor,Small,Purple,Cotton,Epsilon,Mid-range,2,false,11.94,Teens
1087,Clothing,Pants,Small,Yellow,Plastic,Beta,Budget,4,true,10.61,Adults
1088,Sports,Accessories,Medium,Yellow,Leather,Gamma,Premium,1,true,1.13,Adults
1089,Sports,Nutrition,Large,Yellow,Plastic,Gamma,Premium,2,true,18.31,Seniors
1090,Home,Furniture,Large,White,Cotton,Alpha,Premium,5,true,7.55,Adults
1091,Home,Bath,Large,Black,Glass,Alpha,Mid-range,2,false,1.92,Adults
1092,Food,Frozen,Large,Yellow,Glass,Delta,Premium,3,false,10.37,Seniors
1093,Clothing,Pants,Medium,Black,Plastic,Epsilon,Premium,5,true,15.96,Adults
1094,Sports,Apparel,Large,Purple,Metal,Epsilon,Premium,4,false,6.45,Teens
1095,Electronics,Accessories,Medium,Purple,Leather,Beta,Luxury,2,true,19.94,Seniors
1096,Food,Snacks,Large,Blue,Plastic,Delta,Mid-range,2,false,8.69,Teens
1097,Clothing,Shoes,Small,Yellow,Glass,Delta,Luxury,5,true,17.13,Children
1098,Sports,Apparel,Large,Yellow,Glass,Delta,Budget,3,true,11.61,Children
1099,Electronics,Accessories,Small,Black,Wood,Epsilon,Mid-range,3,false,16.34,Adults
1100,Clothing,Pants,Medium,Red,Glass,Alpha,Mid-range,4,false,13.46,Teens
1101,Electronics,Laptops,Large,Yellow,Metal,Alpha,Budget,1,true,10.81,Seniors
1102,Clothing,Dresses,Large,Yellow,Glass,Delta,Budget,1,false,4.56,Children
1103,Clothing,Shirts,Medium,White,Metal,Gamma,Mid-range,2,true,11.81,Teens
1104,Electronics,Laptops,Small,Red,Plastic,Delta,Luxury,3,true,10.84,Seniors
1105,Home,Decor,Medium,Black,Metal,Delta,Premium,1,true,1.63,Adults
1106,Food,Fresh,Large,Red,Glass,Gamma,Luxury,5,false,14.40,Adults
1107,Electronics,Phones,Small,Green,Wood,Alpha,Luxury,2,true,10.06,Seniors
1108,Clothing,Dresses,Small,White,Glass,Epsilon,Luxury,5,true,5.38,Seniors
1109,Home,Decor,Medium,Black,Leather,Alpha,Premium,3,false,12.33,Adults
1110,Electronics,Phones,Small,Black,Wood,Alpha,Premium,3,false,6.50,Teens
1111,Home,Kitchen,Small,White,Leather,Delta,Premium,1,true,6.75,Seniors
1112,Sports,Apparel,Medium,Blue,Wood,Gamma,Luxury,1,true,17.55,Adults
1113,Home,Furniture,Large,Green,Metal,Beta,Budget,3,true,14.68,Seniors
1114,Food,Beverages,Small,Black,Metal,Delta,Budget,1,true,8.84,Teens
1115,Sports,Nutrition,Medium,Yellow,Metal,Delta,Luxury,1,false,15.34,Seniors
1116,Home,Decor,Large,Purple,Glass,Beta,Budget,1,false,7.58,Children
1117,Clothing,Shoes,Medium,Blue,Plastic,Epsilon,Luxury,3,true,17.53,Teens
1118,Clothing,Shirts,Medium,Black,Metal,Alpha,Luxury,3,true,2.16,Adults
1119,Electronics,Tablets,Large,Black,Metal,Delta,Budget,2,true,19.25,Children
1120,Sports,Nutrition,Medium,Black,Wood,Gamma,Premium,4,true,1.36,Adults
1121,Clothing,Dresses,Small,Black,Leather,Gamma,Budget,3,true,3.23,Seniors
1122,Home,Furniture,Large,Yellow,Cotton,Epsilon,Luxury,2,true,3.36,Seniors
1123,Sports,Equipment,Small,Yellow,Wood,Epsilon,Mid-range,4,true,6.11,Seniors
1124,Food,Fresh,Small,Black,Cotton,Gamma,Mid-range,3,true,12.20,Children
1125,Food,Beverages,Medium,White,Glass,Gamma,Luxury,3,true,11.32,Adults
1126,Food,Snacks,Large,Red,Cotton,Delta,Mid-range,5,true,14.40,Children
1127,Electronics,Tablets,Large,White,Leather,Epsilon,Premium,5,true,15.59,Seniors
1128,Sports,Nutrition,Large,Black,Glass,Epsilon,Mid-range,1,false,12.26,Adults
1129,Home,Furniture,Small,Red,Cotton,Gamma,Luxury,2,false,12.48,Adults
1130,Sports,Accessories,Large,Blue,Plastic,Alpha,Budget,4,false,9.41,Seniors
1131,Clothing,Pants,Large,Black,Metal,Delta,Luxury,1,true,12.71,Adults
1132,Food,Frozen,Medium,White,Glass,Gamma,Premium,1,true,11.40,Teens
1133,Electronics,Tablets,Small,Black,Cotton,Delta,Premium,4,true,13.21,Adults
1134,Sports,Equipment,Large,White,Leather,Epsilon,Mid-range,1,true,6.94,Seniors
1135,Clothing,Shirts,Large,Blue,Wood,Delta,Mid-range,2,true,17.95,Adults
1136,Home,Decor,Small,Black,Leather,Delta,Budget,2,true,3.06,Teens
1137,Sports,Apparel,Large,White,Wood,Alpha,Budget,1,false,4.67,Seniors
1138,Home,Decor,Small,Purple,Wood,Beta,Premium,2,false,17.27,Seniors
1139,Sports,Apparel,Large,Black,Plastic,Epsilon,Premium,1,true,19.52,Children
1140,Sports,Equipment,Small,Blue,Glass,Alpha,Mid-range,2,true,9.87,Teens
1141,Home,Furniture,Large,Red,Plastic,Delta,Premium,3,false,8.61,Seniors
1142,Home,Kitchen,Large,Black,Wood,Alpha,Budget,2,true,7.35,Adults
1143,Sports,Nutrition,Large,Purple,Cotton,Alpha,Budget,1,false,11.73,Children
1144,Home,Decor,Small,Red,Plastic,Beta,Budget,3,true,18.37,Teens
1145,Electronics,Phones,Small,Purple,Wood,Beta,Luxury,4,false,17.02,Seniors
1146,Sports,Apparel,Large,White,Metal,Epsilon,Luxury,1,true,16.81,Seniors
1147,Home,Furniture,Medium,Purple,Plastic,Gamma,Luxury,3,true,8.95,Seniors
1148,Food,Beverages,Large,Yellow,Plastic,Gamma,Budget,3,true,14.76,Adults
1149,Sports,Nutrition,Large,Black,Metal,Beta,Mid-range,5,true,12.80,Children
1150,Electronics,Laptops,Medium,Yellow,Cotton,Gamma,Luxury,3,false,16.50,Adults
1151,Home,Kitchen,Medium,Red,Glass,Epsilon,Mid-range,5,true,15.92,Teens
1152,Food,Snacks,Large,Green,Wood,Epsilon,Budget,4,true,17.14,Adults
1153,Electronics,Phones,Small,Red,Wood,Beta,Mid-range,5,true,2.71,Seniors
1154,Sports,Apparel,Medium,Blue,Wood,Epsilon,Luxury,4,true,12.34,Teens
1155,Home,Kitchen,Medium,Yellow,Glass,Gamma,Premium,2,false,5.41,Seniors
1156,Food,Fresh,Medium,Green,Wood,Delta,Mid-range,4,true,19.62,Seniors
1157,Electronics,Tablets,Medium,Red,Metal,Delta,Luxury,4,true,19.35,Teens
1158,Food,Fresh,Medium,Blue,Wood,Delta,Budget,5,true,12.03,Adults
1159,Clothing,Pants,Small,Yellow,Wood,Alpha,Premium,2,true,2.71,Adults
1160,Home,Furniture,Medium,Red,Cotton,Alpha,Mid-range,3,true,18.64,Adults
1161,Electronics,Tablets,Large,Yellow,Metal,Alpha,Luxury,4,true,4.44,Adults
1162,Clothing,Dresses,Small,Yellow,Plastic,Epsilon,Luxury,5,true,0.62,Seniors
1163,Food,Snacks,Medium,Blue,Wood,Epsilon,Mid-range,3,false,3.77,Seniors
1164,Sports,Nutrition,Medium,Green,Metal,Gamma,Luxury,2,true,16.68,Seniors
1165,Electronics,Accessories,Medium,Yellow,Cotton,Beta,Premium,1,true,16.21,Adults
1166,Home,Bath,Medium,White,Metal,Gamma,Premium,4,true,7.83,Seniors
1167,Food,Beverages,Medium,White,Cotton,Alpha,Premium,2,true,8.49,Children
1168,Sports,Apparel,Large,Red,Metal,Alpha,Budget,2,true,1.66,Children
1169,Home,Kitchen,Small,Red,Plastic,Beta,Premium,4,false,7.84,Teens
1170,Electronics,Tablets,Large,Red,Glass,Epsilon,Budget,2,true,17.91,Seniors
1171,Electronics,Laptops,Small,Purple,Glass,Delta,Luxury,5,false,9.45,Seniors
1172,Clothing,Shoes,Small,Red,Plastic,Epsilon,Budget,1,false,14.31,Children
1173,Clothing,Shoes,Medium,Purple,Metal,Beta,Premium,5,false,14.78,Teens
1174,Sports,Equipment,Small,Purple,Metal,Epsilon,Mid-range,1,true,7.85,Adults
1175,Food,Snacks,Small,Red,Plastic,Delta,Premium,3,false,12.45,Adults
1176,Sports,Apparel,Medium,Black,Cotton,Gamma,Premium,1,true,18.32,Adults
1177,Sports,Equipment,Small,Black,Leather,Epsilon,Premium,1,true,8.74,Adults
1178,Electronics,Tablets,Small,Black,Metal,Epsilon,Luxury,4,false,5.57,Adults
1179,Clothing,Dresses,Large,Red,Wood,Delta,Premium,2,true,17.09,Children
1180,Electronics,Tablets,Large,Black,Wood,Epsilon,Mid-range,3,true,7.06,Children
1181,Food,Snacks,Small,Red,Metal,Epsilon,Mid-range,1,false,4.75,Adults
1182,Food,Snacks,Medium,Green,Plastic,Epsilon,Luxury,3,true,19.17,Teens
1183,Clothing,Pants,Small,Purple,Plastic,Epsilon,Luxury,2,true,14.40,Children
1184,Electronics,Laptops,Medium,Purple,Glass,Beta,Luxury,3,true,5.79,Adults
1185,Home,Kitchen,Small,Blue,Leather,Alpha,Premium,4,true,9.97,Children
1186,Clothing,Shirts,Small,Blue,Plastic,Delta,Premium,2,true,5.72,Seniors
1187,Sports,Accessories,Small,Green,Wood,Epsilon,Luxury,4,true,17.86,Teens
1188,Electronics,Tablets,Medium,Yellow,Leather,Delta,Premium,3,true,0.78,Seniors
1189,Food,Frozen,Medium,Green,Plastic,Epsilon,Mid-range,2,false,8.87,Teens
1190,Sports,Accessories,Medium,White,Wood,Epsilon,Budget,2,true,15.25,Seniors
1191,Food,Beverages,Small,Black,Leather,Alpha,Luxury,1,false,18.90,Adults
1192,Electronics,Phones,Large,Yellow,Plastic,Gamma,Luxury,3,false,3.26,Adults
1193,Food,Beverages,Medium,Blue,Leather,Gamma,Mid-range,1,true,0.74,Seniors
1194,Food,Frozen,Small,Green,Wood,Gamma,Premium,5,true,16.09,Children
1195,Clothing,Shoes,Medium,Red,Plastic,Delta,Budget,3,true,5.95,Adults
1196,Home,Furniture,Small,White,Glass,Beta,Budget,1,true,10.19,Seniors
1197,Clothing,Pants,Small,Green,Metal,Alpha,Mid-range,1,false,13.37,Teens
1198,Home,Decor,Large,Black,Plastic,Beta,Mid-range,1,true,9.37,Seniors
1199,Food,Beverages,Small,Purple,Cotton,Delta,Mid-range,5,false,15.54,Adults
1200,Clothing,Dresses,Medium,White,Glass,Beta,Mid-range,4,true,18.66,Children
1201,Electronics,Laptops,Medium,Green,Wood,Alpha,Premium,3,true,3.23,Adults
1202,Electronics,Tablets,Small,Green,Metal,Epsilon,Luxury,4,true,6.34,Children
1203,Home,Bath,Medium,Yellow,Wood,Beta,Premium,1,true,6.01,Teens
1204,Food,Beverages,Large,Purple,Metal,Gamma,Budget,5,false,7.02,Teens
1205,Electronics,Tablets,Small,Purple,Plastic,Gamma,Budget,5,false,10.08,Teens
1206,Food,Beverages,Small,Purple,Plastic,Delta,Budget,3,true,8.40,Teens
1207,Home,Bath,Small,Red,Metal,Alpha,Budget,1,true,12.31,Adults
1208,Clothing,Pants,Medium,Red,Cotton,Gamma,Luxury,2,false,8.34,Teens
1209,Food,Frozen,Large,Green,Leather,Beta,Premium,1,true,5.46,Teens
1210,Home,Bath,Medium,Green,Metal,Gamma,Budget,3,false,8.85,Seniors
1211,Sports,Accessories,Medium,Green,Leather,Delta,Budget,4,false,18.48,Adults
1212,Home,Bath,Medium,Green,Plastic,Alpha,Budget,1,false,2.49,Children
1213,Food,Beverages,Large,Yellow,Leather,Gamma,Budget,1,false,0.89,Seniors
1214,Sports,Nutrition,Small,Green,Metal,Gamma,Luxury,4,true,9.11,Teens
1215,Home,Kitchen,Large,Blue,Leather,Delta,Mid-range,4,true,12.09,Teens
1216,Food,Frozen,Small,White,Plastic,Alpha,Mid-range,3,true,17.34,Seniors
1217,Clothing,Dresses,Medium,Purple,Glass,Gamma,Budget,5,false,19.78,Children
1218,Clothing,Shirts,Large,White,Plastic,Alpha,Mid-range,4,false,12.57,Adults
1219,Electronics,Laptops,Large,Green,Leather,Gamma,Mid-range,2,true,4.96,Seniors
1220,Sports,Accessories,Small,Blue,Glass,Beta,Luxury,3,true,3.60,Children
1221,Home,Furniture,Small,Green,Wood,Epsilon,Luxury,4,true,14.78,Seniors
1222,Food,Snacks,Small,Green,Wood,Alpha,Luxury,1,true,18.20,Teens
1223,Clothing,Dresses,Medium,Yellow,Glass,Delta,Mid-range,5,false,16.89,Children
1224,Food,Frozen,Medium,Green,Metal,Beta,Luxury,3,true,18.89,Teens
1225,Electronics,Laptops,Medium,Red,Metal,Beta,Premium,4,false,15.36,Seniors
1226,Electronics,Accessories,Medium,Green,Cotton,Alpha,Luxury,5,false,18.49,Adults
1227,Electronics,Phones,Large,Red,Cotton,Alpha,Premium,4,false,0.61,Seniors
1228,Home,Furniture,Small,Yellow,Metal,Delta,Mid-range,2,true,1.15,Teens
1229,Food,Snacks,Large,Black,Plastic,Alpha,Premium,1,true,11.59,Seniors
1230,Home,Bath,Small,Green,Plastic,Alpha,Premium,5,true,19.71,Children
1231,Clothing,Dresses,Small,Black,Metal,Beta,Budget,3,true,18.75,Adults
1232,Sports,Nutrition,Small,Yellow,Metal,Delta,Luxury,3,true,10.02,Seniors
1233,Home,Bath,Small,Black,Metal,Alpha,Budget,2,true,19.04,Teens
1234,Sports,Nutrition,Small,Yellow,Wood,Beta,Mid-range,4,true,1.48,Children
1235,Electronics,Accessories,Small,Blue,Wood,Gamma,Mid-range,5,true,14.89,Adults
1236,Home,Bath,Small,Green,Metal,Alpha,Budget,1,true,14.07,Seniors
1237,Clothing,Pants,Small,Yellow,Leather,Epsilon,Luxury,4,true,10.68,Seniors
1238,Sports,Apparel,Small,Green,Leather,Epsilon,Mid-range,2,true,17.10,Seniors
1239,Home,Kitchen,Large,Black,Leather,Delta,Mid-range,5,false,11.21,Teens
1240,Home,Kitchen,Small,Green,Metal,Beta,Mid-range,3,true,2.52,Children
1241,Clothing,Pants,Medium,White,Glass,Alpha,Mid-range,4,true,1.75,Children
1242,Home,Furniture,Large,Green,Wood,Epsilon,Budget,2,true,7.11,Children
